"Rank","NCT Number","Title","Status","Study Results","Conditions","Interventions","First Posted","Locations","URL"
111,"NCT04263298","Fulvestrant Versus Capecitabine as Maintenance Therapy After First-line Combination Chemotherapy in Patients With HR+/HER2- Metastatic Breast Cancer","Recruiting","No Results Available","Metastatic Breast Cancer","Drug: Fulvestrant|Drug: Capecitabine Oral Product","February 10, 2020","Guangdong Provincial Hospital of Traditional Chinese Medicine, Guangzhou, Guangdong, China|Guangdong Provincial People's Hospital, Guangzhou, Guangdong, China|Public Health Institute of Sun Yat-sen University, Guangzhou, Guangdong, China|Sun Yat-sen Memorial Hospital, Sun Yat-sen University, Guangzhou, Guangdong, China|Sun Yat-sen University Cancer Center, Guangzhou, Guangdong, China|Shenzhen People's Hospital, Shenzhen, Guangdong, China|Fifth Subsidiary Sun Yat-sen University Hospital, Zhuhai, Guangdong, China","https://ClinicalTrials.gov/show/NCT04263298"
112,"NCT04268693","Bisphenol and Phthalate Exposures in Triple Negative Breast Cancer","Not yet recruiting","No Results Available","Triple Negative Breast Cancer","Other: urine collection","February 13, 2020","Milken Institute School of Public Health, George Washington University, Washington, District of Columbia, United States","https://ClinicalTrials.gov/show/NCT04268693"
113,"NCT04318223","Palbociclib Plus Fulvestrant in Women With Hormone Receptor Positive and Human Epidermal Growth Factor Receptor Type 2 Negative Locally Advanced or Metastatic Breast Cancer Previously Treated With a CDK4/6 Inhibitor in Combination With Hormonal Therapy","Recruiting","No Results Available","Metastatic Breast Cancer|Locally Advanced Breast Cancer","Drug: Palbociclib","March 23, 2020","Nuovo ospedale di Prato - S. Stefano, Prato, Firenze, Italy|Ospedale Civile S. Giovanni di Dio, Frattamaggiore, Napoli, Italy|Centro di Riferimento oncologico, Aviano, Pordenone, Italy|Fondazione del Piemonte per l'Oncologia, Candiolo, Torino, Italy|Ospedale Sacro Cuore di Gesù Fatebenefratelli, Benevento, Italy|A.O. Osp. Riuniti - ASST PAPA GIOVANNI 23, Bergamo, Italy|Ospedale di Brindisi ""Perrino"", Brindisi, Italy|Ospedale Policnico San Martino, Genova, Italy|Ospedale Vito Fazzi, Lecce, Italy|Azienda Ospedaliera Papardo, Messina, Italy|Azienda Ospedaliero - Universitaria di Modena, Modena, Italy|A.O.U. Seconda Universita' degli Studi di Napoli, Napoli, Italy|Azienda Ospedaliera 'A. CARDARELLI', Napoli, Italy|Azienda Ospedaliera dei Colli - P.Monaldi, Napoli, Italy|Istituto Nazionale Tumori IRCCS Pascale, Napoli, Italy|Università degli Studi di Napoli ""Federico II"", Napoli, Italy|A.O.U. Pisana, Pisa, Italy|Istituto Nazionale Tumori Regina Elena (IRE, Roma, Italy|Ospedale Sandro Pertini, Roma, Italy","https://ClinicalTrials.gov/show/NCT04318223"
114,"NCT04251169","Pembrolizumab + Paclitaxel in Hormone Receptor-positive (HR+)/Human Epidermal Growth Factor Receptor 2-negative (HER2-) Non-luminal (by PAM50) Advanced Breast Cancer After Cyclin-dependent Kinase 4/6 (CDK4/6) Inhibitors Progression","Not yet recruiting","No Results Available","Metastatic Breast Cancer","Drug: Pembrolizumab|Drug: Paclitaxel","January 31, 2020","ICO Hospitalet, Hospitalet de Llobregat, Barcelona, Spain|Hospital Universitari Vall d'Hebrón, Barcelona, Spain|Hospital Clinic de Barcelona, Barcelona, Spain|Hospital Universitario 12 de octubre, Madrid, Spain|Hospital Quiron Salud Sagrado Corazon Sevilla, Sevilla, Spain|Fundación Instituto Valenciano de Oncología, Valencia, Spain|Hospital Clínico Universitario de Valencia, Valencia, Spain","https://ClinicalTrials.gov/show/NCT04251169"
115,"NCT04362462","Molecular Profiling After Neoadjuvant Chemotherapy for Triple-negative Breast Cancer","Recruiting","No Results Available","Triple-negative Breast Cancer",,"April 27, 2020","Texas Tech University Health Sciences Center- El Paso, El Paso, Texas, United States","https://ClinicalTrials.gov/show/NCT04362462"
116,"NCT04254263","Adjuvant Study of Pyrotinib in HER-2 Positive Breast Cancer","Not yet recruiting","No Results Available","Locally Advanced Breast Cancer","Drug: pyrotinib","February 5, 2020","Renji Hospital, School of Medicine, Shanghai Jiao Tong University, Shanghai, Shanghai, China","https://ClinicalTrials.gov/show/NCT04254263"
117,"NCT04227327","Study Evaluating Abemaciclib + Aromatase Inhibitors in HR+, HER2- Advanced Breast Cancer Patients (HERMIONE-7)","Recruiting","No Results Available","Advanced Breast Cancer","Drug: Abemaciclib|Drug: Aromatase Inhibitors","January 13, 2020","AOU ospedali riuniti Ancona clinica oncologica, Ancona, Italy|ASL di Asti D.H. - oncologia, Asti, Italy|IRCCS Istituto Oncologico Giovanni Paolo II, Bari, Italy|ULSS 1 Belluno Ospedale San Martino, Belluno, Italy|Humanitas Gavazzeni, Bergamo, Italy|ASST degli Spedali civili, Brescia, Italy|Ospedale ""SS Annuziata"" clinica oncologica, Chieti, Italy|ASST Lariana, Como, Italy|ASST Cremona Istituti ospitalieri Cremona, Cremona, Italy|ASST Monza, Ospedale di Desio, Desio, Italy|AUSL Romagna ospedale per gli infermi - patologia mammaria, Faenza, Italy|Azienda ospedaliera S. Antonio abate, Gallarate, Italy|AUSL di Reggio Emilia clinica oncologica Guastalla, Guastalla, Italy|Ospedale San Salvatore di L'Aquila, L'Aquila, Italy|Azienda ospedaliera cardinale Giovanni Panico, Lecce, Italy|AUSL Toscana Nord Ovest Livorno, Livorno, Italy|ASST Fatebenefratelli Sacco Ospedale Sacco, Milano, Italy|ASST Monza, Ospedale San Gerardo, Monza, Italy|ASL 2 Olbia, Olbia, Italy|Ospedale La Maddalena, Palermo, Italy|Policlinico universitario di Palermo - oncologia medica, Palermo, Italy|AUSL di Piacenza Ospedale ""Guglielmo da Saliceto"", Piacenza, Italy|Arcispedale S. Maria nuova, Reggio Emilia, Italy|ASST Rhodense ospedale di circolo Rho, Rho, Italy|AUSL Romagna ospedale di Rimini, Rimini, Italy|Istituto Nazionale dei tumori Regina Elena- oncologia medica A, Roma, Italy|Istituto Nazionale dei tumori Regina Elena- oncologia medica B, Roma, Italy|Humanitas research hospital, Rozzano, Italy|ASST Valle Olona P.O. SARONNO, Saronno, Italy|A.O.U. Città della Salute e della Scienza di Torino, Torino, Italy|AOU Città della salute e della scienza - Breast Unit, Torino, Italy|ASL Torino presidio ospedaliero Martini, Torino, Italy|Clinica ostetrico-ginecologica S. Anna, Torino, Italy|APSS provincia autonoma di Trento Ospedale di Trento, Trento, Italy|ASST Settelaghi Varese, Varese, Italy|ULSS 8 Berica Ospedale San Bortolo, Vicenza, Italy","https://ClinicalTrials.gov/show/NCT04227327"
118,"NCT04222426","89Zr-atezolizumab PET Scan and Lobular Breast Cancer","Recruiting","No Results Available","Lobular Metastatic Breast Cancer","Other: 89Zr-atezolizumab PET scans","January 10, 2020","University Medical Center Groningen, Groningen, Netherlands","https://ClinicalTrials.gov/show/NCT04222426"
119,"NCT04403529","Evaluating the Clinical Value of Traditional Chinese Medicine in the Adjuvant Therapy of Triple-negative Breast Cancer","Recruiting","No Results Available","Triple Negative Breast Cancer","Drug: Traditional Chinese Medicine Formulation|Drug: Placebo Formulation","May 27, 2020","Fudan University Shanghai Cancer Hospital, Shanghai, Shanghai, China","https://ClinicalTrials.gov/show/NCT04403529"
120,"NCT04320030","[18F]-DPA-714 PET/CT (Positron Emission Tomography/Computerized Tomography) in Triple Negative Breast Cancers","Not yet recruiting","No Results Available","Triple Negative Breast Cancer","Drug: [18F]-DPA-714 PET/CT scan","March 24, 2020","Institut de Cacerologie de l'ouest - site Paul Papin, Angers, France|APHP - Hôpital Tenon, Paris, France|Institut de cancerologie de l'Ouest, Saint Herblain, France|CHU Bretonneau, Tours, France","https://ClinicalTrials.gov/show/NCT04320030"
121,"NCT04418154","Neoadjuvant Dose-dense EC Followed by ABX With PD-1 for Triple Negative Breast Cancer Patients","Recruiting","No Results Available","Triple Negative Breast Cancer","Drug: epirubicin hydrochloride|Drug: Cyclophosphamide|Drug: Albumin bound paclitaxel|Drug: Toripalimab","June 5, 2020","Shanghai Cancer Center, Fudan University, Shanghai, Shanghai, China","https://ClinicalTrials.gov/show/NCT04418154"
122,"NCT04332588","Monitoring HER2+ Breast Cancer Neoadjuvant Treatment With Advanced PET/MRI","Not yet recruiting","No Results Available","HER2-positive Breast Cancer","Drug: [18F]FMISO PET/MRI imaging","April 2, 2020","The University of Alabama at Birmingham, Birmingham, Alabama, United States","https://ClinicalTrials.gov/show/NCT04332588"
123,"NCT04438681","Evaluation of a Plasma Protein Profile as a Predictive Biomarker for Metastatic Relapse in Triple Negative Breast Cancer Patients","Not yet recruiting","No Results Available","Triple Negative Breast Cancer",,"June 19, 2020","Centre Jean PERRIN, Clermont-Ferrand, France","https://ClinicalTrials.gov/show/NCT04438681"
124,"NCT04331067","Cabiralizumab in Combination With Nivolumab and Neoadjuvant Chemotherapy in Patients With Localized Triple-negative Breast Cancer","Not yet recruiting","No Results Available","Triple Negative Breast Cancer","Drug: Paclitaxel|Drug: Carboplatin|Biological: Nivolumab|Biological: Cabiralizumab|Procedure: Tumor biopsy|Procedure: Bone marrow|Procedure: Blood draw","April 2, 2020","Washington University School of Medicine, Saint Louis, Missouri, United States","https://ClinicalTrials.gov/show/NCT04331067"
125,"NCT04297657","Using BETTER Model Sexual Problems in Breast Cancer","Completed","No Results Available","Sexuality|Breast Cancer","Other: Counselling","March 5, 2020",,"https://ClinicalTrials.gov/show/NCT04297657"
126,"NCT04298086","A Study of the Body's Response to Exercise and a Plant-Based Diet in Overweight Postmenopausal Women With Breast Cancer","Recruiting","No Results Available","Breast Cancer|Primary Hormone Receptor Positive Breast Cancer","Other: Exercise Treatment|Other: Plant-Based Diet|Other: Physical activity|Other: Nutrition counseling","March 6, 2020","Memoral Sloan Kettering Basking Ridge (Limited Protocol Activities), Basking Ridge, New Jersey, United States|Memoral Sloan Kettering Monmouth (Limited Protocol Activities), Middletown, New Jersey, United States|Memorial Sloan Kettering Bergen (Limited Protocol Activities), Montvale, New Jersey, United States|Memorial Sloan Kettering Commack (Limited Protocol Activities), Commack, New York, United States|Memoral Sloan Kettering Westchester (Limited Protocol Activities), Harrison, New York, United States|Memorial Sloan Kettering Cancer Center, New York, New York, United States|Memorial Sloan Kettering Nassau (Limited Protocol Activities), Uniondale, New York, United States","https://ClinicalTrials.gov/show/NCT04298086"
127,"NCT04378751","Promoting Genetic Counseling Among African American Women With a Family History of Breast Cancer","Not yet recruiting","No Results Available","High Risk for Breast Cancer","Behavioral: Decision aid video|Other: Genetic counseling informational brochure","May 7, 2020","UIC Cancer Center, Chicago, Illinois, United States|University of Illinois at Chicago Hospital and Ambulatory Clinics, Chicago, Illinois, United States","https://ClinicalTrials.gov/show/NCT04378751"
128,"NCT04405505","A Study of TQB2450 Injection Combined With Anlotinib Hydrochloride Capsule Versus Paclitaxel for Injection (Albumin Bound) in Subjects With Triple Negative Breast Cancer (TNBC)","Not yet recruiting","No Results Available","Triple Negative Breast Cancer","Drug: TQB2450|Drug: Anlotinib|Drug: Paclitaxel for Injection (albumin bound)","May 28, 2020","The Fourth Affiliated Hospital of Anhui Medical University, Hefei, Anhui, China|Chinese Academy of Medical Sciencesand Peking Union Medical College Hospital, Beijing, Beijing, China|Beijing Shijitan Hospital Affiliated to Capital Medical University, Beijing, Beijing, China|Beijing Tsinghua Changgung Hospital, Beijing, Beijing, China|Cancer Hospital, Chinese Academy of Medical Sciences and Peking Union Medical College, Beijing, Beijing, China|Chongqing Cancer Hospital, Chongqing, Chongqing, China|The First Affilited Hospital of Chongqing Medical University, Chongqing, Chongqing, China|Guangdong Provincial People's Hospital, Guangzhou, Guangdong, China|Guangxi Medical University Affiliated Tumor Hospital, Nanning, Guangxi Zhuang Autonomous Region, China|The First Affiliated Hospital of Guangxi Medical University, Nanning, Guangxi Zhuang Autonomous Region, China|The fourth Hospital of Hebei Medical University, Shijiazhuang, Hebei, China|Affiliated Tumor Hospital of Harbin Medical University, Harbin, Heilongjiang, China|AnYang Tumor Hospital, Anyang, Henan, China|Zhongnan Hospital of Wuhan University, Wuhan, Hubei, China|Hunan Cancer Hospital, Changsha, Hunan, China|Nantong Tumor Hospital, Nantong, Jiangsu, China|The First Hospital of Jilin University, Changchun, Jilin, China|Yanbian University Hospital, Yanji, Jilin, China|The First Hospital of China Medical University, Shenyang, Liaoning, China|Liaoning Cancer Hospital & Institute, Shenyang, Liaoning, China|Qilu Hospital of Shandong University, Jinan, Shandong, China|Shanxi Cancer Hospital, Taiyuan, Shanxi, China|The Second Affiliated Hospital of PLA Airforce Military Medical University, Xi'an, Shanxi, China|The First Affiliated Hospital of Xi'an Jiaotong University, Xi'an, Shanxi, China|Shanxi Provincial People's Hospital, Xi'an, Shanxi, China|The Second People's Hospital of Neijiang, Neijiang, Sichuan, China|Tianjin Cancer Hospital, Tianjin, Tianjin, China|Xinjiang Uiger Municipal People's Hospital, Urumqi, Xinjiang, China|Zhejiang Cancer Hospital, Hangzhou, Zhejiang, China|The Second Affiliated Hospital of Zhejiang University School of Medicine, Hangzhou, Zhejiang, China","https://ClinicalTrials.gov/show/NCT04405505"
129,"NCT04427293","Preoperative Lenvatinib Plus Pembrolizumab in Early-Stage Triple-Negative Breast Cancer (TNBC)","Not yet recruiting","No Results Available","Triple Negative Breast Cancer","Drug: Lenvatinib|Drug: Pembrolizumab","June 11, 2020",,"https://ClinicalTrials.gov/show/NCT04427293"
130,"NCT04232319","Feasibility and Effectiveness of a Sleep Hygiene Education Program for Sleep Issues in Breast Cancer Survivors","Recruiting","No Results Available","Breast Cancer|Sleep Hygiene","Behavioral: Sleep Hygiene Training","January 18, 2020","University of Toledo, Toledo, Ohio, United States","https://ClinicalTrials.gov/show/NCT04232319"
131,"NCT04328610","To Assess the Efficacy of the LYMPHA in the Prevention of Lymphedema Following Axillary Dissection for Breast Cancer","Not yet recruiting","No Results Available","Lymphedema, Breast Cancer","Procedure: LYMPHA(LYmphatic Microsurgical Preventive Healing Approach) technique","March 31, 2020",,"https://ClinicalTrials.gov/show/NCT04328610"
132,"NCT04443348","Pre-op Pembro + Radiation Therapy in Breast Cancer","Not yet recruiting","No Results Available","Triple Negative Breast Cancer|Hormone Receptor Positive (HR+), HER2-negative Breast Cancer|Biopsy-proven, Positive Lymph Node(s)","Radiation: Radiation Therapy Boost|Drug: Pembrolizumab|Drug: Paclitaxel|Drug: Carboplatin|Drug: Cyclophosphamide|Drug: Doxorubicin","June 23, 2020","Massachusetts General Hospital, Boston, Massachusetts, United States|Dana Farber Cancer Institute, Boston, Massachusetts, United States","https://ClinicalTrials.gov/show/NCT04443348"
133,"NCT04281641","Markers to Evaluate the Efficacy of PH-based Regimen as a Neoadjuvant Therapy for Operable HER2 Positive Breast Cancer","Recruiting","No Results Available","HER2-positive Breast Cancer","Diagnostic Test: TCHP","February 24, 2020","Shanghai Cancer Center, Fudan University, Shanghai, Shanghai, China","https://ClinicalTrials.gov/show/NCT04281641"
134,"NCT04273555","Monitoring Early Response to Targeted Therapy in Stage IV HER2+ Breast Cancer Patients With Advanced PET/MR Imaging","Not yet recruiting","No Results Available","HER2-positive Breast Cancer","Drug: [18F]-FDG","February 18, 2020","The University of Alabama at Birmingham, Birmingham, Alabama, United States","https://ClinicalTrials.gov/show/NCT04273555"
135,"NCT04288141","A Study to Measure the Expression of the HER2-HER3 Dimer in Tumour and Blood (Exosomes) Samples From Patients With HER2 Positive Breast Cancer Receiving HER2 Targeted Therapies","Recruiting","No Results Available","HER2-positive Breast Cancer","Other: Acquisition of blood samples and tumour tissue samples (biopsies)","February 28, 2020","Brighton and Sussex University Hospitals NHS Trust, Brighton, United Kingdom|Guy's Cancer Centre, Guy's and St Thomas' NHS Foundation Trust, London, United Kingdom","https://ClinicalTrials.gov/show/NCT04288141"
136,"NCT04395508","An Expanded Access Study to Provide at Home Subcutaneous Administration of Pertuzumab and Trastuzumab Fixed-Dose Combination (PH FDC SC) for Patients With HER2-Positive Breast Cancer During the COVID-19 Pandemic","Available","No Results Available","HER2-positive Breast Cancer","Drug: Fixed-Dose Combination of Pertuzumab and Trastuzumab for Subcutaneous Administration (PH FDC SC)","May 20, 2020","MedStar Washington Hosp Center, Washington, District of Columbia, United States","https://ClinicalTrials.gov/show/NCT04395508"
137,"NCT04352777","Impact of Endocrine Therapy and Abemaciclib on Host and Tumor Immune Cell Repertoire/Function in Advanced ER+/HER2- Breast Cancer","Not yet recruiting","No Results Available","Metastatic Breast Cancer|Locally Advanced Breast Cancer|Hormone Receptor Positive Tumor","Drug: Abemaciclib|Drug: Fulvestrant|Drug: Aromatase Inhibitors","April 20, 2020","Duke University Medical Center, Durham, North Carolina, United States","https://ClinicalTrials.gov/show/NCT04352777"
138,"NCT04337658","Anti-HER2 Therapy + Fulvestrant/Capecitabine in Women With HR+, HER2+, Non-visceral Metastases Stage IV Breast Cancer","Not yet recruiting","No Results Available","HER2-positive Breast Cancer","Drug: Pertuzumab|Drug: Trastuzumab|Drug: Fulvestrant|Drug: Capecitabine","April 8, 2020","Sun Yat-sen University Cancer Center, Guangzhou, Guangdong, China|Second Affiliated Hospital, Zhejiang University, School of Medicine, Hangzhou, Zhejiang, China","https://ClinicalTrials.gov/show/NCT04337658"
139,"NCT04330040","Prospective Multicentre Phase-IV Clinical Trial of Olaparib in Indian Patients With Ovarian and Metastatic Breast Cancer","Recruiting","No Results Available","Ovarian Cancer|Breast Cancer","Drug: Olaparib","April 1, 2020","BLK Hospital, New Delhi, Delhi, India","https://ClinicalTrials.gov/show/NCT04330040"
140,"NCT04319510","Supportive Effects of Craniosacral Therapy for Female Patients With Breast Cancer and Their Partners","Not yet recruiting","No Results Available","Breast Cancer|Complementary Therapies","Procedure: Craniosacral therapy|Procedure: Craniosacral self-help group training|Procedure: Treatment as usal / wait list","March 24, 2020","Department of Internal and Integrative Medicine, Evang. Kliniken Essen-Mitte, Faculty of Medicine, University of Duisburg-Essen, Essen, NRW, Germany","https://ClinicalTrials.gov/show/NCT04319510"
141,"NCT04214288","A Comparative Study of AZD9833 Versus Fulvestrant in Women With Advanced ER-Positive HER2-Negative Breast Cancer","Recruiting","No Results Available","Advanced ER-Positive HER2-Negative Breast Cancer","Drug: AZD9833|Drug: Fulvestrant","January 2, 2020","Research Site, Birmingham, Alabama, United States|Research Site, Long Beach, California, United States|Research Site, Canton, Ohio, United States|Research Site, Nashville, Tennessee, United States|Research Site, Wenatchee, Washington, United States|Research Site, Brasschaat, Belgium|Research Site, Charleroi, Belgium|Research Site, Gent, Belgium|Research Site, Haine-Saint-Paul, Belgium|Research Site, Leuven, Belgium|Research Site, Libramont-Chevigny, Belgium|Research Site, Namur, Belgium|Research Site, Besancon, France|Research Site, Clermont Ferrand, France|Research Site, Nantes, France|Research Site, Paris, France|Research Site, Saint Priest En Jarez, France|Research Site, Berlin, Germany|Research Site, Düsseldorf, Germany|Research Site, Essen, Germany|Research Site, Köln, Germany|Research Site, Lüneburg, Germany|Research Site, Budapest, Hungary|Research Site, Debrecen, Hungary|Research Site, Kaposvár, Hungary|Research Site, Kecskemét, Hungary|Research Site, Nyíregyháza, Hungary|Research Site, Pécs, Hungary|Research Site, Szeged, Hungary|Research Site, Bologna, Italy|Research Site, Meldola, Italy|Research Site, Milano, Italy|Research Site, Milan, Italy|Research Site, Monza, Italy|Research Site, Napoli, Italy|Research Site, Roma, Italy|Research Site, Umbria, Italy|Research Site, Mexico, Mexico|Research Site, Bydgoszcz, Poland|Research Site, Piła, Poland|Research Site, Rzeszów, Poland|Research Site, Skorzewo, Poland|Research Site, Warszawa, Poland|Research Site, Łódź, Poland|Research Site, Lisboa, Portugal|Research Site, Lisboa, Portugal|Research Site, Lisboa, Portugal|Research Site, Loures, Portugal|Research Site, Setúbal, Portugal|Research Site, Kazan, Russian Federation|Research Site, Krasnodar, Russian Federation|Research Site, Kursk, Russian Federation|Research Site, Moscow, Russian Federation|Research Site, Moscow, Russian Federation|Research Site, Moscow, Russian Federation|Research Site, Moscow, Russian Federation|Research Site, Perm, Russian Federation|Research Site, Pyatigorsk, Russian Federation|Research Site, Ryazan, Russian Federation|Research Site, Saint Petersburg, Russian Federation|Research Site, Saint-Petersburg, Russian Federation|Research Site, Volgograd, Russian Federation|Research Site, A Coruña, Spain|Research Site, Barcelona, Spain|Research Site, Barcelona, Spain|Research Site, Barcelona, Spain|Research Site, Caceres, Spain|Research Site, Madrid, Spain|Research Site, Madrid, Spain|Research Site, Pamplona, Spain|Research Site, Zaragoza, Spain","https://ClinicalTrials.gov/show/NCT04214288"
142,"NCT04278469","Clinical High and Genomic Low Hormone Receptor-positive Early Breast Cancer Patients With or Without Adjuvant Chemotherapy","Recruiting","No Results Available","Early Hormone Receptor-positive Breast Cancer","Drug: Chemotherapy Drugs, Cancer","February 20, 2020","Samsung Medical Center, Seoul, Korea, Republic of","https://ClinicalTrials.gov/show/NCT04278469"
143,"NCT04418089","Simvastatin Effect in Combination With Neoadjuvant Chemotherapy to Clinical Response and Tumor-Free Margin in Locally Advanced Breast Cancer","Completed","No Results Available","Breast Cancer|Chemotherapy Effect","Drug: Simvastatin 40mg|Drug: Placebo oral capsule","June 5, 2020","Faculty of Medicine, Universitas Indonesia, Jakarta Pusat, DKI Jakarta, Indonesia","https://ClinicalTrials.gov/show/NCT04418089"
144,"NCT04355520","A Study of TQ-B3525 Tablets Combined With Fulvestrant Injection in Subjects With HR-positive, HER2-negative and PIK3CA Mutation Advanced Breast Cancer","Not yet recruiting","No Results Available","HR-positive, HER2-negative and PIK3CA Mutation Advanced Breast Cancer","Drug: TQ-B3525|Drug: Fulvestrant injection","April 21, 2020","Cancer Hospital, Chinese Academy of Medical Sciences, Beijing, Beijing, China|Hunan Cancer Hospital, Changsha, Hunan, China|The First Hospital of Jilin university, Changchun, Jilin, China|Liaoning Cancer Hospital, Shenyang, Liaoning, China","https://ClinicalTrials.gov/show/NCT04355520"
145,"NCT04304924","Motivating to Exercise and Diet, and Educating to Healthy Behaviors After Breast Cancer","Not yet recruiting","No Results Available","Overweight or Obese Breast Cancer Patients","Other: The personalized telephone based intervention","March 12, 2020","Gustave Roussy, Villejuif, Val De Marne, France","https://ClinicalTrials.gov/show/NCT04304924"
146,"NCT04264468","Correlation Between Molecular Typing and Neoadjuvant Chemotherapy in Breast Cancer Patients Based on Mammaprint/Blueprint Test","Recruiting","No Results Available","Evaluation of the Value of Mammaprint Test Gene Variation in the Prediction of Neoadjuvant Chemotherapy for Breast Cancer","Combination Product: neoadjuvant chemotherapy","February 11, 2020","Zhejiang Cancer Hospital, Hangzhou, Zhejiang, China","https://ClinicalTrials.gov/show/NCT04264468"
147,"NCT04236310","A Study of Neoadjuvant SHR6390 in Combination With Anastrozole, Pyrotinib, and Trastuzumab in Patients With ER+/HER2+ Breast Cancer.","Not yet recruiting","No Results Available","Breast Cancer|HER2-positive Breast Cancer|ER-positive Breast Cancer","Drug: SHR6390|Drug: Anastrozole|Drug: Pyrotinib|Drug: Trastuzumab","January 22, 2020",,"https://ClinicalTrials.gov/show/NCT04236310"
148,"NCT04296370","A Study of Fluzoparib±Apatinib Versus Chemotherapy Treatment of Physician's Choice in HER2-negative Metastatic Breast Cancer Patients With Germline BRCA Mutation","Not yet recruiting","No Results Available","Treatment in HER2-negative Metastatic Breast Cancer Patients With Germline BRCA Mutation","Drug: Fluzoparib; Apatinib|Drug: Fluzoparib|Drug: Physician's choice chemotherapy","March 5, 2020","Jiangsu HengRui Medicine Co., Ltd., Shanghai, China","https://ClinicalTrials.gov/show/NCT04296370"
149,"NCT04396665","Breast Cancer: Feasibility of an Educational Intervention","Enrolling by invitation","No Results Available","Women's Health: Neoplasm of Breast","Behavioral: Precam","May 20, 2020","University of Oviedo, Oviedo, Asturias, Spain","https://ClinicalTrials.gov/show/NCT04396665"
150,"NCT04426435","Effects a Honey Based Syrup on Blood Parameters in Patients With Breast Cancer","Recruiting","No Results Available","Breast Cancer","Drug: honey based (HB) syrup","June 11, 2020","Shohaday-e- Tajrish Hospital, Tehran, Iran, Islamic Republic of","https://ClinicalTrials.gov/show/NCT04426435"
151,"NCT04334096","Long-term Improvement of Quality of Life in Breast Cancer Patients With Quality of Life Diagnosis and Therapy","Active, not recruiting","No Results Available","Quality of Life|Breast Cancer|Breast Neoplasms","Behavioral: quality of life pathway","April 6, 2020","Tumor Center Regensburg, Institute of Quality Management and Health Services Research of the University of Regensburg, Regensburg, Bavaria, Germany","https://ClinicalTrials.gov/show/NCT04334096"
152,"NCT04226222","Bringing of PET-TDM FDG in the Determination of the Characteristics of Primary Mammary Tumors TrIple Negatives","Recruiting","No Results Available","Breast Cancer","Diagnostic Test: TEP-TDM FDG","January 13, 2020","Institut de Cancerologie de L'Ouest, Saint-Herblain, France","https://ClinicalTrials.gov/show/NCT04226222"
153,"NCT04389216","Radiofrequency Ablation (RFA) in Breast Tumors","Recruiting","No Results Available","Breast Cancer Female","Device: Cool-tip electrode for Radiofrequency Ablation","May 15, 2020","Hospital de Bellvitge, Hospitalet de Llobregat, Barcelona, Spain|Hospital del Mar, Barcelona, Spain","https://ClinicalTrials.gov/show/NCT04389216"
154,"NCT04435028","Ketotifen: as a Cardioprotective Agent in Breast Cancer Patients Receiving Anthracycline-containing Chemotherapy","Completed","No Results Available","Breast Cancer|Iron Chelation","Drug: Ketotifen 1 MG","June 17, 2020","Horus University, Damietta, Damiete Governonate, Egypt","https://ClinicalTrials.gov/show/NCT04435028"
155,"NCT04275661","Ketamine Versus Magnesium Sulphate as Adjuvants for ESPB in Breast Cancer Surgery","Recruiting","No Results Available","Analgesia|Breast Cancer","Procedure: Ultrasound (US) bi-level erector spinae block|Drug: levobupivacaine|Drug: Ketamine|Drug: Magnesium Sulfate","February 19, 2020","south Egypt Cancer Institute Assiut University, Assiut, Egypt","https://ClinicalTrials.gov/show/NCT04275661"
156,"NCT04428528","Pilot Study to Evaluate Photoacoustic Imaging for Characterizing Breast Masses and Breast Tumor Response to Neoadjuvant Chemotherapy Pilot Study to Evaluate Photoacoustic Imaging for Characterizing Breast Masses and Breast Tumor Response to Neoadjuvant Chemotherapy","Recruiting","No Results Available","Breast Cancer",,"June 11, 2020","Sunnybrook Health Sciences Centre, Toronto, Ontario, Canada","https://ClinicalTrials.gov/show/NCT04428528"
157,"NCT04258085","Promoting Earlier Detection of Breast Cancer in Rwanda: Scaleup in the National Health Care System","Not yet recruiting","No Results Available","Breast Cancer|Benign Breast Disease","Other: Implementation of electronic medical record in districts implementing breast cancer screening|Other: Early diagnosis program combined with electronic medical record","February 6, 2020",,"https://ClinicalTrials.gov/show/NCT04258085"
158,"NCT04220203","Treatment Protocol of Tucatinib With Capecitabine and Trastuzumab in Patients With Unresectable Previously Treated HER2+ Breast Cancer","Approved for marketing","No Results Available","HER2-positive Breast Cancer","Drug: Tucatinib|Drug: Capecitabine|Drug: Trastuzumab","January 7, 2020",,"https://ClinicalTrials.gov/show/NCT04220203"
159,"NCT04336917","Ultrasound Guided Rhomboid Intercostal and Subserratus Plane Block in Breast Cancer Surgeries","Recruiting","No Results Available","Breast Cancer Surgery|Postoperative Analgesia","Drug: Rhomboid Intercostal and Subserratus Plane Block with local anesthetic","April 7, 2020","Konya Education and Training Hospital, Konya, Turkey","https://ClinicalTrials.gov/show/NCT04336917"
160,"NCT04293796","Refusal of Breast Surgery in Patients With Breast Cancer With a Clinical Complete Response (cCR) After Neoadjuvant Systemic Therapy and a Confirmed Pathological Complete Response (pCR) Using Vacuum-assisted Biopsy (VAB) and Sentinel Lymph Node Biopsy (SLNB)","Recruiting","No Results Available","Refusal of Breast Surgery in Patients With Breast Cancer With a cCR After NST and a Confirmed Pathological Complete Response (pCR) Using VAB and SLNB","Procedure: Vacuum-assisted biopsy","March 3, 2020","Petr Krivorotko, Saint-Petersburg, Russian Federation","https://ClinicalTrials.gov/show/NCT04293796"
