role,name,affiliation,address,trial_id,processed_name,first_name,gender,gender_probability,gender_sample_count,Rank,NCT Number,Title,Status,Study Results,Conditions,Interventions,First Posted,Locations,URL
Study Director,"Goreti Sales, PhD",ISEP-Biomark (Polytecnic Institute of Porto),,NCT04298398,goreti sales,goreti,female,0.98,400,441,NCT04298398,Impact of Group Psychological Interventions on Extracellular Vesicles in People Who Had Cancer,Not yet recruiting,No Results Available,Cancer,Behavioral: Mindfulness Based-Cognitive Therapy (MBCT)|Behavioral: Emotion Focused Therapy Group for Cancer Recovery (EFT-CR)|Other: Treatment as usual (no intervention),"March 6, 2020",,https://ClinicalTrials.gov/show/NCT04298398
Principal Investigator,Soo Chin Lee,"National University Hospital, Singapore",,NCT04280536,soo chin lee,soo,female,0.58,2690,59,NCT04280536,Phase II Study of FTD/TPI (Lonsurf) in Metastatic Breast Cancers With or Without Prior Exposure to Fluoropyrimidines (LONBRECA),Recruiting,No Results Available,Breast Cancer,Drug: Cohort A|Drug: Cohort B,"February 21, 2020","National University Hospital, Singapore, Singapore",https://ClinicalTrials.gov/show/NCT04280536
Principal Investigator,"Jennifer Gass, MD",Women & Infants Hospital,,NCT04397185,jennifer gass,jennifer,female,0.98,90255,62,NCT04397185,Breast Cancer Locator Guided vs. Wire Localized Partial Mastectomy for Breast Cancer,Not yet recruiting,No Results Available,Breast Cancer Female,Device: Breast Cancer Locator (BCL) guided partial mastectomy|Device: Wire Localized (WL) partial mastectomy,"May 21, 2020",,https://ClinicalTrials.gov/show/NCT04397185
Principal Investigator,Jennifer M Specht,ECOG-ACRIN Cancer Research Group,,NCT04316117,jennifer m specht,jennifer,female,0.98,90255,221,NCT04316117,"Using FDG-PET/CT to Assess Response of Bone-Dominant Metastatic Breast Cancer, FEATURE Study",Recruiting,No Results Available,Anatomic Stage IV Breast Cancer AJCC v8|Hormone Receptor Positive Breast Carcinoma|Metastatic Breast Carcinoma|Prognostic Stage IV Breast Cancer AJCC v8,Procedure: Computed Tomography|Other: Fludeoxyglucose F-18|Procedure: Positron Emission Tomography,"March 20, 2020","Carle on Vermilion, Danville, Illinois, United States|Carle Physician Group-Effingham, Effingham, Illinois, United States|Carle Physician Group-Mattoon/Charleston, Mattoon, Illinois, United States|Carle Cancer Center, Urbana, Illinois, United States|The Carle Foundation Hospital, Urbana, Illinois, United States|University of Oklahoma Health Sciences Center, Oklahoma City, Oklahoma, United States",https://ClinicalTrials.gov/show/NCT04316117
Principal Investigator,"Robert W Mutter, M.D.",Mayo Clinic Radiation Oncology,,NCT04308720,robert w mutter,robert,male,0.99,177418,65,NCT04308720,Circulating Tumor DNA and Immunophenotyping as Potential Biomarkers in Patients Undergoing Regional Nodal Irradiation for Breast Cancer,Recruiting,No Results Available,Breast Cancer,,"March 16, 2020","Mayo Clinic in Rochester, Rochester, Minnesota, United States",https://ClinicalTrials.gov/show/NCT04308720
Study Director,"Robert Stagg, PharmD",Tempest Therapeutics,,NCT04344795,robert stagg,robert,male,0.99,177418,403,NCT04344795,Phase 1a/1b Study of TPST-1495 Alone and With Pembrolizumab in Subjects With Solid Tumors,Recruiting,No Results Available,Solid Tumor|Microsatellite-stable Colorectal Cancer (MSS CRC)|Adenocarcinoma of the Lung|Squamous Cell Carcinoma of Head and Neck|Bladder Cancer|Triple Negative Breast Cancer|Gastric Cancer,Drug: TPST-1495|Drug: Pembrolizumab,"April 14, 2020","START Midwest, Grand Rapids, Michigan, United States|Carolina BioOncology Institute, Huntersville, North Carolina, United States|South Texas Accelerated Research Therapeutics (START), San Antonio, Texas, United States",https://ClinicalTrials.gov/show/NCT04344795
Study Director,"Robert Sikorski, MD, PhD",Bolt Biotherapeutics,,NCT04278144,robert sikorski,robert,male,0.99,177418,421,NCT04278144,A First-in-human Study Using BDC-1001 in Advanced and HER2-Expressing Solid Tumors,Recruiting,No Results Available,"Neoplasm, Metastatic|Neoplasm, Breast|Neoplasm, Gastric",Drug: BDC-1001|Drug: Pembrolizumab,"February 20, 2020","Bolt Investigative Site, Grand Rapids, Michigan, United States|Bolt Investigative Site, Pittsburgh, Pennsylvania, United States|Bolt Investigative Site, Houston, Texas, United States|Bolt Investigative Site, San Antonio, Texas, United States",https://ClinicalTrials.gov/show/NCT04278144
Principal Investigator,Xichun Hu,Cancer Hospital affiliated to Fudan University,,NCT04382352,xichun hu,xichun,male,0.67,3,85,NCT04382352,B002 in Patients With HER2-positive Breast Cancer,Recruiting,No Results Available,Recurrent Breast Cancer|Metastatic Breast Cancer,Biological: Humanized Anti-HER2 Monoclonal Antibody Compound for Injection .R&D code: B002.,"May 11, 2020","Fudan University Shanghai Cancer Center, Shanghai, Shanghai, China",https://ClinicalTrials.gov/show/NCT04382352
Principal Investigator,"Min Yan, Professor",Henan Cancer Hospital,,NCT04293276,min yan,min,male,0.57,7493,98,NCT04293276,Study to Evaluate the Efficacy and Safety of SHR6390 Combined With Pyrotinib in HER2+ Advanced Breast Cancer,Not yet recruiting,No Results Available,Metastatic Breast Cancer,Drug: Pyrotinib|Drug: SHR6390,"March 3, 2020","Henan Cancer Hospital, Zhengzhou, Henan, China",https://ClinicalTrials.gov/show/NCT04293276
Principal Investigator,Min Yan,Henan Cancer Hospital,,NCT04398108,min yan,min,male,0.57,7493,216,NCT04398108,A Study to Evaluate the Pharmacokinetics of Margetuximab in Chinese Patients With HER2+ MBC,Not yet recruiting,No Results Available,HER2 Positive Metastatic Breast Cancer,Drug: Margetuximab Margetuximab-IV,"May 21, 2020",,https://ClinicalTrials.gov/show/NCT04398108
Principal Investigator,Cuizhi Geng,The fourth hospital of Hebei Medical University,,NCT04398108,cuizhi geng,cuizhi,female,0.5,2,216,NCT04398108,A Study to Evaluate the Pharmacokinetics of Margetuximab in Chinese Patients With HER2+ MBC,Not yet recruiting,No Results Available,HER2 Positive Metastatic Breast Cancer,Drug: Margetuximab Margetuximab-IV,"May 21, 2020",,https://ClinicalTrials.gov/show/NCT04398108
Study Director,"Jin Jin, Ph.D.",ADLAI NORTYE USA INC.,,NCT04432857,jin jin,jin,male,0.7,7587,384,NCT04432857,AN0025 and Pembrolizumab Combination in Advanced Solid Tumors,Not yet recruiting,No Results Available,"Triple-negative Breast Cancer|NSCLC, Squamous or Non-Squamous|Urothelial Carcinoma of the Bladder|Microsatellite Stable (MSS) Colorectal Cancer (CRC)|Cervical Cancer",Drug: AN0025|Drug: Pembrolizumab,"June 16, 2020",,https://ClinicalTrials.gov/show/NCT04432857
Study Chair,"JIHYE HWANG, Professor",Physical & Rehabilitation Medicine Samsung Medical Center,,NCT04316156,jihye hwang,jihye,female,0.98,944,68,NCT04316156,Real-time Interactive Digital Healthcare System in Patients With Breast Cancer; Randomized Controlled Trial,Recruiting,No Results Available,Breast Cancer,Device: Uincare Homeplus|Other: Brochure,"March 20, 2020","Samsung Medical Center, Seoul, Gangnam-gu, Korea, Republic of|Department of rehabilitation, Seoul St. Mary's Hospital, College of Medicine, The Catholic University of Korea, Seoul, Seocho-gu, Korea, Republic of",https://ClinicalTrials.gov/show/NCT04316156
Principal Investigator,"Filippo de Braud, Professor","Fondazione IRCCS Istituto Nazionale dei Tumori, Milano",,NCT04248998,filippo de braud,filippo,male,0.99,27899,69,NCT04248998,Calorie Restriction With or Without Metformin in Triple Negative Breast Cancer,Recruiting,No Results Available,Triple-negative Breast Cancer,Dietary Supplement: Fasting-mimicking diet|Drug: Metformin|Drug: Preoperative chemotherapy,"January 30, 2020","Fondazione IRCCS Istituto Nazionale Tumori, Milano, Italy",https://ClinicalTrials.gov/show/NCT04248998
Principal Investigator,"Zahraa Al-Hilli, MD",The Cleveland Clinic,,NCT04354675,zahraa al-hilli,zahraa,female,0.99,334,72,NCT04354675,Effectiveness of AI Genetic Counseling Program vs In-person Genetic Counseling in Breast Cancer,Not yet recruiting,No Results Available,Breast Cancer,Genetic: Automated program (ChatBot)|Genetic: Genetics counselor|Other: BCGCKQ Survey|Other: Satisfaction Survey|Genetic: Genetic testing,"April 21, 2020","Cleveland Clinic, Cleveland, Ohio, United States",https://ClinicalTrials.gov/show/NCT04354675
Principal Investigator,"Christel Fontaine, Dr.",Universitair Ziekenhuis Brussel,,NCT04224922,christel fontaine,christel,female,0.96,9408,75,NCT04224922,Phase II Study of Neoadjuvant Weekly Paclitaxel and Carboplatin Followed by Dose Dense Epirubicin and Cyclophosphamide in Stage II and III Triple Negative Breast Cancer,Completed,No Results Available,Breast Cancer,Drug: Paclitaxel|Drug: Carboplatinum|Drug: Epirubicin|Drug: Cyclophosphamide,"January 13, 2020","Onze Lieve Vrouw Ziekenhuis, Aalst, Belgium|Cliniques Sud Luxembourg, Arlon, Belgium|Imelda Ziekenhuis, Bonheiden, Belgium|AZ klina, Brasschaat, Belgium|St Lucas, Brugge, Belgium|Institut Jules Bordet, Brussels, Belgium|Universitaire Ziekenhuis Antwerpen, Edegem, Belgium|AZ Maria Middelares, Gent, Belgium|AZ St Lucas, Gent, Belgium|AZ Groeninge, Kortrijk, Belgium|UZ Leuven, Leuven, Belgium|CHR Citadelle, Liège, Belgium|CHU Sart-Tilman, Liège, Belgium|CMSE, Namur, Belgium|Clinique st Pierre, Ottignies, Belgium|CHWAPI, Tournai, Belgium|CHR Verviers, Verviers, Belgium|CHU Mont-Godinne, Yvoir, Belgium",https://ClinicalTrials.gov/show/NCT04224922
Study Chair,"Michael Pollak, MD",McGill University,,NCT04261218,michael pollak,michael,male,0.99,245870,76,NCT04261218,"Safety, Pharmacodynamics, Pharmacokinetics, and Efficacy of Tomivosertib Combined With Paclitaxel in Advanced Breast Cancer",Not yet recruiting,No Results Available,Breast Cancer,Drug: tomivosertib|Drug: paclitaxel,"February 7, 2020","Cross Cancer Institute, Edmonton, Alberta, Canada|British Columbia Cancer Vancouver, Vancouver, British Columbia, Canada|Jewish General Hospital, Montreal, Quebec, Canada",https://ClinicalTrials.gov/show/NCT04261218
Study Director,"Michael Kurman, MD",Acepodia Biotech Inc.,,NCT04319757,michael kurman,michael,male,0.99,245870,409,NCT04319757,ACE1702 in Subjects With Advanced or Metastatic HER2-expressing Solid Tumors,Recruiting,No Results Available,Locally Advanced Solid Tumor|Metastatic Cancer|Solid Tumor|HER2-positive Gastric Cancer|HER2-positive Metastatic Breast Cancer,Drug: ACE1702|Drug: Cyclophosphamide|Drug: Fludarabine,"March 24, 2020","MD Anderson Cancer Center, Houston, Texas, United States|Peninsula Cancer Institute, Newport News, Virginia, United States",https://ClinicalTrials.gov/show/NCT04319757
Principal Investigator,Antonio LLombart,MedSIR,,NCT04240106,antonio llombart,antonio,male,0.99,328654,79,NCT04240106,"Niraparib Plus Aromatase Inhibitors for Luminal-like(HER2-negative,ER-positive) and gBRCA or HDR-positive Metastatic Breast Cancer(LUZERN)",Not yet recruiting,No Results Available,Breast Cancer|Breast Cancer Metastatic,Drug: Niraparib 100 MG|Drug: Aromatase Inhibitors,"January 27, 2020","Centro Oncologico de Galicia, A Coruña, Spain|Hospital Uniersitario Vall d'Hebron, Barcelona, Spain|Hospital Clínic i provincial de Barcelona, Barcelona, Spain|Hospital Universitario Reina Sofía, Córdoba, Spain|Hospital Clinico San Carlos, Madrid, Spain|Hospital Universitario 12 de octubre, Madrid, Spain|Hospital Universitario Virgen de la Victoria, Málaga, Spain|Hospital Clínico Universitario de Santiago de Compostela, Santiago De Compostela, Spain|Instituto Valenciano de Oncología, Valencia, Spain|Complejo Asistencial de Ávila, Ávila, Spain",https://ClinicalTrials.gov/show/NCT04240106
Principal Investigator,Antonio Llombart,MedSIR,,NCT04300790,antonio llombart,antonio,male,0.99,328654,210,NCT04300790,Study to Evaluate the Effect of Metformin in the Prevention of HG in HR[+]/HER2[-] PIK3CA-mut Advanced BC Patients,Not yet recruiting,No Results Available,Breast Cancer,Drug: Alpelisib|Drug: Metformin|Drug: Fulvestrant,"March 9, 2020",,https://ClinicalTrials.gov/show/NCT04300790
Principal Investigator,"Barbara Smith, MD, PhD",Massachusetts General Hospital,,NCT04440982,barbara smith,barbara,female,0.98,94709,84,NCT04440982,Feasibility Study of Intraoperative Detection of Residual Cancer in Breast Cancer Patients Receiving Neoadjuvant Therapy,Not yet recruiting,No Results Available,Breast Cancer|Neoadjuvant Therapy,Combination Product: Study Device Arm,"June 22, 2020","Stanford University Medical Center, Palo Alto, California, United States|Yale University School of Medicine, New Haven, Connecticut, United States|Massachusetts General Hospital, Boston, Massachusetts, United States|Duke University Medical Center, Durham, North Carolina, United States|MD Anderson Cancer Center, Houston, Texas, United States",https://ClinicalTrials.gov/show/NCT04440982
Study Director,"Jorge Ferrer, PhD","Lumicell, Inc.",,NCT04440982,jorge ferrer,jorge,male,0.99,118451,84,NCT04440982,Feasibility Study of Intraoperative Detection of Residual Cancer in Breast Cancer Patients Receiving Neoadjuvant Therapy,Not yet recruiting,No Results Available,Breast Cancer|Neoadjuvant Therapy,Combination Product: Study Device Arm,"June 22, 2020","Stanford University Medical Center, Palo Alto, California, United States|Yale University School of Medicine, New Haven, Connecticut, United States|Massachusetts General Hospital, Boston, Massachusetts, United States|Duke University Medical Center, Durham, North Carolina, United States|MD Anderson Cancer Center, Houston, Texas, United States",https://ClinicalTrials.gov/show/NCT04440982
Principal Investigator,Miho Asano,SSHSPH NUS,,NCT04269967,miho asano,miho,female,0.92,1055,86,NCT04269967,A Pilot Tele-rehabilitation Trial for Breast Cancer Survivors,Not yet recruiting,No Results Available,Breast Cancer Female,Other: Receiving routine rehabilitation care via tele-rehabilitation system,"February 17, 2020","Miho Asano, Singapore, Singapore",https://ClinicalTrials.gov/show/NCT04269967
Principal Investigator,"Francesco Bianco, MD, PhD",ITAB - Institute for Advanced Biomedical Technologies,,NCT04337736,francesco bianco,francesco,male,0.99,196032,89,NCT04337736,Effects of Physical Exercise on Cardio-vascular Efficiency and Quality of Life in Breast Cancer Survivors,Completed,No Results Available,Breast Cancer Female,Other: Physical exercise,"April 8, 2020",,https://ClinicalTrials.gov/show/NCT04337736
Principal Investigator,"Valentina Bucciarelli, MD, PhD",ITAB - Institute for Advanced Biomedical Technologies,,NCT04337736,valentina bucciarelli,valentina,female,0.99,75303,89,NCT04337736,Effects of Physical Exercise on Cardio-vascular Efficiency and Quality of Life in Breast Cancer Survivors,Completed,No Results Available,Breast Cancer Female,Other: Physical exercise,"April 8, 2020",,https://ClinicalTrials.gov/show/NCT04337736
Principal Investigator,"Victoria M Raymond, M.S.",GUARDANT HEALTH,,NCT04436393,victoria m raymond,victoria,female,0.98,35658,90,NCT04436393,Guardant360® Related Clinical Outcomes in Patients Who Share Medical Records-Breast Cancer,Not yet recruiting,No Results Available,Advanced Breast Cancer,Diagnostic Test: Guardant360 test,"June 18, 2020",,https://ClinicalTrials.gov/show/NCT04436393
Study Chair,"Kunwei Shen, MD,PhD",Ruijin Hospital,,NCT04398914,kunwei shen,kunwei,male,1.0,4,94,NCT04398914,"Pyrotinib, Trastuzumab, Pertuzumab and Nab-paclitaxel as Neoadjuvant Therapy in HER2-positive Breast Cancer",Not yet recruiting,No Results Available,Breast Cancer Invasive,Drug: Pyrotinib|Drug: Trastuzumab|Drug: Pertuzumab|Drug: Nab-paclitaxel|Drug: EC chemotherapy|Drug: Physician's choice|Drug: T-DM1|Procedure: Surgery,"May 22, 2020",,https://ClinicalTrials.gov/show/NCT04398914
Principal Investigator,"Marco Colleoni, MD",European Institute of Oncology,,NCT04304352,marco colleoni,marco,male,0.99,357670,97,NCT04304352,"Metronomic Oral Chemotherapy With Cyclophosphamide, Capecitabine and Vinorelbine in Metastatic Breast Cancer Patients",Recruiting,No Results Available,Advanced Breast Cancer,Drug: Vinorelbine|Drug: Capecitabine|Drug: Cyclophosphamide,"March 11, 2020","European Institute of Oncology, Milan, Italy",https://ClinicalTrials.gov/show/NCT04304352
Study Chair,"Marco Krengli, MD",University of Piemonte Orientale,,NCT04446624,marco krengli,marco,male,0.99,357670,289,NCT04446624,"Oxidative Stress, Anxiety and Depression in Breast Cancer Patients: Impact of Music Therapy",Completed,No Results Available,"Breast Cancer|Depression, Anxiety|Oxidative Stress",Other: Music therapy intervention,"June 25, 2020","Department of Translational Medicine, Università del Piemonte Orientale, Novara, Italy",https://ClinicalTrials.gov/show/NCT04446624
Principal Investigator,"Ioannis Boukovinas, Dr /Phd",HeSMO,,NCT04247035,ioannis boukovinas,ioannis,male,0.99,2807,100,NCT04247035,"Τreatment Standards and Outcomes of Patients With ER/PR Positive, HER2-negative Metastatic Breast Cancer",Recruiting,No Results Available,Metastatic Breast Cancer,,"January 29, 2020","Hellenic Society of Medical Oncology, Athens, Greece",https://ClinicalTrials.gov/show/NCT04247035
Principal Investigator,"Lubna Chaudhary, MD",Medical College of Wisconsin,,NCT04243616,lubna chaudhary,lubna,female,0.97,625,104,NCT04243616,Study of PD-1 Inhibition With Cemiplimab in Locally Advanced Hormone Receptor (HR) Positive HER2 Negative or Triple-Negative Breast Cancer Patients Undergoing Standard Neoadjuvant Chemotherapy,Suspended,No Results Available,Invasive Breast Cancer,Drug: Cemiplimab|Drug: Paclitaxel|Drug: Carboplatin (not mandatory)|Drug: Doxorubicin|Drug: Cyclophosphamide,"January 28, 2020","Froedtert Hospital & Medical College of Wisconsin, Milwaukee, Wisconsin, United States",https://ClinicalTrials.gov/show/NCT04243616
Principal Investigator,"Shail Maingi, MD",St. Peter's Health Partners,,NCT04432727,shail maingi,shail,male,0.94,145,108,NCT04432727,Study Evaluating Flexitouch Plus With Connectivity on Compliance in 30 Patients With Breast Cancer-Related Lymphedema.,Not yet recruiting,No Results Available,Breast Cancer Lymphedema,Device: Flexitouch Plus with Cellular Connectivity (FT-CC),"June 16, 2020",,https://ClinicalTrials.gov/show/NCT04432727
Principal Investigator,"Nicolas Ajkay, MD",University of Louisville,,NCT04432727,nicolas ajkay,nicolas,male,0.99,116713,108,NCT04432727,Study Evaluating Flexitouch Plus With Connectivity on Compliance in 30 Patients With Breast Cancer-Related Lymphedema.,Not yet recruiting,No Results Available,Breast Cancer Lymphedema,Device: Flexitouch Plus with Cellular Connectivity (FT-CC),"June 16, 2020",,https://ClinicalTrials.gov/show/NCT04432727
Principal Investigator,"Olivier TREDAN, MD, PhD",Centre Leon Berard,,NCT04354233,olivier tredan,olivier,male,0.99,76702,109,NCT04354233,A Physical Activity Program to Improve Quality of Life and Reduce Fatigue in Metastatic Breast Cancer,Not yet recruiting,No Results Available,Metastatic Breast Cancer,Device: Physical activity intervention with connected devices,"April 21, 2020","CHU Amiens - Site Nord, Amiens, France|CHU Amiens - Site Sud, Amiens, France|Institut de Cancérologie de l'Ouest (ICO), Angers, France|CHU Avignon, Avignon, France|CHRU Besançon, Besançon, France|CH Fleyriat, Bourg-en-Bresse, France|Centre Léon Bérard (CLB), Lyon, France|Clinique Charcot, Lyon, France|CH Morlaix, Morlaix, France|Institut Godinot, Reims, France|Institut de Cancérologie Lucien Neuwirth (ICLN), Saint-Étienne, France",https://ClinicalTrials.gov/show/NCT04354233
Principal Investigator,"Kim Robien, PhD, RD","Milken Institute School of Public Health, George Washington University",,NCT04268693,kim robien,kim,female,0.56,51609,112,NCT04268693,Bisphenol and Phthalate Exposures in Triple Negative Breast Cancer,Not yet recruiting,No Results Available,Triple Negative Breast Cancer,Other: urine collection,"February 13, 2020","Milken Institute School of Public Health, George Washington University, Washington, District of Columbia, United States",https://ClinicalTrials.gov/show/NCT04268693
Principal Investigator,"Kim Gulis, MD",Region Skåne / Lund University,,NCT04227613,kim gulis,kim,female,0.56,51609,288,NCT04227613,Aspects of Breast-conserving Surgery,Enrolling by invitation,No Results Available,Breast Neoplasm|Cosmetic Outcome|Quality of Life,,"January 13, 2020","Central Hospital of Kristianstad, Kristianstad, Skåne, Sweden",https://ClinicalTrials.gov/show/NCT04227613
Principal Investigator,"Lisa Rydén, Prof",Lund University,,NCT04227613,lisa rydén,lisa,female,0.98,102796,288,NCT04227613,Aspects of Breast-conserving Surgery,Enrolling by invitation,No Results Available,Breast Neoplasm|Cosmetic Outcome|Quality of Life,,"January 13, 2020","Central Hospital of Kristianstad, Kristianstad, Skåne, Sweden",https://ClinicalTrials.gov/show/NCT04227613
Principal Investigator,"Tor Svensjö, PhD",Region Skåne,,NCT04227613,tor svensjö,tor,male,0.95,2123,288,NCT04227613,Aspects of Breast-conserving Surgery,Enrolling by invitation,No Results Available,Breast Neoplasm|Cosmetic Outcome|Quality of Life,,"January 13, 2020","Central Hospital of Kristianstad, Kristianstad, Skåne, Sweden",https://ClinicalTrials.gov/show/NCT04227613
Study Director,"Carmine De Angelis, MD",Federico II University,,NCT04318223,carmine de angelis,carmine,male,0.98,17145,113,NCT04318223,Palbociclib Plus Fulvestrant in Women With Hormone Receptor Positive and Human Epidermal Growth Factor Receptor Type 2 Negative Locally Advanced or Metastatic Breast Cancer Previously Treated With a CDK4/6 Inhibitor in Combination With Hormonal Therapy,Recruiting,No Results Available,Metastatic Breast Cancer|Locally Advanced Breast Cancer,Drug: Palbociclib,"March 23, 2020","Nuovo ospedale di Prato - S. Stefano, Prato, Firenze, Italy|Ospedale Civile S. Giovanni di Dio, Frattamaggiore, Napoli, Italy|Centro di Riferimento oncologico, Aviano, Pordenone, Italy|Fondazione del Piemonte per l'Oncologia, Candiolo, Torino, Italy|Ospedale Sacro Cuore di Gesù Fatebenefratelli, Benevento, Italy|A.O. Osp. Riuniti - ASST PAPA GIOVANNI 23, Bergamo, Italy|Ospedale di Brindisi ""Perrino"", Brindisi, Italy|Ospedale Policnico San Martino, Genova, Italy|Ospedale Vito Fazzi, Lecce, Italy|Azienda Ospedaliera Papardo, Messina, Italy|Azienda Ospedaliero - Universitaria di Modena, Modena, Italy|A.O.U. Seconda Universita' degli Studi di Napoli, Napoli, Italy|Azienda Ospedaliera 'A. CARDARELLI', Napoli, Italy|Azienda Ospedaliera dei Colli - P.Monaldi, Napoli, Italy|Istituto Nazionale Tumori IRCCS Pascale, Napoli, Italy|Università degli Studi di Napoli ""Federico II"", Napoli, Italy|A.O.U. Pisana, Pisa, Italy|Istituto Nazionale Tumori Regina Elena (IRE, Roma, Italy|Ospedale Sandro Pertini, Roma, Italy",https://ClinicalTrials.gov/show/NCT04318223
Principal Investigator,"Alexander Philipovskiy, MD, PhD","Texas Tech University Health Sciences Center, El Paso",,NCT04362462,alexander philipovskiy,alexander,male,0.99,66065,115,NCT04362462,Molecular Profiling After Neoadjuvant Chemotherapy for Triple-negative Breast Cancer,Recruiting,No Results Available,Triple-negative Breast Cancer,,"April 27, 2020","Texas Tech University Health Sciences Center- El Paso, El Paso, Texas, United States",https://ClinicalTrials.gov/show/NCT04362462
Principal Investigator,Jinsong Lu,RenJi Hospital,,NCT04254263,jinsong lu,jinsong,male,0.91,22,116,NCT04254263,Adjuvant Study of Pyrotinib in HER-2 Positive Breast Cancer,Not yet recruiting,No Results Available,Locally Advanced Breast Cancer,Drug: pyrotinib,"February 5, 2020","Renji Hospital, School of Medicine, Shanghai Jiao Tong University, Shanghai, Shanghai, China",https://ClinicalTrials.gov/show/NCT04254263
Principal Investigator,"Caroline ROUSSEAU, MD, PhD",Institut de Cancerologie de l'Ouest,,NCT04320030,caroline rousseau,caroline,female,0.98,64753,120,NCT04320030,[18F]-DPA-714 PET/CT (Positron Emission Tomography/Computerized Tomography) in Triple Negative Breast Cancers,Not yet recruiting,No Results Available,Triple Negative Breast Cancer,Drug: [18F]-DPA-714 PET/CT scan,"March 24, 2020","Institut de Cacerologie de l'ouest - site Paul Papin, Angers, France|APHP - Hôpital Tenon, Paris, France|Institut de cancerologie de l'Ouest, Saint Herblain, France|CHU Bretonneau, Tours, France",https://ClinicalTrials.gov/show/NCT04320030
Principal Investigator,Caroline ROUSSEAU,caroline.rousseau@ico.unicancer.fr,,NCT04226222,caroline rousseau,caroline,female,0.98,64753,152,NCT04226222,Bringing of PET-TDM FDG in the Determination of the Characteristics of Primary Mammary Tumors TrIple Negatives,Recruiting,No Results Available,Breast Cancer,Diagnostic Test: TEP-TDM FDG,"January 13, 2020","Institut de Cancerologie de L'Ouest, Saint-Herblain, France",https://ClinicalTrials.gov/show/NCT04226222
Study Director,Caroline Bordin-Goffin,IFMK Saint Martin d'Hères,,NCT04444882,caroline bordin-goffin,caroline,female,0.98,64753,167,NCT04444882,"Complications After Lumpectomy, Sentinel Node and Radiotherapy in Breast Cancer Patients and Physiotherapy Care",Not yet recruiting,No Results Available,Breast Neoplasm,,"June 24, 2020",,https://ClinicalTrials.gov/show/NCT04444882
Principal Investigator,"Janis O'Malley, MD",University of Alabama at Birmingham,,NCT04332588,janis o'malley,janis,male,0.69,3530,122,NCT04332588,Monitoring HER2+ Breast Cancer Neoadjuvant Treatment With Advanced PET/MRI,Not yet recruiting,No Results Available,HER2-positive Breast Cancer,Drug: [18F]FMISO PET/MRI imaging,"April 2, 2020","The University of Alabama at Birmingham, Birmingham, Alabama, United States",https://ClinicalTrials.gov/show/NCT04332588
Principal Investigator,"Leonel Hernandez Aya, M.D.",Washington University School of Medicine,,NCT04331067,leonel hernandez aya,leonel,male,0.98,3876,124,NCT04331067,Cabiralizumab in Combination With Nivolumab and Neoadjuvant Chemotherapy in Patients With Localized Triple-negative Breast Cancer,Not yet recruiting,No Results Available,Triple Negative Breast Cancer,Drug: Paclitaxel|Drug: Carboplatin|Biological: Nivolumab|Biological: Cabiralizumab|Procedure: Tumor biopsy|Procedure: Bone marrow|Procedure: Blood draw,"April 2, 2020","Washington University School of Medicine, Saint Louis, Missouri, United States",https://ClinicalTrials.gov/show/NCT04331067
Principal Investigator,Zeynep Olcer,Istanbul University,,NCT04297657,zeynep olcer,zeynep,female,0.97,31807,125,NCT04297657,Using BETTER Model Sexual Problems in Breast Cancer,Completed,No Results Available,Sexuality|Breast Cancer,Other: Counselling,"March 5, 2020",,https://ClinicalTrials.gov/show/NCT04297657
Principal Investigator,"Neil Iyengar, MD",Memorial Sloan Kettering Cancer Center,,NCT04298086,neil iyengar,neil,male,0.99,15028,126,NCT04298086,A Study of the Body's Response to Exercise and a Plant-Based Diet in Overweight Postmenopausal Women With Breast Cancer,Recruiting,No Results Available,Breast Cancer|Primary Hormone Receptor Positive Breast Cancer,Other: Exercise Treatment|Other: Plant-Based Diet|Other: Physical activity|Other: Nutrition counseling,"March 6, 2020","Memoral Sloan Kettering Basking Ridge (Limited Protocol Activities), Basking Ridge, New Jersey, United States|Memoral Sloan Kettering Monmouth (Limited Protocol Activities), Middletown, New Jersey, United States|Memorial Sloan Kettering Bergen (Limited Protocol Activities), Montvale, New Jersey, United States|Memorial Sloan Kettering Commack (Limited Protocol Activities), Commack, New York, United States|Memoral Sloan Kettering Westchester (Limited Protocol Activities), Harrison, New York, United States|Memorial Sloan Kettering Cancer Center, New York, New York, United States|Memorial Sloan Kettering Nassau (Limited Protocol Activities), Uniondale, New York, United States",https://ClinicalTrials.gov/show/NCT04298086
Principal Investigator,"Vida Henderson, PhD",University of Illinois at Chicago,,NCT04378751,vida henderson,vida,female,0.86,3143,127,NCT04378751,Promoting Genetic Counseling Among African American Women With a Family History of Breast Cancer,Not yet recruiting,No Results Available,High Risk for Breast Cancer,Behavioral: Decision aid video|Other: Genetic counseling informational brochure,"May 7, 2020","UIC Cancer Center, Chicago, Illinois, United States|University of Illinois at Chicago Hospital and Ambulatory Clinics, Chicago, Illinois, United States",https://ClinicalTrials.gov/show/NCT04378751
Principal Investigator,"Oana Danciu, MD",University of Illinois at Chicago,,NCT04427293,oana danciu,oana,female,0.97,10756,129,NCT04427293,Preoperative Lenvatinib Plus Pembrolizumab in Early-Stage Triple-Negative Breast Cancer (TNBC),Not yet recruiting,No Results Available,Triple Negative Breast Cancer,Drug: Lenvatinib|Drug: Pembrolizumab,"June 11, 2020",,https://ClinicalTrials.gov/show/NCT04427293
