role,name,affiliation,address,trial_id,processed_name,first_name
Principal Investigator,Mayur Ramesh,Henry Ford Health System,,NCT04374071,mayur ramesh,mayur
Principal Investigator,Marvin R McCreary,Mount Carmel Health System,,NCT04400890,marvin r mccreary,marvin
Study Director,"Sonia Mayra Pérez-Tapia, PhD",Instituto Politecnico Nacional,,NCT04379479,sonia mayra pérez-tapia,sonia
Study Director,"Maria C Jimenez-Martínez, MD PhD",Universidad Nacional Autonoma de Mexico,,NCT04379479,maria c jimenez-martínez,maria
Principal Investigator,"Toni A Homberg von Thaden, MD","National Polytechnic Institute, Mexico",,NCT04379479,toni a homberg von thaden,toni
Principal Investigator,"Robin A Weir, MD",NHS Lanarkshire,,NCT04438993,robin a weir,robin
Principal Investigator,"Jonas Tverring, MD",Lund University,,NCT04395807,jonas tverring,jonas
Study Director,"Fréderic VENAIL, PU-PH",UH Montpellier,,NCT04407494,fréderic venail,fréderic
Principal Investigator,"Stefano Fontana, M.D.","Servizio Trasfusionale, Lugano",,NCT04365439,stefano fontana,stefano
Principal Investigator,"Leonardo Mastropasqua, Professor","Ophtalmology Clinic, G. d'Annunzio University",,NCT04346160,leonardo mastropasqua,leonardo
Principal Investigator,"Elisabeth Botelho-Nevers, MD, PhD",CHU de Saint-Etienne,,NCT04328285,elisabeth botelho-nevers,elisabeth
Study Director,"Bruno Hoen, MD, PhD",Institut Pasteur,,NCT04328285,bruno hoen,bruno
Principal Investigator,"Pedro Abizanda Soler, MD,PhD",Head Geriatrics Department,,NCT04362943,pedro abizanda soler,pedro
Principal Investigator,"Moussa Seydi, MD","Fann Hospital, Senegal",,NCT04390594,moussa seydi,moussa
Study Director,"Amadou A. Sall, PhD","Institut Pasteur de Dakar, Senegal",,NCT04390594,amadou a. sall,amadou
Principal Investigator,"Fabien Taieb, MD, PhD","Institut Pasteur de Dakar, Senegal",,NCT04390594,fabien taieb,fabien
Principal Investigator,"Benjamin Meder, Prof. Dr.",University Hospital Heidelberg,,NCT04376853,benjamin meder,benjamin
Principal Investigator,"Ulf Landmesser, Prof. Dr.","Charite University, Berlin, Germany",,NCT04416048,ulf landmesser,ulf
Principal Investigator,"Co-PI: Andreas M. Zeiher, Prof. Dr.","Johann Wolfgang Goethe-University, Frankfurt am Main, Germany",,NCT04416048,andreas m. zeiher,andreas
Principal Investigator,"Co-PI: Steffen Massberg, Prof. Dr.",Ludwig-Maximilians - University of Munich,,NCT04416048,steffen massberg,steffen
Principal Investigator,"Co-PI: Ursula Rauch-Kröhnert, Prof. Dr.","Charité University, Berlin, Germany",,NCT04416048,ursula rauch-kröhnert,ursula
Study Chair,"Shervin Shokouhi, MD",Shahid Beheshti University of Medical Sciences,,NCT04350684,shervin shokouhi,shervin
Study Director,"Ilad Alavi Darazam, MD",Shahid Beheshti University of Medical Sciences,,NCT04350684,ilad alavi darazam,ilad
Principal Investigator,"Minoosh Shabani, MD",Shahid Beheshti University of Medical Sciences,,NCT04350684,minoosh shabani,minoosh
Principal Investigator,"Mohammadreza Haji Esmaelie, MD",Shahid Beheshti University of Medical Sciences,,NCT04350684,mohammadreza haji esmaelie,mohammadreza
Principal Investigator,"Latif Gachkar, MD",Shahid Beheshti University of Medical Sciences,,NCT04350684,latif gachkar,latif
Principal Investigator,"Mahdi Amirdosara, MD",Shahid Beheshti University of Medical Sciences,,NCT04350684,mahdi amirdosara,mahdi
Principal Investigator,"Masoud Mardani, MD",Shahid Beheshti University of Medical Sciences,,NCT04350684,masoud mardani,masoud
Principal Investigator,"Seyed Sina Naghibi Irvani, MD, MPH, MBA",Shahid Beheshti University of Medical Sciences,,NCT04350684,seyed sina naghibi irvani,seyed
Principal Investigator,"Filip K Knop, MD, PhD","Center for Clinical Metabolic Research, Gentofte Hospital",,NCT04351581,filip k knop,filip
Principal Investigator,"Thomas Hiemstra, PhD",Cambridge University Hospitals NHS Foundation Trust,,NCT04389359,thomas hiemstra,thomas
Principal Investigator,"Marshall Glesby, MD",Weill Cornell Medicine,,NCT04418518,marshall glesby,marshall
Principal Investigator,"Dinesh Saralaya, MBBS, MD, MRCP, FRCP",Bradford Royal Infirmary,,NCT04363372,dinesh saralaya,dinesh
Principal Investigator,"Luu Pham, MD",Johns Hopkins University,,NCT04344561,luu pham,luu
Study Chair,"Tiziano Barbui, Prof",Fondazione per la Ricerca Ospedale di Bergamo,,NCT04385160,tiziano barbui,tiziano
Principal Investigator,"David KLATZMANN, MD, PhD",Assistance Publique - Hôpitaux de Paris,,NCT04379466,david klatzmann,david
Principal Investigator,"Nuttha Lumlertgul, MD, PhD",Guy's & St Thomas' Hospital,,NCT04408365,nuttha lumlertgul,nuttha
Principal Investigator,"Katja Weisel, MD",University Medical Center of Hamburg-Eppendorf,,NCT04408339,katja weisel,katja
Study Chair,"Juli Benbenisty, MPH",Hadassah Medical Center,,NCT04377750,juli benbenisty,juli
Principal Investigator,"Jayakar V. Nayak, MD, PhD",Stanford University,,NCT04347954,jayakar v. nayak,jayakar
Principal Investigator,"Neelaysh Vukkadala, MD",Stanford University,,NCT04347954,neelaysh vukkadala,neelaysh
Principal Investigator,"Javed Akram, FRCP",University of Health Sciences Lahore,,NCT04338698,javed akram,javed
Principal Investigator,"John DiPersio, M.D., Ph.D.",Washington University School of Medicine,,NCT04354714,john dipersio,john
Principal Investigator,"Michael Runyon, MD, MPH",Atrium Health,,NCT04361123,michael runyon,michael
Principal Investigator,Chunxue Bai,Shanghai Respiratory Research Institution,,NCT04275947,chunxue bai,chunxue
Principal Investigator,"Joe Verghese, MBBS",Albert Einstein College of Medicine,,NCT04406532,joe verghese,joe
Principal Investigator,"Anne F Ambrose, MD",Albert Einstein College of Medicine,,NCT04406532,anne f ambrose,anne
Principal Investigator,"Marcel Curlin, MD",Oregon Health and Science University,,NCT04363866,marcel curlin,marcel
Principal Investigator,"Noah Merin, MD PhD",Cedars-Sinai Medical Center,,NCT04353206,noah merin,noah
Principal Investigator,"David Hager, MD PhD",Johns Hopkins University,,NCT04353206,david hager,david
Principal Investigator,"Sean Cook, D.O.",Kootenai Health,,NCT04382625,sean cook,sean
Principal Investigator,"Jeanette Berg, MD, PhD",Kootenai Health,,NCT04382625,jeanette berg,jeanette
Principal Investigator,"Sterling McPherson, PhD",Washington State University,,NCT04382625,sterling mcpherson,sterling
Principal Investigator,"John Roll, PhD",Washington State University,,NCT04382625,john roll,john
Principal Investigator,"Matthieu Koszutski, MD","CHRU de NANCY, Médecine Intensive et Réanimation Brabois",,NCT04386369,matthieu koszutski,matthieu
Principal Investigator,"Charles J Lowenstein, MD",Johns Hopkins University,,NCT04435184,charles j lowenstein,charles
Principal Investigator,Alexandre Loupy,Paris Translational Research Center for Organ Transplantation,,NCT04416256,alexandre loupy,alexandre
Principal Investigator,"Bart Lambrecht, MD, PhD","University Hospital, Ghent",,NCT04330638,bart lambrecht,bart
Principal Investigator,"Jean-Eric BLATTEAU, MD, PhD",Sainte-Anne military hospital,,NCT04344431,jean-eric blatteau,jean-eric
Principal Investigator,"Jorg Taubel, MD",Richmond Pharmacology Limited,,NCT04404062,jorg taubel,jorg
Study Director,"Syed MR Kazmi, FCPS",Aga Khan University,,NCT04341688,syed mr kazmi,syed
Principal Investigator,Samer Elkhodair,University College London Hospitals,,NCT04408066,samer elkhodair,samer
Principal Investigator,"Pierre PATOZ, PharmD",CH Tourcoing,,NCT04337996,pierre patoz,pierre
Principal Investigator,"Barthelemy LAFONDESMURS, MD",CH Tourcoing,,NCT04337996,barthelemy lafondesmurs,barthelemy
Study Chair,Meg Jardine,The George Institute,,NCT04394117,meg jardine,meg
Principal Investigator,"Richard Kaufman, MD",Brigham and Women's Hospital,,NCT04361253,richard kaufman,richard
Principal Investigator,"Thierry FREBOURG, Pr",Rouen University Hospital,,NCT04367545,thierry frebourg,thierry
Principal Investigator,"Mark Mulligan, MD, FIDSA",NYU Langone Health,,NCT04369742,mark mulligan,mark
Principal Investigator,"Chris Woods, MD",Duke University,,NCT04368234,chris woods,chris
Study Director,Mikhail Samsonov,"Chief Medical Officer, R-Pharm",,NCT04380519,mikhail samsonov,mikhail
Principal Investigator,"Oleg I Vinogradov, MD, PhD",N.I. Pirogov National Medical and Surgical Center,,NCT04405544,oleg i vinogradov,oleg
Principal Investigator,"Mohamed F. Mostafa, MD",membership/educator,,NCT04413045,mohamed f. mostafa,mohamed
Principal Investigator,"Todd W Rice, MD, MSc",Vanderbilt University Medical Center,,NCT04359797,todd w rice,todd
Principal Investigator,"Patty Lee, MD",Duke University,,NCT04343690,patty lee,patty
Principal Investigator,"Sangeeta Joshi, MD",Duke University,,NCT04343690,sangeeta joshi,sangeeta
Principal Investigator,"David A Tuveson, MD PhD",Cold Spring Harbor Laboratory,,NCT04389567,david a tuveson,david
Principal Investigator,"Michael Millis, MD",University of Chicago,,NCT04361214,michael millis,michael
Study Chair,"Andri MT Lubis, MD, PhD",Faculty of Medicine Universitas Indonesia - Dr Cipto Mangunkusumo Hospital,,NCT04380935,andri mt lubis,andri
Principal Investigator,"Machelle Wilchesky, PhD",Lady Davis Institute and McGill University,,NCT04389411,machelle wilchesky,machelle
Principal Investigator,"Geoffrey Tranmer, PhD",University of Manitoba,,NCT04389411,geoffrey tranmer,geoffrey
Principal Investigator,"Roland Grad, MDCM MSc FCFP",Herzl Family Practice Centre and McGill University,,NCT04389411,roland grad,roland
Principal Investigator,"Elisa Mazzini, MD",Azienda USL - IRCCS di Reggio Emilia,,NCT04423978,elisa mazzini,elisa
Principal Investigator,Bart Lambrecht,"University Hospital, Ghent",,NCT04326920,bart lambrecht,bart
Principal Investigator,"Clifton W Callaway, MD, PhD",University of Pittsburgh,,NCT04355767,clifton w callaway,clifton
Principal Investigator,"Valerie Durkalski-Mauldin, PhD",Medical University of South Carolina,,NCT04355767,valerie durkalski-mauldin,valerie
Principal Investigator,"Frederick Korley, MD, PhD",University of Michigan,,NCT04355767,frederick korley,frederick
Principal Investigator,"Sharon Yeatts, PhD",Medical University of South Carolina,,NCT04355767,sharon yeatts,sharon
Principal Investigator,"Robert Silbergleit, MD",University of Michigan,,NCT04355767,robert silbergleit,robert
Principal Investigator,"William Barsan, MD",University of Michigan,,NCT04355767,william barsan,william
Principal Investigator,"Pierre PATOZ, PharmD",CH Tourcoing,,NCT04429724,pierre patoz,pierre
Principal Investigator,VACHEE,CH Roubaix,,NCT04429724,vachee,vachee
Principal Investigator,SIVERY,CH Wattrelos,,NCT04429724,sivery,sivery
Principal Investigator,"Stefano M Magrini, Prof",Brescia University - ASST Spedali Civili Hospital,,NCT04377477,stefano m magrini,stefano
Principal Investigator,"Patricia Fanlo Mateo, PhD",Complejo Hospitalario de Navarra,,NCT04443881,patricia fanlo mateo,patricia
Principal Investigator,"Kaushal Madan, DM",Max healthcare,,NCT04422379,kaushal madan,kaushal
Study Director,"Allan J Walkey, MD",Boston University,,NCT04344587,allan j walkey,allan
Principal Investigator,"Fernando Cabanillas, MD",Hospital Español Auxilio Mutuo,,NCT04355247,fernando cabanillas,fernando
Principal Investigator,"Henrik Ullum, Prof., DMSc","Rigshospitalet, Denmark",,NCT04337541,henrik ullum,henrik
Principal Investigator,"Kasper Karmark Iversen, Prof., DMSc",Herlev Hospital,,NCT04337541,kasper karmark iversen,kasper
Principal Investigator,"Thomas Benfield, Prof., DMSc",Hvidovre University Hospital,,NCT04337541,thomas benfield,thomas
Principal Investigator,"Christian Torp-Pedersen, Prof., DMSc",Nordsjællands Hospital,,NCT04337541,christian torp-pedersen,christian
Principal Investigator,"Cheryl Maier, MD, PhD",Emory University,,NCT04441996,cheryl maier,cheryl
Principal Investigator,"Marion LEBOYER, PHD",Assistance Publique des Hopitaux de Paris,,NCT04381845,marion leboyer,marion
Study Director,"Roberto Martinez-Alejos, MD, PhD","University Hospital, Montpellier",,NCT04347070,roberto martinez-alejos,roberto
Study Chair,"Mariano MD Provencio, MD",Hospital Puerta de Hierro de Majadahonda de Madrid,,NCT04344002,mariano md provencio,mariano
Study Chair,"Cristina MD Avendaño Solá, MD",Hospital Puerta de Hierro de Majadahonda de Madrid,,NCT04344002,cristina md avendaño solá,cristina
Study Chair,"María MD González-Cao, MD",Hospital Universitario Dexeus de Barcelona.,,NCT04344002,maría md gonzález-cao,maría
Principal Investigator,"Ashwin D Dhanda, MRCP PhD",University Hospitals Plymouth NHS Trust,,NCT04436484,ashwin d dhanda,ashwin
Principal Investigator,"Raffaele Antonelli Incalzi, M.D.",Policlinico Campus Bio-Medico,,NCT04379440,raffaele antonelli incalzi,raffaele
Principal Investigator,"Marcus Lance, MD, PhD",HMC,,NCT04445935,marcus lance,marcus
Principal Investigator,"Stuart Katz, MD",NYU Langone Health,,NCT04365699,stuart katz,stuart
Principal Investigator,"Marcus Lance, MD, PhD","Hamad Medical Corporation, Weill-Cornell-Medicine Qatar, Qatar University",,NCT04399317,marcus lance,marcus
Principal Investigator,"Jeffrey Berger, MD",NYU Langone Health,,NCT04359277,jeffrey berger,jeffrey
Principal Investigator,Ahmed Rezk,Cairo University,,NCT04354805,ahmed rezk,ahmed
Principal Investigator,"Claire Falandry, MD",Hospices Civils de Lyon,,NCT04422340,claire falandry,claire
Principal Investigator,"Joseph Vinetz, M.D.","Professor, Section of Infectious Diseases: Department of Internal Medicine",,NCT04353284,joseph vinetz,joseph
Principal Investigator,"Lin H Chen, MD",Mount Auburn Hospital,,NCT04380402,lin h chen,lin
Principal Investigator,"Katharine J. Bar, MD",University of Pennsylvania,,NCT04388527,katharine j. bar,katharine
Principal Investigator,"Tor Biering-Sørensen, MD, PhD, MPH",Research Director,,NCT04377035,tor biering-sørensen,tor
Principal Investigator,"Shai Efrati, MD",Head of Research and Development Unit,,NCT04348422,shai efrati,shai
Principal Investigator,"Andreas Hochhaus, Prof. Dr.",University Hospital Jena,,NCT04338958,andreas hochhaus,andreas
Principal Investigator,"Morten H Bestle, MD, PhD","Nordsjællands Hospital, University of Copenhagen",,NCT04384900,morten h bestle,morten
Principal Investigator,"Rajarshi Banerjee, MSc, DPhil","Honorary Consultant Physician, Oxford University NHS Foundation Trust",,NCT04369807,rajarshi banerjee,rajarshi
Study Chair,"M.Sc. Mahmoud Elkazzaz, M.Sc.in Biochemistry",Damitta University,,NCT04371822,mahmoud elkazzaz,mahmoud
Principal Investigator,"Raj Makkar, MD","Cedars-Sinai Medical Center, Los Angeles, CA 90048",,NCT04338347,raj makkar,raj
Principal Investigator,"John Mark Sloan, MD",Boston Medical Center,,NCT04356690,john mark sloan,john
Principal Investigator,"Hyung Chun, MD",Yale School of Medicine,,NCT04415151,hyung chun,hyung
Principal Investigator,Vishwes Kulkarni,University of Warwick,,NCT04395976,vishwes kulkarni,vishwes
Study Chair,Amarjeet S Bhamra,All Party Parliamentary Group - Indian Traditional Sciences,,NCT04395976,amarjeet s bhamra,amarjeet
Study Director,Neha Sharma,British Ayurvedic Medical Council,,NCT04395976,neha sharma,neha
Principal Investigator,Søren H Skaarup,Aarhus Universitets Hospital,,NCT04327674,søren h skaarup,søren
Principal Investigator,"Emily Blumberg, MD",University of Pennsylvania,,NCT04412785,emily blumberg,emily
Principal Investigator,"Jason M Tarkin, MBBS, PhD",University of Cambridge,,NCT04412369,jason m tarkin,jason
Study Chair,"Joaquin De Haro, MD",Hospital Universitario Getafe. Red de Investigacion Vascular,,NCT04361981,joaquin de haro,joaquin
Study Director,Rebecca F Grais,Epicentre,,NCT04409483,rebecca f grais,rebecca
Principal Investigator,Eric Adehossi,Hôpital Général de Référence de Niamey,,NCT04409483,eric adehossi,eric
Principal Investigator,"Shukri David, MD","Ascension Providence Hospital, Southfield Campus",,NCT04411602,shukri david,shukri
Principal Investigator,"Debra J Levan, DO","Ascension Macomb-Oakland Hospital, Warren Campus",,NCT04411602,debra j levan,debra
Principal Investigator,"Jonathan Gerber, MD",UMASS MEDICAL SCHOOL,,NCT04445207,jonathan gerber,jonathan
Principal Investigator,Lucie Uncapher,University of Colorado Health,,NCT04424797,lucie uncapher,lucie
Study Chair,Neha Sharma,British Ayurvedic Medical Council (UK),,NCT04387643,neha sharma,neha
Study Director,Jaydeep Joshi,Aarogyam UK,,NCT04387643,jaydeep joshi,jaydeep
Study Director,Parashar Sharma,"Samta Ayurveda Prakoshtha, India",,NCT04387643,parashar sharma,parashar
Principal Investigator,Sahil Singhal,"Samta Ayurveda Prakoshtha, India",,NCT04387643,sahil singhal,sahil
Principal Investigator,"Nancy Dreyer, PhD, MPH",Iqvia Pty Ltd,,NCT04368065,nancy dreyer,nancy
Principal Investigator,Zeno Bisoffi,IRCCS Sacro Cuore Don Calabria hospital,,NCT04438850,zeno bisoffi,zeno
Study Director,"Abu Taiub Mohammed Mohiuddin Chowdhury, MBBS, MD",First Affiliated Hospital Xi'an Jiaotong University,,NCT04434144,abu taiub mohammed mohiuddin chowdhury,abu
Study Chair,"Mohammad Shahbaz, MBBS, MCPS","Upazila Health & Family Planning Officer's (UHFPO) Office, Chakoria, Cox's Bazar",,NCT04434144,mohammad shahbaz,mohammad
Principal Investigator,"Nishant Gupta, MD",University of Cincinnati,,NCT04341675,nishant gupta,nishant
Study Chair,Xanab Akram,NUMS,,NCT04444271,xanab akram,xanab
Principal Investigator,"James B Adams, PhD",Arizona State University,,NCT04407286,james b adams,james
Principal Investigator,"Sarah Trahan, NMD",Southwest College of Naturopathic Medicine,,NCT04407286,sarah trahan,sarah
Principal Investigator,"Ravi Amaravadi, MD",University of Pennsylvania,,NCT04329923,ravi amaravadi,ravi
Principal Investigator,"Santosha Vardhana, MD, PhD",Memorial Sloan Kettering Cancer Center,,NCT04374461,santosha vardhana,santosha
Principal Investigator,Katharine J. Bar,University of Pennsylvania,,NCT04397757,katharine j. bar,katharine
Study Chair,"Joaquin De Haro, MD",Hospital Universitario Getafe,,NCT04361643,joaquin de haro,joaquin
Principal Investigator,"Augusto Di Castelnuovo, MSc, PhD",IRCCS Neuromed,,NCT04318418,augusto di castelnuovo,augusto
Principal Investigator,"Lee Goldstein, MD","HaEmek Medical Center, Israel",,NCT04333628,lee goldstein,lee
Principal Investigator,Tomri̇s Duymaz,Istanbul Bilgi University,,NCT04365738,tomri̇s duymaz,tomri̇s
Principal Investigator,"Todd Rice, MD",Vanderbilt University Medical Center,,NCT04372628,todd rice,todd
Study Chair,"Guillermo Sánchez-Vanegas, MD, PhD",Fundación Universitaria de Ciencias de la Salud,,NCT04429763,guillermo sánchez-vanegas,guillermo
Study Director,"Carlos Escobar-Soto, MD, PhD",Trustem,,NCT04429763,carlos escobar-soto,carlos
Principal Investigator,"Amit Singla, MD",Rutgers University,,NCT04410328,amit singla,amit
Principal Investigator,LEROY Sylvie,"CHU de Nice, pneumologie",,NCT04418206,leroy sylvie,leroy
Principal Investigator,"Lung-Ji Chang, PhD",Shenzhen Geno-Immune Medical Institute,,NCT04276896,lung-ji chang,lung-ji
Study Chair,Manuel Monreal,Germans Trias i Pujol Hospital,,NCT04380792,manuel monreal,manuel
Principal Investigator,"Reza Ardehali, MD, PhD","University of California, Los Angeles",,NCT04355143,reza ardehali,reza
Principal Investigator,"Dirk-Jan Slebos, MD PhD","UMCG, Department of pulmonology",,NCT04359459,dirk-jan slebos,dirk-jan
Principal Investigator,"Janesh Pillay, MD PhD","UMCG, Intensive Care Medicine",,NCT04359459,janesh pillay,janesh
Principal Investigator,Reem Jan,University of Chicago,,NCT04351620,reem jan,reem
Principal Investigator,Aliae Mohamed-Hussein,Assiut University,,NCT04319315,aliae mohamed-hussein,aliae
Principal Investigator,"Kamille A West, M.D.",National Institutes of Health Clinical Center (CC),,NCT04360278,kamille a west,kamille
Principal Investigator,"Dagan Coppock, M.D.",Thomas Jefferson University,,NCT04363216,dagan coppock,dagan
Study Director,"Daniel Monti, M.D.",Thomas Jefferson University,,NCT04363216,daniel monti,daniel
Principal Investigator,"Raimundo Gazitua, MD",Fundacion Arturo Lopez Perez,,NCT04384588,raimundo gazitua,raimundo
Principal Investigator,"Michael Gordon, MD",HonorHealth Research Institute,,NCT04339426,michael gordon,michael
Principal Investigator,"Stavros Garantziotis, M.D.",National Institute of Environmental Health Sciences (NIEHS),,NCT04403386,stavros garantziotis,stavros
Principal Investigator,"Todd Seto, MD",The Queen's Medical Center,,NCT04412772,todd seto,todd
Principal Investigator,"Brandon Webb, MD","Intermountain Health Care, Inc.",,NCT04334382,brandon webb,brandon
Study Chair,"Tina V. Hartert, MD, MPH","Vanderbilt University School of Medicine, Dept. of Medicine",,NCT04375761,tina v. hartert,tina
Study Director,"Kristian Tonby, MD",Oslo University Hospital,,NCT04345536,kristian tonby,kristian
Principal Investigator,"Bart Rijnders, MD, PhD",Erasmus Medical Center,,NCT04342182,bart rijnders,bart
Study Chair,Haleema Shakur-Still,London School of Hygiene and Tropical Medicine,,NCT04343001,haleema shakur-still,haleema
Study Chair,Ian Roberts,London School of Hygiene and Tropical Medicine,,NCT04343001,ian roberts,ian
Principal Investigator,"Paul BILLOIR, pharmacist",Rouen University Hospital,,NCT04367662,paul billoir,paul
Study Director,"Véronique LE CAM, MD",Rouen University Hospital,,NCT04367662,véronique le cam,véronique
Principal Investigator,Julien Frandon,CHU Nimes,,NCT04418245,julien frandon,julien
Principal Investigator,NURUL A MOHAMED,Universiti Sains Islam Malaysia,,NCT04410159,nurul a mohamed,nurul
Principal Investigator,"Kevin V Grimes, MD",Stanford University,,NCT04393311,kevin v grimes,kevin
Principal Investigator,"Alexander V Averyanov, MD, PhD","Federal Pulmonology Scientific and Research Institute, FMBA of Russia",,NCT04392414,alexander v averyanov,alexander
Study Director,"Vladimir P Baklaushev, MD, PhD","Federal Research Clinical Center, FMBA of Russia",,NCT04392414,vladimir p baklaushev,vladimir
Principal Investigator,"Anahi Perlas, MD,FRCPC","Toronto Western Hospital , UHN",,NCT04373096,anahi perlas,anahi
Principal Investigator,"Henning Bundgaard, Prof. Dr. med.","The Capital Region's Unit of Inherited Cardiac Diseases Faculty of Health and Medical Sciences University of Copenhagen Rigshospitalet, University of Copenhagen",,NCT04335136,henning bundgaard,henning
Principal Investigator,"Jeffrey Miller, MD",Emory University,,NCT04331366,jeffrey miller,jeffrey
Principal Investigator,"Shaul Lev, MD",Rabin Medical Center,,NCT04389645,shaul lev,shaul
Principal Investigator,"Lieven Herbots, MD, PhD",Hartcentrum Hasselt,,NCT04371679,lieven herbots,lieven
Principal Investigator,"Rajiv Thakur, MD",Advanced Diagnostics Healthcare,,NCT04362189,rajiv thakur,rajiv
Study Director,Vaseeharan Sathiyamoorthy,World Health Organization,,NCT04330690,vaseeharan sathiyamoorthy,vaseeharan
Principal Investigator,"LOUIS BERNARD, MD, PhD",CHRU DE TOURS,,NCT04359511,louis bernard,louis
Principal Investigator,"JOUNEAU STEPHANE, MD, PhD",Rennes University Hospital,,NCT04359511,jouneau stephane,jouneau
Principal Investigator,"MAILLOT FRANCOIS, MD",CHRU DE TOURS,,NCT04359511,maillot francois,maillot
Principal Investigator,"LIOGER BERTRAND, MD",CH DE BLOIS,,NCT04359511,lioger bertrand,lioger
Principal Investigator,"GOUPIL FRANCOIS, MD",CH Le Mans,,NCT04359511,goupil francois,goupil
Principal Investigator,"RABUT Thi- Tuyet Hong, MD",CH DE CHARTRES,,NCT04359511,rabut thi- tuyet hong,rabut
Principal Investigator,"POPA Mihai, MD",CH DE RDREUX,,NCT04359511,popa mihai,popa
Principal Investigator,"MOREL HUGUES, MD",CHR ORLEANS,,NCT04359511,morel hugues,morel
Principal Investigator,"GUY TIPHAINE, MD",CH DE VANNES,,NCT04359511,guy tiphaine,guy
Principal Investigator,"LEMMENS BRUNO, MD",CH AMBOISE,,NCT04359511,lemmens bruno,lemmens
Principal Investigator,"BAZIN YANN, MD",CH SAINT MALO,,NCT04359511,bazin yann,bazin
Principal Investigator,"ROY XAVIER, MD",CH DE CHATEAUROUX,,NCT04359511,roy xavier,roy
Principal Investigator,"PECQUERIAUX OLIVIER, MD",CH DE BOURGES,,NCT04359511,pecqueriaux olivier,pecqueriaux
Principal Investigator,"MARCHAND ADAM Sylvain, MD, PhD",CHRU DE TOURS,,NCT04359511,marchand adam sylvain,marchand
Principal Investigator,"Pankti Reid, MD, MPH","University of Chicago, Department of Medicine, Section of Rheumatology",,NCT04331795,pankti reid,pankti
Principal Investigator,"Peter A McCullough, MD, MPH",Baylor Health Care System,,NCT04333225,peter a mccullough,peter
Principal Investigator,"Bernd Jilma, MD",Medical University of Vienna,,NCT04351724,bernd jilma,bernd
Principal Investigator,"Joseph Cheriyan, MBChB MA FRCP",Cambridge University Hospitals NHS Foundation Trust,,NCT04393246,joseph cheriyan,joseph
Principal Investigator,"Meredith Clement, MD",LSUHSC/UMCNO,,NCT04344444,meredith clement,meredith
Principal Investigator,"Stefan Kluge, MD","University Hospital Hamburg-Eppendorf, Department of Intensive Care Medicine",,NCT04344080,stefan kluge,stefan
Principal Investigator,"Boglarka Gyurkocza, MD",Memorial Sloan Kettering Cancer Center,,NCT04377659,boglarka gyurkocza,boglarka
Study Chair,Manuel Monreal,Germans Trias i Pujol Hospital,,NCT04380779,manuel monreal,manuel
Principal Investigator,"Dr. Tahir Shamsi, FRCP MRCPath",National Institute of Blood Diseases and Bone Marrow Transplantation (NIBD),,NCT04352751,tahir shamsi,tahir
Principal Investigator,Reginaldo Raimundo Fujita,Federal University of São Paulo,,NCT04435314,reginaldo raimundo fujita,reginaldo
Principal Investigator,"Marie-France VAILLANT, PhD",Centre Hospitalier Universitaire Grenoble Alpes,,NCT04365816,marie-france vaillant,marie-france
Principal Investigator,"Matthew B. Rettig, MD","VA Greater Los Angeles Healthcare System, West Los Angeles, CA",,NCT04397718,matthew b. rettig,matthew
Study Director,"Peter Nelson, MD",CytoSorbents Corporation,,NCT04391920,peter nelson,peter
Principal Investigator,"Lola Morozova, Md",I.M. Sechenov First Moscow State Medical University,,NCT04437875,lola morozova,lola
Study Chair,"Meifang Han, Professor",Tongji Hospital,,NCT04365634,meifang han,meifang
Principal Investigator,"Scott Rickert, MD",NYU Langone Health,,NCT04344236,scott rickert,scott
Principal Investigator,"Martín Martín, MD",,,NCT04363814,martín martín,martín
Principal Investigator,"Nicolas Batlle, MD",,,NCT04363814,nicolas batlle,nicolas
Principal Investigator,Raymundo Hernández,,,NCT04363814,raymundo hernández,raymundo
Principal Investigator,Natalia García,,,NCT04363814,natalia garcía,natalia
Study Director,Guillermo Ángeles,,,NCT04363814,guillermo ángeles,guillermo
Principal Investigator,"Todd Seto, MD",Queen's Medical Centre,,NCT04345692,todd seto,todd
Principal Investigator,"Hubert Schrezenmeier, Prof.Dr.",IKT Ulm,,NCT04433910,hubert schrezenmeier,hubert
Study Director,"Erhard Seifried, Prof.Dr.Dr.",German Red Cross Blood Service,,NCT04433910,erhard seifried,erhard
Principal Investigator,Upinder Singh,Professor (Medicine -Infectious Diseases),,NCT04331899,upinder singh,upinder
Principal Investigator,"Edimilson Migowski, MD",NEPS SEMUS Mesquita,,NCT04441398,edimilson migowski,edimilson
Principal Investigator,"Agnès Hamzaoui, Pr",Hopital Abderrahmane Mami,,NCT04384614,agnès hamzaoui,agnès
Principal Investigator,Paul,Rambam MC,,NCT04323631,paul,paul
Principal Investigator,"Jose Muñoz Gutiérrez, MD, PhD",Barcelona Institute for Global Health,,NCT04331834,jose muñoz gutiérrez,jose
Principal Investigator,Siamack Afazeli,Fasa University of Medical Sciences,,NCT04331470,siamack afazeli,siamack
Study Director,"Andreas G Niethammer, MD PhD","Sorrento Therapeutics, Inc.",,NCT04440007,andreas g niethammer,andreas
Principal Investigator,"Andrea Natale, MD",St. David`s Medical Center,,NCT04371926,andrea natale,andrea
Study Chair,"Robert O Dillman, MD",AIVITA Biomedical,,NCT04386252,robert o dillman,robert
Study Director,"Colin Broom, MD","Pulmotect, Inc.",,NCT04313023,colin broom,colin
