role,name,affiliation,address,trial_id,processed_name,first_name,gender,gender_probability,gender_sample_count,Rank,NCT Number,Title,Status,Study Results,Conditions,Interventions,First Posted,Locations,URL
Principal Investigator,"Yves REZNIK, Pr",CHU Caen,,NCT04233229,yves reznik,yves,male,0.98,27837,83,NCT04233229,Evaluation of a Closed-loop Insulin Delivery System at Home With Tailored Home Care Services in Poorly Controlled DT2,Recruiting,No Results Available,Diabete Type 2,Device: t:slim X2 with Control-IQ|Other: home healthcare services|Other: usual care for daily insulin treatment,"January 18, 2020","CHU Caen, Caen, France",https://ClinicalTrials.gov/show/NCT04233229
Principal Investigator,"Steven J Russell, MD, PhD",Massachusetts General Hospital,,NCT04227626,steven j russell,steven,male,0.99,61542,84,NCT04227626,Inpatient Closed Loop Glucose Control With the Gen 2 GlucoSTAT,Not yet recruiting,No Results Available,Type 1 Diabetes|Type 2 Diabetes Treated With Insulin,Device: GlucoSTAT,"January 13, 2020","Massachusetts General Hospital, Boston, Massachusetts, United States",https://ClinicalTrials.gov/show/NCT04227626
Principal Investigator,"Kelly R Moore, MD",University of Colorado Anschutz Medical Center,,NCT04254653,kelly r moore,kelly,female,0.87,40778,88,NCT04254653,Diabetes Nutrition Education for American Indian and Alaska Native Communities,Recruiting,No Results Available,Type 2 Diabetes,Behavioral: American Indian and Alaska Native What Can I Eat?,"February 5, 2020","Lakeport Tribal Health Consortium, Lakeport, California, United States|Indian Health Care Resource Center of Tulsa, Tulsa, Oklahoma, United States",https://ClinicalTrials.gov/show/NCT04254653
Principal Investigator,"Olena Mamykina, PhD",Columbia University,,NCT04226027,olena mamykina,olena,female,0.98,1535,89,NCT04226027,Dynamically Tailored Behavioral Interventions in Diabetes,Recruiting,No Results Available,Type 2 Diabetes,Behavioral: T2.coach,"January 13, 2020","Clinical Directors Network, New York, New York, United States|Columbia University Irving Medical Center, New York, New York, United States",https://ClinicalTrials.gov/show/NCT04226027
Principal Investigator,Hau Yee H CHUNG,Chinese University of Hong Kong,,NCT04348565,hau yee h chung,hau,male,0.78,270,90,NCT04348565,Diabetes Care Programme for Type 2 Diabetes Mellitus in Primary Care Setting,Recruiting,No Results Available,"Diabetes Mellitus, Type 2",Other: Diabetes Care Programme,"April 16, 2020","Clinics of private general practitioners, Hong Kong, Hong Kong SAR, Hong Kong",https://ClinicalTrials.gov/show/NCT04348565
Principal Investigator,"Choon Ok Kim, M.D., PhD.",Severance Hospital,,NCT04334213,choon ok kim,choon,male,0.86,675,91,NCT04334213,"A Clinical Trial to Investigate the Pharmacokinetic Drug Interaction and Safety of CKD-501, D745 and D150",Not yet recruiting,No Results Available,Type 2 Diabetes,"Drug: CKD-501|Drug: D745, D150|Drug: CKD-501, D745, D150","April 6, 2020",,https://ClinicalTrials.gov/show/NCT04334213
Principal Investigator,Min-gul Kim,Chonbuk National University Hospital,,NCT04322032,min-gul kim,min-gul,male,1.0,1,92,NCT04322032,Clinical Study to Evaluate the Pharmacokinetic Profiles and Safety of CKD-389,Not yet recruiting,No Results Available,Type 2 Diabetes,Drug: Reference drug|Drug: Test drug,"March 26, 2020","Chonbuk National University Hospital, Jeonju, Korea, Republic of",https://ClinicalTrials.gov/show/NCT04322032
Principal Investigator,"Silmara Leite, MD, PhD",Cline Research Center,,NCT04411277,silmara leite,silmara,female,0.99,131,95,NCT04411277,Time in Range (TIR) and Time Below Range (TBR) in Insulin-Treated Elderly Patients With Type 2 Diabetes,Not yet recruiting,No Results Available,Continuous Glucose Monitoring,Device: Application of the FreeStyle Libre Flash Glucose CGM.|Diagnostic Test: InBody 270 multifrequency bioimpedance,"June 2, 2020",,https://ClinicalTrials.gov/show/NCT04411277
Principal Investigator,"Min Soo Park, Ph.D. M.D",Severance Hospital,,NCT04246190,min soo park,min,male,0.57,7493,98,NCT04246190,A Clinical Study to Evaluate the Pharmacokinetics and Safety of CKD-396,Not yet recruiting,No Results Available,Type2 Diabetes Mellitus,Drug: CKD-501 and D759|Drug: CKD-396,"January 29, 2020","Yonsei University Severance Hospital, Soeul, Korea, Republic of",https://ClinicalTrials.gov/show/NCT04246190
Principal Investigator,"Min Soo Park, M.D., Ph.D.",Severance Hospital,,NCT04221360,min soo park,min,male,0.57,7493,100,NCT04221360,"A Clinical Study to Evaluate the Pharmacokinetics, Safety and Tolerability of CKD-375",Not yet recruiting,No Results Available,Type2 Diabetes Mellitus,Drug: CKD-375|Drug: D390,"January 9, 2020","Yonsei University Severance Hospital, Soeul, Korea, Republic of",https://ClinicalTrials.gov/show/NCT04221360
Principal Investigator,"Anhye Kim, Ph.D",CHA University,,NCT04431687,anhye kim,anhye,female,1.0,3,101,NCT04431687,"A Clinical Trial to Investigate the Pharmacokinetic Drug Interaction and Safety of CKD-501, D759 and D150 (CKD-393)",Not yet recruiting,No Results Available,Type 2 Diabetes Mellitus,"Drug: CKD 501|Drug: D759, D150|Drug: CKD-501, D759, D150","June 16, 2020",,https://ClinicalTrials.gov/show/NCT04431687
Principal Investigator,"Jia Miao, MD",West China Hospital,,NCT04324424,jia miao,jia,female,0.63,2077,104,NCT04324424,A Clinical Study to Access the Pharmacokinetics of HMS5552 in Renal Impaired Subjects and Healthy Volunteers,Completed,No Results Available,Type 2 Diabetes Mellitus,Drug: HMS5552,"March 27, 2020","West China Hospital of Sichuan University, Chengdu, Sichuan, China",https://ClinicalTrials.gov/show/NCT04324424
Principal Investigator,"Ping Fu, MD",West China Hospital,,NCT04324424,ping fu,ping,male,0.53,1584,104,NCT04324424,A Clinical Study to Access the Pharmacokinetics of HMS5552 in Renal Impaired Subjects and Healthy Volunteers,Completed,No Results Available,Type 2 Diabetes Mellitus,Drug: HMS5552,"March 27, 2020","West China Hospital of Sichuan University, Chengdu, Sichuan, China",https://ClinicalTrials.gov/show/NCT04324424
Principal Investigator,"Bertrand CARIOU, Pr",Nantes Hospital University,,NCT04232293,bertrand cariou,bertrand,male,0.97,14197,109,NCT04232293,Screening of Liver Fibrosis in Patients With Type 2 Diabetes Mellitus,Not yet recruiting,No Results Available,"Diabetes Mellitus, Type 2|NAFLD|NASH",Diagnostic Test: Blood tests,"January 18, 2020","CHU d'Angers, Angers, France|CHU de Nantes, Nantes, France",https://ClinicalTrials.gov/show/NCT04232293
Principal Investigator,"Zhongming Liu, MD","Shanghai East Hospital, Shanghai Tongji University",,NCT04216849,zhongming liu,zhongming,male,0.93,15,111,NCT04216849,Clinical Study of Umbilical Cord Mesenchymal Stem Cells in the Treatment of Type 2 Diabetic Nephropathy,Recruiting,No Results Available,Type 2 Diabetes With Renal Manifestations,Biological: human umbilical cord mesenchymal stem cells|Other: saline,"January 3, 2020","Shanghai East Hospital, Shanghai, Shanghai, China",https://ClinicalTrials.gov/show/NCT04216849
Principal Investigator,"Rehab A Rayan, PharmD","High Institute of Public Health, Alexandria University",,NCT04236206,rehab a rayan,rehab,female,0.92,530,114,NCT04236206,Short Message Service for Type 2 Diabetes,Recruiting,No Results Available,"Diabetes Mellitus, Type 2",Behavioral: Mobile Phone Short Message Service,"January 22, 2020","Family Health Centers, Alexandria, Egypt",https://ClinicalTrials.gov/show/NCT04236206
Study Director,Rehab Werida,"Damanhour University, Faculty of Pharmacy",,NCT04240171,rehab werida,rehab,female,0.92,530,129,NCT04240171,Dapagliflozin Versus Glimepiride Effect in Patient With Type 2 Diabetes Mellitus,Not yet recruiting,No Results Available,"Diabetes Mellitus, Type 2",Drug: Dapagliflozin 5Mg Tab|Drug: Glimepiride 4Mg Tab,"January 27, 2020","Tanta University Hospital, Tanta, El-Gharbia, Egypt",https://ClinicalTrials.gov/show/NCT04240171
Study Chair,"Nashwa EL-Gharabawy, Lecturer",Tanta University,,NCT04240171,nashwa el-gharabawy,nashwa,female,0.98,183,129,NCT04240171,Dapagliflozin Versus Glimepiride Effect in Patient With Type 2 Diabetes Mellitus,Not yet recruiting,No Results Available,"Diabetes Mellitus, Type 2",Drug: Dapagliflozin 5Mg Tab|Drug: Glimepiride 4Mg Tab,"January 27, 2020","Tanta University Hospital, Tanta, El-Gharbia, Egypt",https://ClinicalTrials.gov/show/NCT04240171
Principal Investigator,Patrik Wennberg,Umeå University,,NCT04219800,patrik wennberg,patrik,male,0.99,19252,116,NCT04219800,Reduced Occupational Sitting in Type 2 Diabetes Using mHealth (Mobile Health),Recruiting,No Results Available,"Diabetes Mellitus, Type 2",Behavioral: Patient-centered counselling and written material|Behavioral: mHealth,"January 7, 2020","Hertsöns Hälsocentral, Luleå, Norrbotten, Sweden",https://ClinicalTrials.gov/show/NCT04219800
Principal Investigator,"Giorgio Borretta, MD",Associazione Medici Endocrinologi,,NCT04295031,giorgio borretta,giorgio,male,0.99,41494,117,NCT04295031,Metformin in Older Adults With Type 2 Diabetes (AMEMET),Recruiting,No Results Available,"Diabetes Mellitus, Type 2",,"March 4, 2020","AME - Associazione Medici Endocrinologi, Udine, Italy",https://ClinicalTrials.gov/show/NCT04295031
Principal Investigator,"Dominique Hansen, prof. dr.",Hasselt University,,NCT04412798,dominique hansen,dominique,male,0.57,51398,118,NCT04412798,Orange Juice and Glycaemic Control in Type 2 Diabetes Mellitus,Recruiting,No Results Available,"Diabetes Mellitus, Type 2",Other: orange juice concentrate|Other: Sugar-sweetened orange-flavoured beverage|Other: Whole orange juice with skin removed,"June 2, 2020","Hasselt University, Hasselt, Belgium",https://ClinicalTrials.gov/show/NCT04412798
Principal Investigator,"Xiaoying Li, prof.",Fudan University,,NCT04374578,xiaoying li,xiaoying,female,0.89,81,119,NCT04374578,Effect of Dulaglutide on Improve Glycemic Variability With Type 2 Diabetes,Not yet recruiting,No Results Available,"Diabetes Mellitus, Type 2",Drug: Dulaglutide 1.5Mg/0.5Ml Inj Pen,"May 5, 2020",,https://ClinicalTrials.gov/show/NCT04374578
Study Chair,"Agnes Siew Ling Tey, Ph.D.",Abbott Nutrition,,NCT04303754,agnes siew ling tey,agnes,female,0.98,15854,120,NCT04303754,Diabetes-Specific Formula in Individuals With Type 2 Diabetes,Not yet recruiting,No Results Available,"Diabetes Mellitus, Type 2",Other: Diabetes-Specific Formula|Other: Bread with Spread|Other: Mashed Potato,"March 11, 2020","Hospital Universiti Kebangsaan Malaysia, Kuala Lumpur, Malaysia",https://ClinicalTrials.gov/show/NCT04303754
Principal Investigator,"Norlaila Mustafa, MD.",Universiti Kebangsaan Malaysia Medical Centre,,NCT04303754,norlaila mustafa,norlaila,female,1.0,25,120,NCT04303754,Diabetes-Specific Formula in Individuals With Type 2 Diabetes,Not yet recruiting,No Results Available,"Diabetes Mellitus, Type 2",Other: Diabetes-Specific Formula|Other: Bread with Spread|Other: Mashed Potato,"March 11, 2020","Hospital Universiti Kebangsaan Malaysia, Kuala Lumpur, Malaysia",https://ClinicalTrials.gov/show/NCT04303754
Principal Investigator,"Weiping Jia, Doctor","Department of Endocrinology and Metabolism, Shanghai Sixth People's Hospital",,NCT04314622,weiping jia,weiping,male,0.71,55,123,NCT04314622,A Study of Supaglutide in Chinese Type 2 Diabetes Patients,Recruiting,No Results Available,"Diabetes Mellitus, Type 2",Drug: Supaglutide|Drug: Placebo,"March 19, 2020","The Affiliated Zhongda Hospital of Southeast University, Nanjing, Jiangsu, China",https://ClinicalTrials.gov/show/NCT04314622
Principal Investigator,"Yuqian Bao, Doctor","Department of Endocrinology and Metabolism, Shanghai Sixth People's Hospital",,NCT04314622,yuqian bao,yuqian,female,0.92,13,123,NCT04314622,A Study of Supaglutide in Chinese Type 2 Diabetes Patients,Recruiting,No Results Available,"Diabetes Mellitus, Type 2",Drug: Supaglutide|Drug: Placebo,"March 19, 2020","The Affiliated Zhongda Hospital of Southeast University, Nanjing, Jiangsu, China",https://ClinicalTrials.gov/show/NCT04314622
Principal Investigator,"Jianchao Quan, MPH, BM BCh","School of Public Health, The University of Hong Kong",,NCT04443842,jianchao quan,jianchao,male,0.85,13,124,NCT04443842,Behavioural Economics-based Incentives in Adults With Type 2 Diabetes,Not yet recruiting,No Results Available,"Diabetes Mellitus, Type 2",Behavioral: Financial and social incentives,"June 23, 2020","School of Public Health, Li Ka Shing Faculty of Medicine, The University of Hong Kong, Hong Kong, Hong Kong",https://ClinicalTrials.gov/show/NCT04443842
Principal Investigator,Jingya Yan,"WHO Health Promoting Hospital Office, The University of Hong Kong - Shenzhen Hospital, Shenzhen, China.",,NCT04342845,jingya yan,jingya,female,1.0,11,126,NCT04342845,Effectiveness of Motivational Interviewing on Improving Care for Patients With Type 2 Diabetes in China,Completed,No Results Available,"Diabetes Mellitus, Type 2",Behavioral: Experimental: Motivational interviewing Placebo Comparator: Traditional lectures,"April 13, 2020",,https://ClinicalTrials.gov/show/NCT04342845
Principal Investigator,Wei Liang,"Endocrinology Department, The University of Hong Kong - Shenzhen Hospital, Shenzhen, China.",,NCT04342845,wei liang,wei,male,0.72,5779,126,NCT04342845,Effectiveness of Motivational Interviewing on Improving Care for Patients With Type 2 Diabetes in China,Completed,No Results Available,"Diabetes Mellitus, Type 2",Behavioral: Experimental: Motivational interviewing Placebo Comparator: Traditional lectures,"April 13, 2020",,https://ClinicalTrials.gov/show/NCT04342845
Principal Investigator,"Francisco C. López Marquez, PhD","Universidad Autonoma de Coahuila, Centro de investigación Biomédica",,NCT04387045,francisco c. lópez marquez,francisco,male,0.99,98797,134,NCT04387045,Perceived Stress and Negative Thoughts With Biomarkers in People With Type 2 Diabetes Mellitus and Healthy Subjects,Completed,No Results Available,"Diabetes Mellitus, Type 2",Behavioral: Guilty feelings,"May 13, 2020","Facultad de medicina De la UADEC Unidad Torreón, Torreón, Coahuila De Zaragoza, Mexico",https://ClinicalTrials.gov/show/NCT04387045
Principal Investigator,"Ayman A. Zayed, MD",The University of Jordan School of Medicine,,NCT04237493,ayman a. zayed,ayman,male,0.97,11330,136,NCT04237493,Dosage Reduction and Acute Glycemic Complications in People With Type 2 Diabetes Who Fast During Ramadan,Completed,No Results Available,"Diabetes Mellitus, Type 2","Drug: Metformin and Glimepiride (Low Dosage)|Drug: Metformin and Vildagliptin (Low Dosage)|Drug: Metformin and Insulin Glargine U100 (Low Dosage)|Drug: Metformin, Insulin Glargine U100, and Human Regular Insulin (Low Dosage)|Drug: Metformin and Glimepiride (Regular Dosage)|Drug: Metformin and Vildagliptin (Regular Dosage)|Drug: Metformin and Insulin Glargine U100 (Regular Dosage)|Drug: Metformin, Insulin Glargine U100, and Human Regular Insulin (Regular Dosage)","January 23, 2020","Jordan University Hospital, Amman, Amman Governorate, Jordan",https://ClinicalTrials.gov/show/NCT04237493
Principal Investigator,"Sandra Ofelia Hernández González, PhD",University of Guadalajara,,NCT04259606,sandra ofelia hernández gonzález,sandra,female,0.98,266121,143,NCT04259606,Effect of Cassia Cinnamon on Arterial Stiffness Parameters in Patients With Type 2 Diabetes Mellitus,Recruiting,No Results Available,Arterial Stiffness,Dietary Supplement: Cassia Cinnamon|Other: Calcined magnesia,"February 6, 2020","Centro Universitario de Ciencias de la Salud, Guadalajara, Jalisco, Mexico",https://ClinicalTrials.gov/show/NCT04259606
Principal Investigator,"Vincent Wong, MD",Chinese University of Hong Kong,,NCT04241575,vincent wong,vincent,male,0.99,79107,144,NCT04241575,Identification of Fatty Liver With Advanced Fibrosis in Type 2 Diabetes Using Simple Fibrosis Scores and Electronic Reminder Messages,Recruiting,No Results Available,"Fatty Liver, Nonalcoholic|Diabetes Mellitus, Type 2",Diagnostic Test: Simple fibrosis scores and electronic reminder messages,"January 27, 2020","Prince of Wales Hospital, Hong Kong, Hong Kong",https://ClinicalTrials.gov/show/NCT04241575
Study Director,"Noemi Lois, Prof.",Queen´s University Belfast,,NCT04281186,noemi lois,noemi,female,0.99,21284,145,NCT04281186,Retinal and Cognitive Dysfunction in Type 2 Diabetes,Not yet recruiting,No Results Available,Retinal Function|Cognitive Dysfunction|Microperimetry,,"February 24, 2020",,https://ClinicalTrials.gov/show/NCT04281186
Study Director,"Rafael Simó, Prof",Vall Hebron Research Institute-VHIR,,NCT04281186,rafael simó,rafael,male,0.99,45829,145,NCT04281186,Retinal and Cognitive Dysfunction in Type 2 Diabetes,Not yet recruiting,No Results Available,Retinal Function|Cognitive Dysfunction|Microperimetry,,"February 24, 2020",,https://ClinicalTrials.gov/show/NCT04281186
Principal Investigator,"Alexandra Migdal, MD",Emory University,,NCT04276051,alexandra migdal,alexandra,female,0.98,122985,150,NCT04276051,Cryovagotomy Diabetes Trial,Not yet recruiting,No Results Available,Diabete Type 2|Diabetes Mellitus|Obesity,Device: Visual-ICE Cryoablation System|Behavioral: Lifestyle Intervention,"February 19, 2020","Emory University Hospital, Atlanta, Georgia, United States",https://ClinicalTrials.gov/show/NCT04276051
Principal Investigator,Assoc. Prof. Dr. Barakatun Nisak,"Faculty of Medicine and Health Sciences, Universiti Putra Malaysia",,NCT04234763,prof. dr. barakatun nisak,prof,male,0.93,851,153,NCT04234763,Postprandial Metabolites of Meal Challenge Test in Diabetes State,Enrolling by invitation,No Results Available,Type2 Diabetes|Postprandial Hyperglycemia,Behavioral: Strategies to lower postprandial hyperglycemia in T2D patients|Behavioral: Control group,"January 21, 2020","Universiti Putra Malaysia, Serdang, Selangor, Malaysia",https://ClinicalTrials.gov/show/NCT04234763
Principal Investigator,"Elizabeth Beale, MD",University of Southern California,,NCT04319003,elizabeth beale,elizabeth,female,0.99,31288,156,NCT04319003,Pilot Sugar Reduction Intervention in Kiritimati Teenagers,Completed,No Results Available,Type 2 Diabetes|Obesity,Behavioral: Sugar-reduction intervention,"March 24, 2020","University of Southern California, Los Angeles, California, United States|Kiritimati, London Village, Kiribati",https://ClinicalTrials.gov/show/NCT04319003
Principal Investigator,"Elizabeth Beale, MD","University of Southern California, Keck School of Medicine",,NCT04215328,elizabeth beale,elizabeth,female,0.99,31288,244,NCT04215328,Facilitated Release of Endogenous Enterokines,Completed,No Results Available,"Diabetes Mellitus, Type 2",Dietary Supplement: Mixed-Meal|Dietary Supplement: Electrolyte Solution,"January 2, 2020","Roybal Diabetes Management Clinic, Los Angeles, California, United States",https://ClinicalTrials.gov/show/NCT04215328
Principal Investigator,"Elizabeth Joy, MD, MPH","Intermountain Health Care, Inc.",,NCT04313803,elizabeth joy,elizabeth,female,0.99,31288,263,NCT04313803,CGM in Utah Valley,Not yet recruiting,No Results Available,"Diabetes Mellitus|Diabetes Mellitus, Type 2|Diabetes",Device: CGM,"March 18, 2020",,https://ClinicalTrials.gov/show/NCT04313803
Study Director,"Brad Isaacson, PhD, MBA, MSF, PMP","Intermountain Health Care, Inc.",,NCT04313803,brad isaacson,brad,male,0.99,10696,263,NCT04313803,CGM in Utah Valley,Not yet recruiting,No Results Available,"Diabetes Mellitus|Diabetes Mellitus, Type 2|Diabetes",Device: CGM,"March 18, 2020",,https://ClinicalTrials.gov/show/NCT04313803
Principal Investigator,"Neal D Barnard, MD",President,,NCT04222894,neal d barnard,neal,male,0.99,1772,158,NCT04222894,Hospital Workplace Nutrition Study,Recruiting,No Results Available,Overweight|Type2 Diabetes,Other: Plant-based diet|Other: Control Diet,"January 10, 2020","Sibley Memorial Hospital, Washington, District of Columbia, United States",https://ClinicalTrials.gov/show/NCT04222894
Principal Investigator,"Roy Eldor, MD PhD",Tel Aviv Medical Center,,NCT04447859,roy eldor,roy,male,0.98,21602,159,NCT04447859,16-week Flexible vs. 8-week Semaglutide Titration,Recruiting,No Results Available,Diabetes type2,Drug: Semaglutide|Other: label recommended titration,"June 25, 2020","Tel-Aviv Medical Center, Tel Aviv, Israel",https://ClinicalTrials.gov/show/NCT04447859
Study Chair,"Ivan Erzen, PhD","National Institute of Public Health, Slovenia",,NCT04230382,ivan erzen,ivan,male,0.99,117756,163,NCT04230382,The Proportion of Patients With Non-diagnosed Diabetes Type 2,Enrolling by invitation,No Results Available,"Diabetes Mellitus, Type 2",Diagnostic Test: Diagnosis of diabetes (OGTT),"January 18, 2020","National Institute of Public Health, Slovenia, Ljubljana, Slovenia",https://ClinicalTrials.gov/show/NCT04230382
Principal Investigator,"Jelka Zaletel, PhD","National Institute of Public Health, Slovenia",,NCT04230382,jelka zaletel,jelka,female,0.98,261,163,NCT04230382,The Proportion of Patients With Non-diagnosed Diabetes Type 2,Enrolling by invitation,No Results Available,"Diabetes Mellitus, Type 2",Diagnostic Test: Diagnosis of diabetes (OGTT),"January 18, 2020","National Institute of Public Health, Slovenia, Ljubljana, Slovenia",https://ClinicalTrials.gov/show/NCT04230382
Principal Investigator,"Emanuel Christ, Prof.","University Hospital, Basel, Switzerland",,NCT04216875,emanuel christ,emanuel,male,0.99,11961,169,NCT04216875,Best Practice Study of Diabetes Type 2 Management in Primary Care in Switzerland,"Active, not recruiting",No Results Available,"Diabetes Mellitus, Type 2|Primary Care",Procedure: Best Practice Diabetes Management in Primary Care,"January 3, 2020","Hausarztmedizin KSSG, Saint Gallen, SG, Switzerland",https://ClinicalTrials.gov/show/NCT04216875
Principal Investigator,"Jessica R Wilson, MD, MS",University of Pennsylvania,,NCT04323189,jessica r wilson,jessica,female,0.98,144795,171,NCT04323189,Effects of Sitagliptin in Individuals With Genetically Decreased DPP4,Suspended,No Results Available,Genetics Disease|Type2 Diabetes|Heart Failure,Drug: Sitagliptin 100mg|Drug: Placebo Oral Tablet,"March 26, 2020","University of Pennsylvania, Philadelphia, Pennsylvania, United States",https://ClinicalTrials.gov/show/NCT04323189
Principal Investigator,"Adrian Camacho-Ortiz, PhD","Hospital Universitario ""Dr. Jose Eleuterio Gonzalez, UANL",,NCT04361097,adrian camacho-ortiz,adrian,male,0.99,90344,172,NCT04361097,Fecal Microbiota Transplantation as a Therapeutic Strategy in the Progression of Chronic Kidney Disease,Completed,No Results Available,Chronic Kidney Disease Due to Hypertension|Chronic Kidney Disease Due to Type 2 Diabetes Mellitus,Biological: Faecal microbiota transplant|Biological: Placebo,"April 24, 2020","Hospital Universitario José E. Gonzalez, Monterrey, Nuevo Leon, Mexico",https://ClinicalTrials.gov/show/NCT04361097
Principal Investigator,Hua Bian,Shanghai Zhongshan Hospital,,NCT04283942,hua bian,hua,male,0.56,935,173,NCT04283942,Effect of Intermittent Calorie Restriction on NAFLD Patients With Disorders of Glucose Metabolism,Not yet recruiting,No Results Available,Non-Alcoholic Fatty Liver Disease (NAFLD)|Disorders of Glucose Metabolism|Type 2 Diabetes|Impaired Glucose Regulation,Behavioral: Intermittent caloric restriction|Behavioral: 25kcal/kg/d diet,"February 25, 2020","Zhongshan Hospital, Fudan University, Shanghai, China",https://ClinicalTrials.gov/show/NCT04283942
Study Director,Xin Gao,Shanghai Zhongshan Hospital,,NCT04283942,xin gao,xin,female,0.52,1592,173,NCT04283942,Effect of Intermittent Calorie Restriction on NAFLD Patients With Disorders of Glucose Metabolism,Not yet recruiting,No Results Available,Non-Alcoholic Fatty Liver Disease (NAFLD)|Disorders of Glucose Metabolism|Type 2 Diabetes|Impaired Glucose Regulation,Behavioral: Intermittent caloric restriction|Behavioral: 25kcal/kg/d diet,"February 25, 2020","Zhongshan Hospital, Fudan University, Shanghai, China",https://ClinicalTrials.gov/show/NCT04283942
Principal Investigator,Katrien Benhalima,UZ Leuven,,NCT04429958,katrien benhalima,katrien,female,0.99,2144,177,NCT04429958,The Belgian Diabetes in Pregnancy Follow-up Study,Not yet recruiting,No Results Available,Gestational Diabetes|Type2 Diabetes|Obesity,Other: GDM,"June 12, 2020","OLV-Alast, Aalst, Belgium|UZA, Antwerp, Belgium|OLV-Asse, Asse, Belgium|Imelda Bonheiden, Bonheiden, Belgium",https://ClinicalTrials.gov/show/NCT04429958
Principal Investigator,"Rozmin Jiwani, RN, PhD",University of Texas Health at San Antonio,,NCT04440449,rozmin jiwani,rozmin,female,0.6,5,178,NCT04440449,Effect of Behavioral Lifestyle Intervention on Frailty in Older Adults With Diabetes,Recruiting,No Results Available,"Frailty|Weight, Body|Type 2 Diabetes",Behavioral: Lifestyle App,"June 19, 2020","The University of Texas Health Science Center at San Antonio, San Antonio, Texas, United States",https://ClinicalTrials.gov/show/NCT04440449
Principal Investigator,"Kim Burchiel, MD",Oregon Health and Science University,,NCT04326192,kim burchiel,kim,female,0.56,51609,180,NCT04326192,Brown Adipose Tissue Activation by Spinal Cord Stimulation,Not yet recruiting,No Results Available,"Pain, Back|Obesity, Morbid|Type 2 Diabetes",Device: Research electrode,"March 30, 2020","Oregon Health & Science University, Portland, Oregon, United States",https://ClinicalTrials.gov/show/NCT04326192
Principal Investigator,"Stephen D. Persell, MD, MPH",Northwestern University,,NCT04289753,stephen d. persell,stephen,male,0.99,36980,182,NCT04289753,Behavioral Economics Applications to Geriatrics Leveraging EHRs R33 Trial,Not yet recruiting,No Results Available,Prostate Specific Antigen Screening|Asymptomatic Bacteriuria|Type 2 Diabetes,Behavioral: EHR clinical decision support nudges|Behavioral: Brief clinician education,"February 28, 2020","Northwestern Medicine, Chicago, Illinois, United States",https://ClinicalTrials.gov/show/NCT04289753
Study Director,Bayer Study Director,Bayer,,NCT04383041,bayer study director,bayer,male,0.73,116,184,NCT04383041,Study to Learn More About Outcomes Reported by Patients Suffering From Type 2 Diabetes Using a Digital Data Collection Tool,Not yet recruiting,No Results Available,"Diabetes Mellitus, Type 2",Other: No intervention,"May 11, 2020","Many locations, Multiple Locations, Germany",https://ClinicalTrials.gov/show/NCT04383041
Principal Investigator,"Isabelle METREAU, MD",Biofortis Mérieux NutriSciences,,NCT04423302,isabelle metreau,isabelle,female,0.99,89728,187,NCT04423302,Effect of Totum-63 on Glucose and Lipid Homeostasis in Subjects With Dysglycemia (REVERSE-IT),Not yet recruiting,No Results Available,Prediabetic State|Diabetes type2|Dysglycemia,Dietary Supplement: TOTUM-63 3 intakes per day|Dietary Supplement: Placebo 3 intakes per day|Dietary Supplement: TOTUM-63 2 intakes per day,"June 9, 2020","CHU Amiens, Amiens, France|CH Arras, Arras, France|CIC Clermont Ferrand, Clermont-Ferrand, France|CEN Nutriment, Dijon, France|CHU Dijon, Dijon, France|Eurofins Optimed, Gières, France|CHU Grenoble, Grenoble, France|Institut Pasteur de Lille, Lille, France|CHU Lille, Lille, France|CHU Nantes, Nantes, France|CHU Nice, Nice, France|Unité de Recherche Clinique en Immunologie Lyon Sud, Pierre-Bénite, France|CHU Rouen, Rouen, France|Biofortis Mérieux NutriSciences, Saint-Herblain, France|Analyze & Realize, Berlin, Germany|Biotesys, Esslingen, Germany",https://ClinicalTrials.gov/show/NCT04423302
Principal Investigator,"Pål R. Njølstad, MD, PhD",Haukeland University Hospital,,NCT04239586,pål r. njølstad,pål,male,0.99,165,188,NCT04239586,Switching From Insulin to Sulfonylurea in Diabetes Associated With Variants in MODY Genes,Enrolling by invitation,No Results Available,"Maturity-Onset Diabetes of the Young, Type 3|Maturity Onset Diabetes of the Young, Type 1|Childhood Diabetes Mellitus|Insulin-dependent Diabetes Mellitus",Drug: Sulfonylurea,"January 27, 2020","Department of Pediatrics and Adolescents, Haukeland University Hospital, and Department of Clinical Science, Faculty of Medicine, University of Bergen, Bergen, Norway",https://ClinicalTrials.gov/show/NCT04239586
Study Chair,"Fei Li, Ph.D.",Abbott Nutrition,,NCT04345497,fei li,fei,male,0.54,1207,189,NCT04345497,Diabetes-Specific Formula on Long Term Glycemic Control,Not yet recruiting,No Results Available,"Diabetes Mellitus, Type 2",Other: Diabetes-Specific Formula|Other: Standard Of Care,"April 14, 2020","Hospital Canselor Tuanku Mukhriz, Universiti Kebangsaan Malaysia Medical Center, Kuala Lumpur, Malaysia|International Medical University, Kuala Lumpur, Malaysia|Klinik Kesihatan Seremban, Seremban, Malaysia|Phramongkutklao Hospital, Bangkok, Thailand|Rajavithi Hospital, Bangkok, Thailand",https://ClinicalTrials.gov/show/NCT04345497
