role,name,affiliation,address,trial_id,processed_name,first_name
Study Director,WEN-HSUAN HOU,Taipei Medical University,,NCT04378816,wen-hsuan hou,wen-hsuan
Principal Investigator,Senthilkumar Damodaran,M.D. Anderson Cancer Center,,NCT04216472,senthilkumar damodaran,senthilkumar
Principal Investigator,"Kathleen Arcaro, PhD","University of Massachusetts, Amherst",,NCT04374747,kathleen arcaro,kathleen
Principal Investigator,"Lindiwe Sibeko, PhD","University of Massachusetts, Amherst",,NCT04374747,lindiwe sibeko,lindiwe
Principal Investigator,"Susan Sturgeon, DrPH","University of Massachusetts, Amherst",,NCT04374747,susan sturgeon,susan
Principal Investigator,"Karen Daily, DO",University of Florida,,NCT04333706,karen daily,karen
Study Director,"David Tran, MD, PhD",University of Florida,,NCT04333706,david tran,david
Principal Investigator,"Ilkka Heinonen, PhD",staff,,NCT04416087,ilkka heinonen,ilkka
Principal Investigator,"Aditya Bardia, MD, MPH",Massachusetts General Hospital,,NCT04230109,aditya bardia,aditya
Principal Investigator,"Michelle Coriddi, MD",Memorial Sloan Kettering Cancer Center,,NCT04241341,michelle coriddi,michelle
Study Director,"Vivian Li, MD",BeiGene,,NCT04276493,vivian li,vivian
Principal Investigator,"Elizabeth A Mittendorf, MD, PhD",Dana-Farber Cancer Institute,,NCT04434040,elizabeth a mittendorf,elizabeth
Principal Investigator,Janice Kiecolt-Glaser,Ohio State Comprehensive Cancer Center,,NCT04247763,janice kiecolt-glaser,janice
Principal Investigator,Victoire BRILLAUD-MEFLAH,Institut de Cancerologie de l'Ouest,,NCT04329819,victoire brillaud-meflah,victoire
Principal Investigator,"Lisa Rydén, Prof",Lund University,,NCT04227613,lisa rydén,lisa
Principal Investigator,"Tor Svensjö, PhD",Region Skåne,,NCT04227613,tor svensjö,tor
Principal Investigator,"Kim Gulis, MD",Region Skåne / Lund University,,NCT04227613,kim gulis,kim
Study Chair,"Marco Krengli, MD",University of Piemonte Orientale,,NCT04446624,marco krengli,marco
Principal Investigator,"Daniel Cagney, MD",Dana-Farber Cancer Institute,,NCT04368702,daniel cagney,daniel
Principal Investigator,"Marta Vaz Batista, MD",MedSIR,,NCT04420598,marta vaz batista,marta
Principal Investigator,"Bong-Jin Hahm, M.D.,Ph.D.",Seoul National University Hospital,,NCT04364347,bong-jin hahm,bong-jin
Principal Investigator,"Elodie Demblocque, MD",CH Beauvais,,NCT04270136,elodie demblocque,elodie
Principal Investigator,"Albine Mancaux, MD",CH Beauvais,,NCT04270136,albine mancaux,albine
Principal Investigator,"Pierrick Theret, MD",CH Saint Quentin,,NCT04270136,pierrick theret,pierrick
Principal Investigator,Nadine M Tung,ECOG-ACRIN Cancer Research Group,,NCT04266249,nadine m tung,nadine
Principal Investigator,William Gwin,Fred Hutch/University of Washington Cancer Consortium,,NCT04329065,william gwin,william
Principal Investigator,Carlos E Vargas,Mayo Clinic,,NCT04443413,carlos e vargas,carlos
Study Director,Sandra PIQUIN,Insitut de Cancérologie de l'Ouest,,NCT04348955,sandra piquin,sandra
Principal Investigator,"Séverine RACADOT, MD",Centre Leon Berard,,NCT04300829,séverine racadot,séverine
Principal Investigator,"Youlia KIROVA, MD PhD",Institut Curie,,NCT04300829,youlia kirova,youlia
Principal Investigator,"Andrea Nisonson, MD",Prisma Health-Upstate,,NCT04251507,andrea nisonson,andrea
Principal Investigator,"Si-Qi Qiu, Dr.",Shantou Central Hospital,,NCT04438577,si-qi qiu,si-qi
Principal Investigator,"Susan Dent, MD",Duke University,,NCT04330625,susan dent,susan
Principal Investigator,"Carmelo Guido, MD",Careggi Hospital,,NCT04309929,carmelo guido,carmelo
Principal Investigator,"Hugues Bourgeois, MD",Clinique Victor Hugo - LE MANS,,NCT04391543,hugues bourgeois,hugues
Principal Investigator,"Kristina Ahsberg, PhD",Region Halland,,NCT04437602,kristina ahsberg,kristina
Principal Investigator,"Jian Farhadi, M.D., Prof.","University of Basel, Plastic Surgery Group AG by Prof. Jian Farhadi, Switzerland",,NCT04397419,jian farhadi,jian
Principal Investigator,"John Ng, M.D.",Weill Cornell Medicine,,NCT04371913,john ng,john
Principal Investigator,"Claire Conley, PhD",Moffitt Cancer Center,,NCT04257474,claire conley,claire
Principal Investigator,"Manja Jensen, MD","Section of General Practice, University of Copenhagen",,NCT04424758,manja jensen,manja
Principal Investigator,"Deepa Sheth, MD",University of Chicago,,NCT04350957,deepa sheth,deepa
Principal Investigator,"Gregory S Karczmar, PhD",University of Chicago,,NCT04350957,gregory s karczmar,gregory
Principal Investigator,"Chirag Shah, MD","Cleveland Clinic, Case Comprehensive Cancer Center",,NCT04348123,chirag shah,chirag
Principal Investigator,Zhi-Ming Shao,Fudan University,,NCT04302441,zhi-ming shao,zhi-ming
Principal Investigator,"Lynn Henry, MD, PhD",University of Michigan Rogel Cancer Center,,NCT04268134,lynn henry,lynn
Principal Investigator,"Khadra M Ali, Phd","Cairo University, Faculty of physical Therapy.",,NCT04257643,khadra m ali,khadra
Principal Investigator,"Mona R Elghamry, MD","Tanta University, Faculty of Medicine",,NCT04239716,mona r elghamry,mona
Study Director,"Mohamed E Afandy, MD","Tanta University, Faculty of Medicine",,NCT04239716,mohamed e afandy,mohamed
Principal Investigator,"Linda Koehler, PhD, PT, CLT-LANA","University of Minnesota, Division of Physical Therapy",,NCT04225572,linda koehler,linda
Study Chair,"Katherine E. Reeder-Hayes, MD","University of North Carolina, Chapel Hill",,NCT04379570,katherine e. reeder-hayes,katherine
Principal Investigator,"Cristian Ochoa, PhD","Institut Català d'Oncologia, L'Hospitalet de Llobregat, Barcelona, Spain, 08908",,NCT04372459,cristian ochoa,cristian
Principal Investigator,"Mathias Fehr, Prof. Dr.","Brustzentrum Thurgau, Kantonsspital Frauenfeld",,NCT04390529,mathias fehr,mathias
Principal Investigator,"Savitri Krishnamurthy, MD",M.D. Anderson Cancer Center,,NCT04242277,savitri krishnamurthy,savitri
Principal Investigator,"Aiping Shi, Doctor",First Hospital of Jilin University,,NCT04440683,aiping shi,aiping
Principal Investigator,"Richard J Barth Jr., MD",DHMC,,NCT04257799,richard j barth jr.,richard
Principal Investigator,"Cesar Santa-Maria, MD",Johns Hopkins University,,NCT04447651,cesar santa-maria,cesar
Principal Investigator,Mohamed A Elbaiomy,Mansoura university Oncology Center,,NCT04274504,mohamed a elbaiomy,mohamed
Principal Investigator,"Yi Feng, MD,PhD",Peking University People's Hospital,,NCT04390698,yi feng,yi
Principal Investigator,"walaa Y Elsabeeny, MD",Lecturer,,NCT04248608,walaa y elsabeeny,walaa
Study Director,"Justine Walker, MD","Turnstone Biologics, Corp.",,NCT04301011,justine walker,justine
Principal Investigator,Trevor Royce,UNC Chapel Hill,,NCT04292860,trevor royce,trevor
Principal Investigator,"Winnie SS Chee, PhD",International Medical University,,NCT04400552,winnie ss chee,winnie
Principal Investigator,"Terje Alraek, PhD","School of Health Sciences, Kristiania University College",,NCT04418115,terje alraek,terje
Study Chair,"Gunilla Björling, PhD",The Swedish Red Cross University College,,NCT04324346,gunilla björling,gunilla
Principal Investigator,"yu Cao, Doctor",the study director of phase I clinical research center,,NCT04420871,yu cao,yu
Principal Investigator,"Celina Shirazipour, PhD",Cedars-Sinai Medical Center,,NCT04282967,celina shirazipour,celina
Principal Investigator,Nestor Esnaola,Fox Chase Cancer Center,,NCT04290585,nestor esnaola,nestor
Principal Investigator,"Sian Taylor-Phillips, PhD",University of Warwick,,NCT04365114,sian taylor-phillips,sian
Principal Investigator,"Stefanie Woodard, MD",University of Alabama at Birmingham,,NCT04340180,stefanie woodard,stefanie
Principal Investigator,"Matthew Covington, MD",Huntsman Cancer Institute/ University of Utah,,NCT04252859,matthew covington,matthew
Study Director,"Jens N Børglum, PhD, MD","Department of Anaesthesiology, Zealand University Hospital, Roskilde",,NCT04248179,jens n børglum,jens
Principal Investigator,Maria E Fernandez,"The University of Texas Health Science Center, Houston",,NCT04397744,maria e fernandez,maria
Principal Investigator,Lara Savas,"The University of Texas Health Science Center, Houston",,NCT04426019,lara savas,lara
Principal Investigator,"Dirk Rades, MD","Department of Radiation Oncology, University of Lübeck, Germany",,NCT04335409,dirk rades,dirk
Principal Investigator,"Binghe Xu, MD",Chinese Academy of Medical Sciences and Peking Union Medical Colledge,,NCT04433494,binghe xu,binghe
Principal Investigator,"Heiddis Valdimarsdottir, PhD",Reykjavik University,,NCT04418856,heiddis valdimarsdottir,heiddis
Study Director,"Birna Baldursdottir, PhD",Reykjavik University,,NCT04418856,birna baldursdottir,birna
Study Director,"Hege Kersten, PhD",Sykehuset Telemark,,NCT04273464,hege kersten,hege
Principal Investigator,"Deepa Sheth, MD",University of Chicago Medicine,,NCT04341129,deepa sheth,deepa
Study Chair,Marian Gutowski,Institut du Cancer de Montpellier,,NCT04342546,marian gutowski,marian
Principal Investigator,Wonshik Han,Seoul National University Hospital,,NCT04303715,wonshik han,wonshik
Principal Investigator,"Thessa R Friebel, MSc",Mid Essex NHS trust,,NCT04350411,thessa r friebel,thessa
Study Director,"Matthew Griffiths, MBBS, MD",Mid Essex NHS trust,,NCT04350411,matthew griffiths,matthew
Study Director,"Selim Cellek, MD, PhD",Anglia Ruskin University,,NCT04350411,selim cellek,selim
Principal Investigator,"Don S Dizon, MD",Rhode Island Hospital,,NCT04221607,don s dizon,don
Principal Investigator,"Shane Gallagher, MSc",Study Principal Investigator,,NCT04435639,shane gallagher,shane
Principal Investigator,"Montse Garcia, PhD",Catalan Institute of Oncology,,NCT04343950,montse garcia,montse
Principal Investigator,"William Eward, MD",Duke University,,NCT04389281,william eward,william
Principal Investigator,"Mary L. (Nora) Disis, MD",UW Medicine Seattle,,NCT04246671,mary l. (nora) disis,mary
Principal Investigator,"Andrzej Piatkowski de Grzymala, MD, MSc",Maastricht University Medical Center,,NCT04261829,andrzej piatkowski de grzymala,andrzej
Principal Investigator,"Lisa Cadmus-Bertram, Ph.D.","University of Wisconsin, Madison",,NCT04262180,lisa cadmus-bertram,lisa
Principal Investigator,"Siobhan Phillips, Ph.D., MPH","Northwestern University, Chicago",,NCT04262180,siobhan phillips,siobhan
Principal Investigator,Pooja P Advani,Mayo Clinic,,NCT04256512,pooja p advani,pooja
Principal Investigator,"Catharine Wang, PhD",BU School of Public Health,,NCT04407611,catharine wang,catharine
Principal Investigator,"Maria C. Katapodi, PhD","Department of Clinical Research, University of Basel",,NCT04214210,maria c. katapodi,maria
Study Director,"Jin Jin, Ph.D.",ADLAI NORTYE USA INC.,,NCT04432857,jin jin,jin
Principal Investigator,"Farshad SeyedNejad, MD",Tabriz University of Medical Sciences,,NCT04239560,farshad seyednejad,farshad
Principal Investigator,"Huma Rana, MD",Dana-Farber Cancer Institute,,NCT04330716,huma rana,huma
Principal Investigator,"Gayathri Nagaraj, MD",Loma Linda University Cancer Center,,NCT04266353,gayathri nagaraj,gayathri
Principal Investigator,Ian E Krop,ECOG-ACRIN Cancer Research Group,,NCT04439175,ian e krop,ian
Principal Investigator,"María Torres-Lacomba, PhD",University of Alcalá,,NCT04338334,maría torres-lacomba,maría
Principal Investigator,Allison Magnuson,University of Rochester,,NCT04230941,allison magnuson,allison
Study Chair,"Erik H Jakobsen, MD",Vejle Hospital,,NCT04440930,erik h jakobsen,erik
Study Director,"Reshma Rangwala, MD",Genmab,,NCT04424641,reshma rangwala,reshma
Principal Investigator,"Xiaonan Cui, MD,PhD",The First Affiliated Hospital of Dalian Medical University,,NCT04215861,xiaonan cui,xiaonan
Study Director,"Christina May Moran de Brito, MD, PhD",Instituto do Câncer do Estado de São Paulo,,NCT04267315,christina may moran de brito,christina
Study Director,"Robert Stagg, PharmD",Tempest Therapeutics,,NCT04344795,robert stagg,robert
Principal Investigator,Jose A Rauh-Hain,M.D. Anderson Cancer Center,,NCT04257045,jose a rauh-hain,jose
Study Director,Medical Monitor,Asana BioSciences,,NCT04410224,medical monitor,medical
Principal Investigator,"Yulei Jiang, Ph.D",University of Chicago,,NCT04260620,yulei jiang,yulei
Study Director,"Michael Kurman, MD",Acepodia Biotech Inc.,,NCT04319757,michael kurman,michael
Study Director,"Ocellaris Pharma, Inc","Ocellaris Pharma, Inc.",,NCT04260802,ocellaris pharma,ocellaris
Principal Investigator,"Shiraz I Mishra, MBBS, PhD",University of New Mexico School of Medicine,,NCT04259762,shiraz i mishra,shiraz
Principal Investigator,"Marisa Weiss, MD",Main Line Health System,,NCT04398446,marisa weiss,marisa
Principal Investigator,Bijan Najafi,Baylor College of Medicine,,NCT04307355,bijan najafi,bijan
Principal Investigator,"Karen Sepucha, PhD",Massachusetts General Hospital,,NCT04317690,karen sepucha,karen
Principal Investigator,"Udo Rudloff, M.D.",National Cancer Institute (NCI),,NCT04222413,udo rudloff,udo
Principal Investigator,"Jason L. Vassy, MD, MPH, SM",Harvard Medical School,,NCT04331535,jason l. vassy,jason
Principal Investigator,"Jyu-Lin Chen, RN, PhD","University of California, San Francisco",,NCT04326660,jyu-lin chen,jyu-lin
Principal Investigator,"Jia Guo, RN, PhD",Central South Univeristy,,NCT04326660,jia guo,jia
Study Director,"Robert Sikorski, MD, PhD",Bolt Biotherapeutics,,NCT04278144,robert sikorski,robert
Study Director,"John Goldberg, MD","Oncorus, Inc.",,NCT04348916,john goldberg,john
Principal Investigator,Géry LAMBLIN,"Gynaecology Department, Hôpital Femme Mère Enfant Hospices Civils de Lyon",,NCT04351139,géry lamblin,géry
Principal Investigator,Peter Schmid,Queen Mary University of London,,NCT04285996,peter schmid,peter
Principal Investigator,John Marshall,Queen Mary University of London,,NCT04285996,john marshall,john
Principal Investigator,"Janessa Laskin, MD",BC Cancer,,NCT04273061,janessa laskin,janessa
Principal Investigator,"Matthieu Picard, M.D.",Ciusss de L'Est de l'Île de Montréal,,NCT04237090,matthieu picard,matthieu
Study Director,"Natalya Nazarenko, MD","Seattle Genetics, Inc.",,NCT04389632,natalya nazarenko,natalya
Principal Investigator,Virginie Bichon,"AP-HP, Hôpital Européen Georges Pompidou, Paris",,NCT04235556,virginie bichon,virginie
Principal Investigator,"Aadel Chaudhuri, M.D., Ph.D.",Washington University School of Medicine,,NCT04354064,aadel chaudhuri,aadel
Study Chair,"Rui Henrique, PhD",IPO-Porto,,NCT04298398,rui henrique,rui
Study Director,"Carmen Jerónimo, PhD",IPO-Porto,,NCT04298398,carmen jerónimo,carmen
Study Director,"Eunice Silva, PhD",IPO-Porto,,NCT04298398,eunice silva,eunice
Study Director,"Goreti Sales, PhD",ISEP-Biomark (Polytecnic Institute of Porto),,NCT04298398,goreti sales,goreti
Principal Investigator,"Sarah Sammons, MD",Duke University,,NCT04434560,sarah sammons,sarah
