role,name,affiliation,address,trial_id,processed_name,first_name,gender,gender_probability,gender_sample_count,Rank,NCT Number,Title,Status,Study Results,Conditions,Interventions,First Posted,Locations,URL
Principal Investigator,"Guillaume DEBELLEMANIERE, MD",Fondation Adolphe de Rothschild,,NCT04345159,guillaume debellemaniere,guillaume,male,0.99,58261,1810,NCT04345159,Association Between Long-term Hydroxychloroquine Treatment and Outcome of a History of Symptoms Suggestive of COVID-19 Infection During the Epidemic Period in France in Patients With Autoimmune Disease,"Active, not recruiting",No Results Available,SARS-CoV-2|Systemic Lupus Erythematosus|Rheumatoid Arthritis|Sjogren's Syndrome|Psoriatic Arthritis,Other: Questionnaire by phone call,"April 14, 2020","Fondation Adolphe de Rothschild, Paris, France",https://ClinicalTrials.gov/show/NCT04345159
Study Director,"Guillaume CAYLA, MD",Hôpital Universitaire Carémeau,,NCT04357314,guillaume cayla,guillaume,male,0.99,58261,2069,NCT04357314,Myocardial Infarction Rates Overview During COVID-19 Pandemic In France: MODIF Study,Not yet recruiting,No Results Available,Myocardial Infarction,,"April 22, 2020",,https://ClinicalTrials.gov/show/NCT04357314
Principal Investigator,"Guillaume BONNET, MD",Inserm 970,,NCT04357314,guillaume bonnet,guillaume,male,0.99,58261,2069,NCT04357314,Myocardial Infarction Rates Overview During COVID-19 Pandemic In France: MODIF Study,Not yet recruiting,No Results Available,Myocardial Infarction,,"April 22, 2020",,https://ClinicalTrials.gov/show/NCT04357314
Study Director,Novartis pharmaceuticals,Novartis Pharmaceuticals,,NCT04382053,novartis pharmaceuticals,novartis,male,1.0,4,195,NCT04382053,Study of Efficacy and Safety of DV890 in Patients With COVID-19 Pneumonia,Recruiting,No Results Available,"COVID 19 Pneumonia, Impaired Respiratory Function",Drug: DFV890|Drug: Standard of Care (SoC),"May 11, 2020","Novartis Investigative Site, Copenhagen, Denmark|Novartis Investigative Site, Hvidovre, Denmark|Novartis Investigative Site, Heidelberg, Baden-Württemberg, Germany|Novartis Investigative Site, Regensburg, Bavaria, Germany|Novartis Investigative Site, Bonn, Germany|Novartis Investigative Site, Hannover, Germany|Novartis Investigative Site, Wuerzburg, Germany|Novartis Investigative Site, Budapest, Hungary|Novartis Investigative Site, Budapest, Hungary",https://ClinicalTrials.gov/show/NCT04382053
Study Director,Novartis Pharmaceuticals,Novartis Pharmaceuticals,,NCT04362137,novartis pharmaceuticals,novartis,male,1.0,4,831,NCT04362137,"Phase 3 Randomized, Double-blind, Placebo-controlled Multi-center Study to Assess the Efficacy and Safety of Ruxolitinib in Patients With COVID-19 Associated Cytokine Storm (RUXCOVID)",Recruiting,No Results Available,Cytokine Storm (Covid-19),Drug: Ruxolitinib|Drug: Placebo,"April 24, 2020","Novartis Investigative Site, Aurora, Colorado, United States|Novartis Investigative Site, Stamford, Connecticut, United States|Novartis Investigative Site, Boston, Massachusetts, United States|Novartis Investigative Site, Ann Arbor, Michigan, United States|Novartis Investigative Site, Newark, New Jersey, United States|Novartis Investigative Site, New York, New York, United States|Novartis Investigative Site, Seattle, Washington, United States|Novartis Investigative Site, Madison, Wisconsin, United States|Novartis Investigative Site, Aachen, Germany|Novartis Investigative Site, Lubeck, Germany|Novartis Investigative Site, Muenchen, Germany|Novartis Investigative Site, Nuernberg, Germany|Novartis Investigative Site, Bologna, BO, Italy|Novartis Investigative Site, Firenze, FI, Italy|Novartis Investigative Site, Milano, MI, Italy|Novartis Investigative Site, Rozzano, MI, Italy|Novartis Investigative Site, Barnaul, Russian Federation|Novartis Investigative Site, Moscow, Russian Federation|Novartis Investigative Site, Ryazan, Russian Federation|Novartis Investigative Site, Saint Petersburg, Russian Federation|Novartis Investigative Site, Sestroretsk, Russian Federation|Novartis Investigative Site, St Petersburg, Russian Federation|Novartis Investigative Site, Salamanca, Castilla Y Leon, Spain|Novartis Investigative Site, Barcelona, Cataluna, Spain|Novartis Investigative Site, Madrid, Spain|Novartis Investigative Site, Blackpool, United Kingdom|Novartis Investigative Site, Harrow, United Kingdom|Novartis Investigative Site, Leeds, United Kingdom|Novartis Investigative Site, London, United Kingdom|Novartis Investigative Site, London, United Kingdom|Novartis Investigative Site, Manchester, United Kingdom",https://ClinicalTrials.gov/show/NCT04362137
Study Director,Novartis Pharmaceuticals,Novartis Pharmaceuticals,,NCT04337359,novartis pharmaceuticals,novartis,male,1.0,4,875,NCT04337359,Ruxolitinib Managed Access Program (MAP) for Patients Diagnosed With Severe/Very Severe COVID-19 Illness,Available,No Results Available,Severe/Very Severe COVID-19 Illness,Drug: Ruxolitinib,"April 7, 2020",,https://ClinicalTrials.gov/show/NCT04337359
Study Director,Novartis Pharmaceuticals,Novartis Pharmaceuticals,,NCT04382651,novartis pharmaceuticals,novartis,male,1.0,4,893,NCT04382651,Study of Efficacy and Safety of MAS825 in Patients With COVID-19,Recruiting,No Results Available,"COVID-19 Pneumonia, Impaired Respiratory Function",Drug: MAS825|Drug: Matching placebo,"May 11, 2020","Novartis Investigative Site, Chula Vista, California, United States|Novartis Investigative Site, La Mesa, California, United States|Novartis Investigative Site, Mission Hills, California, United States|Novartis Investigative Site, Santa Monica, California, United States|Novartis Investigative Site, Torrance, California, United States|Novartis Investigative Site, Columbus, Ohio, United States",https://ClinicalTrials.gov/show/NCT04382651
Principal Investigator,"Eric J Lenze, MD",Washington University School of Medicine,,NCT04342663,eric j lenze,eric,male,0.99,135071,196,NCT04342663,"A Double-blind, Placebo-controlled Clinical Trial of Fluvoxamine for Symptomatic Individuals With COVID-19 Infection",Recruiting,No Results Available,COVID 19|Coronavirus,Drug: Fluvoxamine|Drug: Placebo,"April 13, 2020","BJC, Belleville, Illinois, United States|Washington University School of Medicine, Saint Louis, Missouri, United States",https://ClinicalTrials.gov/show/NCT04342663
Principal Investigator,"Eric CUA, MD",Centre Hospitalier Universitaire de Nice,,NCT04393038,eric cua,eric,male,0.99,135071,272,NCT04393038,ABX464 in Treating Inflammation and Preventing Acute Respiratory Failure in Patients With COVID-19,Recruiting,No Results Available,COVID-19,Drug: ABX464|Drug: Placebo,"May 19, 2020","Centre Hospitalier Universitaire de Nice, Nice, France",https://ClinicalTrials.gov/show/NCT04393038
Principal Investigator,Eric Adehossi,Hôpital Général de Référence de Niamey,,NCT04409483,eric adehossi,eric,male,0.99,135071,628,NCT04409483,Evaluation of Additional Treatments for COVID-19: a Randomized Trial in Niger,Not yet recruiting,No Results Available,Covid-19,Drug: Lopinavir-Ritonavir Drug Combination|Combination Product: Standard Care,"June 1, 2020",,https://ClinicalTrials.gov/show/NCT04409483
Study Director,Rebecca F Grais,Epicentre,,NCT04409483,rebecca f grais,rebecca,female,0.98,36835,628,NCT04409483,Evaluation of Additional Treatments for COVID-19: a Randomized Trial in Niger,Not yet recruiting,No Results Available,Covid-19,Drug: Lopinavir-Ritonavir Drug Combination|Combination Product: Standard Care,"June 1, 2020",,https://ClinicalTrials.gov/show/NCT04409483
Study Director,"Eric L Sievers, MD",Chief Medical Officer,,NCT04334980,eric l sievers,eric,male,0.99,135071,778,NCT04334980,"Evaluating the Safety, Tolerability and Immunogenicity of bacTRL-Spike Vaccine for Prevention of COVID-19",Not yet recruiting,No Results Available,COVID-19,Biological: bacTRL-Spike|Other: Placebo,"April 6, 2020","Vaccine Evaluation Center, BC Children's Hospital Research Institute, University of British Columbia., Vancouver, British Columbia, Canada|Canadian Center for Vaccinology Dalhousie University, IWK Health Centre, Halifax, Nova Scotia, Canada",https://ClinicalTrials.gov/show/NCT04334980
Principal Investigator,"Joanne Langley, MD, FRCPSC",Principal Investigator,,NCT04334980,joanne langley,joanne,female,0.98,12034,778,NCT04334980,"Evaluating the Safety, Tolerability and Immunogenicity of bacTRL-Spike Vaccine for Prevention of COVID-19",Not yet recruiting,No Results Available,COVID-19,Biological: bacTRL-Spike|Other: Placebo,"April 6, 2020","Vaccine Evaluation Center, BC Children's Hospital Research Institute, University of British Columbia., Vancouver, British Columbia, Canada|Canadian Center for Vaccinology Dalhousie University, IWK Health Centre, Halifax, Nova Scotia, Canada",https://ClinicalTrials.gov/show/NCT04334980
Study Chair,"Manish Sadarangani, MRCPCH, DPHIL",Principal Investigator,,NCT04334980,manish sadarangani,manish,male,0.99,3879,778,NCT04334980,"Evaluating the Safety, Tolerability and Immunogenicity of bacTRL-Spike Vaccine for Prevention of COVID-19",Not yet recruiting,No Results Available,COVID-19,Biological: bacTRL-Spike|Other: Placebo,"April 6, 2020","Vaccine Evaluation Center, BC Children's Hospital Research Institute, University of British Columbia., Vancouver, British Columbia, Canada|Canadian Center for Vaccinology Dalhousie University, IWK Health Centre, Halifax, Nova Scotia, Canada",https://ClinicalTrials.gov/show/NCT04334980
Principal Investigator,"Eric Raymond, MD",Groupe Hospitalier Paris Saint Joseph,,NCT04437719,eric raymond,eric,male,0.99,135071,1267,NCT04437719,"Prospective Cohort Study to Describe the Clinical Characteristics of COVID-19, the Acquired Immune Response and the Biological and Clinical Parameters of Patients Followed in Oncology by the Saint-Joseph Hospital Group for a Period of 6 Months During the COVID-19 Pandemic",Not yet recruiting,No Results Available,Oncology|COVID-19,Other: Obvio-19 app,"June 18, 2020","Groupe Hospitalier Paris Saint-Joseph, Paris, France",https://ClinicalTrials.gov/show/NCT04437719
Principal Investigator,"Eric Hachulla, MD,PhD","University Hospital, Lille",,NCT04353609,eric hachulla,eric,male,0.99,135071,1497,NCT04353609,"Covid-19 in Patients With Chronic Inflammatory Rheumatism, Auto-immune or Auto-inflammatory Rare and Non-rare Diseases",Recruiting,No Results Available,Sars-CoV2|Chronic Inflammatory Rheumatism|Autoimmune Diseases,,"April 20, 2020","Hôpital Huriez, Lille, France",https://ClinicalTrials.gov/show/NCT04353609
Principal Investigator,"Eric LACHASSINNE, MD",Assistance Publique - Hôpitaux de Paris,,NCT04413968,eric lachassinne,eric,male,0.99,135071,1605,NCT04413968,"COVID-19 Infection and Transmission in Exposed, Confined and Community-based Infants",Not yet recruiting,No Results Available,Coronavirus|Coronavirus Infection|Covid19|Sars-CoV2,Diagnostic Test: Rapid detection test|Diagnostic Test: Nasopharyngeal swab|Diagnostic Test: Stool collection,"June 4, 2020",,https://ClinicalTrials.gov/show/NCT04413968
Principal Investigator,"Eric Delaporte, MD, PhD","IRD, Inserm, University of Montpellier",,NCT04371835,eric delaporte,eric,male,0.99,135071,1827,NCT04371835,COHIVE: Coronavirus (COVID-19) Outcomes in HIV Evaluation in Resource Limited Settings,Not yet recruiting,No Results Available,HIV-infection/Aids|Coronavirus Infection,,"May 1, 2020",,https://ClinicalTrials.gov/show/NCT04371835
Principal Investigator,"Alexandra Calmy, MD, PhD","University Hospital, Geneva",,NCT04371835,alexandra calmy,alexandra,female,0.98,122985,1827,NCT04371835,COHIVE: Coronavirus (COVID-19) Outcomes in HIV Evaluation in Resource Limited Settings,Not yet recruiting,No Results Available,HIV-infection/Aids|Coronavirus Infection,,"May 1, 2020",,https://ClinicalTrials.gov/show/NCT04371835
Study Chair,"Mark Polizzotto, MD, PhD",Kirby Institute,,NCT04371835,mark polizzotto,mark,male,0.99,119313,1827,NCT04371835,COHIVE: Coronavirus (COVID-19) Outcomes in HIV Evaluation in Resource Limited Settings,Not yet recruiting,No Results Available,HIV-infection/Aids|Coronavirus Infection,,"May 1, 2020",,https://ClinicalTrials.gov/show/NCT04371835
Principal Investigator,"Francois WD Venter, MD",Wits Reproductive Health and HIV Institute,,NCT04371835,francois wd venter,francois,male,0.98,26836,1827,NCT04371835,COHIVE: Coronavirus (COVID-19) Outcomes in HIV Evaluation in Resource Limited Settings,Not yet recruiting,No Results Available,HIV-infection/Aids|Coronavirus Infection,,"May 1, 2020",,https://ClinicalTrials.gov/show/NCT04371835
Principal Investigator,"Saye Khoo, MD, PhD",University of Liverpool,,NCT04371835,saye khoo,saye,female,0.7,194,1827,NCT04371835,COHIVE: Coronavirus (COVID-19) Outcomes in HIV Evaluation in Resource Limited Settings,Not yet recruiting,No Results Available,HIV-infection/Aids|Coronavirus Infection,,"May 1, 2020",,https://ClinicalTrials.gov/show/NCT04371835
Principal Investigator,"Emmanuelle Papot, MD",Kirby Institute,,NCT04371835,emmanuelle papot,emmanuelle,female,0.97,14356,1827,NCT04371835,COHIVE: Coronavirus (COVID-19) Outcomes in HIV Evaluation in Resource Limited Settings,Not yet recruiting,No Results Available,HIV-infection/Aids|Coronavirus Infection,,"May 1, 2020",,https://ClinicalTrials.gov/show/NCT04371835
Principal Investigator,"Joana Woods, MD",Wits Reproductive Health and HIV Institute,,NCT04371835,joana woods,joana,female,0.97,29349,1827,NCT04371835,COHIVE: Coronavirus (COVID-19) Outcomes in HIV Evaluation in Resource Limited Settings,Not yet recruiting,No Results Available,HIV-infection/Aids|Coronavirus Infection,,"May 1, 2020",,https://ClinicalTrials.gov/show/NCT04371835
Principal Investigator,"Manaf Al Qahtani, Dr.",Royal College of Surgeons in Ireland - Bahrain,,NCT04356534,manaf al qahtani,manaf,male,0.95,304,198,NCT04356534,Convalescent Plasma Trial in COVID -19 Patients,Recruiting,No Results Available,SARS-CoV 2|COVID-19,Other: plasma therapy using convalescent plasma with antibody against SARS-CoV-2|Other: Routine care for COVID-19 patients,"April 22, 2020","Royal College of Surgeons in Ireland - Bahrain, Manama, Bahrain",https://ClinicalTrials.gov/show/NCT04356534
Principal Investigator,"Manaf Al Qahtani, Dr.",Royal College of Surgeons in Ireland - Bahrain,,NCT04387760,manaf al qahtani,manaf,male,0.95,304,237,NCT04387760,Favipiravir vs Hydroxychloroquine in COVID -19,Not yet recruiting,No Results Available,SARS-CoV 2|COVID-19,Drug: Hydroxychloroquine|Drug: Favipiravir|Other: Routine care for COVID-19 patients,"May 14, 2020","Royal College of Surgeons in Ireland - Bahrain, Manama, Bahrain",https://ClinicalTrials.gov/show/NCT04387760
Principal Investigator,"Giuliano Rizzardini, Md",ASST Fatebenefratelli Sacco,,NCT04336904,giuliano rizzardini,giuliano,male,0.99,8715,199,NCT04336904,Clinical Study To Evaluate The Performance And Safety Of Favipiravir in COVID-19,"Active, not recruiting",No Results Available,COVID-19,Drug: Favipiravir|Other: Placebo,"April 7, 2020","Asst Fatebenefratelli Sacco, Milano, Italy",https://ClinicalTrials.gov/show/NCT04336904
Principal Investigator,"Karine LACOMBE, PU-PH",Assistance Publique - Hôpitaux de Paris,,NCT04345991,karine lacombe,karine,female,0.99,56339,200,NCT04345991,"Efficacy of Convalescent Plasma to Treat COVID-19 Patients, a Nested Trial in the CORIMUNO-19 Cohort",Recruiting,No Results Available,Covid19,Drug: Transfusion of COVID-19 convalescent plasma,"April 15, 2020","SMIT, Saint Antoine hospital, Paris, France",https://ClinicalTrials.gov/show/NCT04345991
Principal Investigator,"Karine Faure, MD,PhD","University Hospital, Lille",,NCT04372082,karine faure,karine,female,0.99,56339,1251,NCT04372082,Hydroxychloroquine or Diltiazem-Niclosamide for the Treatment of COVID-19,Not yet recruiting,No Results Available,Sars-CoV2,Other: Standard of care (SOC)|Drug: Hydroxychloroquine|Drug: Association of diltiazem and niclosamide,"May 1, 2020",,https://ClinicalTrials.gov/show/NCT04372082
Principal Investigator,Jose Antonio Pérez Molina,Hospital Universitario Ramón y Cajal,,NCT04445272,jose antonio pérez molina,jose,male,0.98,451671,201,NCT04445272,Clinical Trial to Evaluate the Effectiveness and Safety of Tocilizumab for Treating Patients With COVID-19 Pneumonia,Recruiting,No Results Available,COVID-19,Drug: Tocilizumab,"June 24, 2020","Hospital Universitario de Cabueñes, Gijón, Asturias, Spain|Hospital Universitario Central Asturias, Oviedo, Asturias, Spain|Hospital Universitari de Bellvitge, L'Hospitalet De Llobregat, Barcelona, Spain|Hospital Sant Joan de Déu de Manresa, Manresa, Barcelona, Spain|Hospital de Mataró, Mataró, Barcelona, Spain|Hospital Universitario de Galdakao, Galdakao, Bizkaia, Spain|Hospital Universitario Marqués Valdecilla, Santander, Cantabria, Spain|Hospital Público General del Tomelloso, Tomelloso, Ciudad Real, Spain|Hospital Jerez de la Frontera, Jerez De La Frontera, Cádiz, Spain|Hospital Universitari Son Espases, Palma De Mallorca, Islas Baleares, Spain|Hospital Universitario Fundación Alcorcón, Alcorcón, Madrid, Spain|Hospital Universitario de Fuenlabrada, Fuenlabrada, Madrid, Spain|Hospital Universitario de Getafe, Getafe, Madrid, Spain|Hospital Universitario de Getafe, Getafe, Madrid, Spain|Hospital Rey Juan Carlos, Móstoles, Madrid, Spain|Hospital Universitario Rey Juan Carlos, Móstoles, Madrid, Spain|Hospital Universitario Infanta Sofía, San Sebastián De Los Reyes, Madrid, Spain|Complejo Hospitalario de Navarra, Pamplona, Navarra, Spain|Hospital Nuestra Señora del Prado, Talavera De La Reina, Toledo, Spain|Complejo Hospitalario Universitario de Albacete, Albacete, Spain|Hospital Infanta Cristina, Badajoz, Spain|Hospital Clínic i Provincial Barcelona, Barcelona, Spain|Hospital de la Santa Creu i Sant Pau, Barcelona, Spain|Hospital Universitario de Burgos, Burgos, Spain|Hospital General Universitario de Ciudad Real, Ciudad Real, Spain|Hospital San Pedro Alcántara, Cáceres, Spain|Hospital Universitario Dr. Josep Trueta, Gerona, Spain|Hospital Universitario Clínico San Cecilio, Granada, Spain|Hospital Universitario Virgen de las Nieves, Granada, Spain|Hospital General Universitario Gregorio Marañón, Madrid, Spain|Hospital Universitario 12 de Octubre, Madrid, Spain|Hospital Universitario Fundación Jiménez Díaz, Madrid, Spain|Hospital Universitario HM Sanchinarro, Madrid, Spain|Hospital Universitario Infanta Leonor, Madrid, Spain|Hospital Universitario Ramón y Cajal, Madrid, Spain|Hospital Clínico Universitario Virgen de la Arrixaca, Murcia, Spain|Hospital Regional Universitario de Málaga, Málaga, Spain|Complexo Hospitalario Universitario de Ourense, Orense, Spain|Hospital Universitario Salamanca, Salamanca, Spain|Hospital Universitario Virgen de la Macarena, Sevilla, Spain|Hospital Universitario Virgen del Rocío, Sevilla, Spain|Hospital Virgen de la Salud, Toledo, Spain|Hospital Clinico Universitario de Valencia, Valencia, Spain|Hospital Universitari i Poliectenic La Fe, Valencia, Spain|Hospital Universitario Dr. Peset, Valencia, Spain|Hospital Clínico Universitario Lozano Blesa, Zaragoza, Spain|Hospital Universitario Miguel Servet, Zaragoza, Spain",https://ClinicalTrials.gov/show/NCT04445272
Principal Investigator,"Jose Ramón Arribas, MD",H. Univ. La Paz,,NCT04355871,jose ramón arribas,jose,male,0.98,451671,264,NCT04355871,Characteristics and Outcomes of Hospitalized Patients With COVID-19 in Spain,Completed,No Results Available,Covid19,,"April 21, 2020","Comp. Hosp. Univ. A Coruña, A Coruña, Spain|H. Quiron A Coruña, A Coruña, Spain|H. de Alcaniz, Alcañiz, Spain|H. Gral Univ. de Alicante, Alicante, Spain|H. Univ. San Juan de Alicante, Alicante, Spain|H. Univ. de la Ribera, Alzira, Spain|H. Santos Reyes, Aranda De Duero, Spain|H. Dr. Jose Molina Orosa, Arrecife, Spain|Consorcio Sanitari Integral (CAIDM), Barcelona, Spain|H. Clinic, Barcelona, Spain|H. del Mar, Barcelona, Spain|H. Parc Sanitari Sant Joan de Deu, Barcelona, Spain|H. Santa Creu y Sant Pau, Barcelona, Spain|H. Univ. de Bellvitge, Barcelona, Spain|H. Vall d'Hebron, Barcelona, Spain|Hospital CIMA-Sanitas, Barcelona, Spain|SCIAS H. de Barcelona, Barcelona, Spain|H. Clinica de Benidorm, Benidorm, Spain|H. de Cruces, Bilbao, Spain|H. San Eloy_Barakaldo, Bilbao, Spain|H. Univ. de Basurto, Bilbao, Spain|H. Urduliz-Alfredo Espinosa, Bilbao, Spain|H. Gral de La Palma, Breña Alta, Spain|H. de Puerto Real, Cadiz, Spain|H. de Calahorra, Calahorra, Spain|H. Sant Jaume de Calella, Calella, Spain|H. Univ Santa Lucia, Cartagena, Spain|H. Univ de Henares, Coslada, Spain|Hospital Marina Salud de Dénia, Denia, Spain|Hospital Don Benito-Villanueva de la Serena, Don Benito, Spain|H. Gral Univ. de Elche, Elche, Spain|H. Univ. del Vinalopo, Elche, Spain|Comp. Hospt. Univ. de Ferrol, Ferrol, Spain|H. Francesc de Borja, Gandia, Spain|H. de Figueres, Gerona, Spain|H. Comarcal de Blanes, Girona, Spain|H. Josep Trueta, Girona, Spain|H. Clinico San Cecilio, Granada, Spain|Hospital HLA Inmaculada, Granada, Spain|H. de Guadalajara, Guadalajara, Spain|H. de Guadarrama, Guadarrama, Spain|H. Juan Ramón Jiménez, Huelva, Spain|H. Riotinto, Huelva, Spain|H. Can Misses, Ibiza, Spain|H. Universitario de Jaén, Jaén, Spain|H. Univ. de Jerez de la Frontera, Jerez De La Frontera, Spain|H. Univ Insular de Gran Canaria, Las Palmas De Gran Canaria, Spain|H. Universitario de Gran Canaria Dr. Negrin, Las Palmas De Gran Canaria, Spain|H. Univ. Severo Ochoa, Leganés, Spain|H. San Pedro, Logroño, Spain|H. Univ. Menez Rafael Mendez, Lorca, Spain|H. Lucus Augusti, Lugo, Spain|H. 12 de Octubre, Madrid, Spain|H. Clinica Univ. de Navarra_ Campus Madrid, Madrid, Spain|H. Clinico San Carlos, Madrid, Spain|H. Fundacion Jiménez Díaz, Madrid, Spain|H. Gral de la Defensa Gomez Ulla, Madrid, Spain|H. HLA Univ. Moncloa, Madrid, Spain|H. HM Sanchinarro, Madrid, Spain|H. Puerta de Hierro, Madrid, Spain|H. Univ HM Madrid, Madrid, Spain|H. Univ Principe de Asturias, Madrid, Spain|H. Univ. de Alcorcón, Madrid, Spain|H. Univ. de Getafe, Madrid, Spain|H. Univ. de Móstoles, Madrid, Spain|H. Univ. Gregorio Marañon, Madrid, Spain|H. Univ. HM Monteprincipe, Madrid, Spain|H. UNiv. HM Puerta del Sur, Madrid, Spain|H. Univ. Infanta Leonor, Madrid, Spain|H. Univ. La Paz, Madrid, Spain|H. Univ. La Princesa, Madrid, Spain|H. Univ. Ramón y Cajal, Madrid, Spain|H. Univ. Rey Juan Carlos, Madrid, Spain|H. Costa del Sol, Marbella, Spain|H. de Mataro, Mataró, Spain|H. de Melilla, Melilla, Spain|H. de Mendaro, Mendaro, Spain|Hospital Alto Deba, Mondragón, Spain|H. Virgen de la Arrixaca, Murcia, Spain|H. Marbella Internacional, Málaga, Spain|H. Virgen de la Victoria, Málaga, Spain|H. Vega Baja, Orihuela, Spain|H. Univ. Central de Asturias, Oviedo, Spain|H. de Palamos, Palamós, Spain|H. Son Espases, Palma De Mallorca, Spain|H. Son Llatzer, Palma De Mallorca, Spain|H. Clinica Univ. Navarra, Pamplona, Spain|H. Virgen del Puerto, Plasencia, Spain|H. El Bierzo, Ponferrada, Spain|H. Do Salnes, Pontevedra, Spain|H. UNiv. Los Arcos del Mar Menor, Pozo Aledo, Spain|H. Santa Barbara, Puertollano, Spain|H. Parc Tauli, Sabadell, Spain|Complejo Asist. Univ. de Salamanca, Salamanca, Spain|H. Infanta Sofia, San Sebastián De Los Reyes, Spain|H. de Donostia, San Sebastián, Spain|H. de l'Esperit Sant, Santa Coloma De Gramenet, Spain|H. Univ. Marques de Valdecilla, Santander, Spain|H. Clinico Univ. Santiago de Compostela, Santiago De Compostela, Spain|H. Univ de Valme, Sevilla, Spain|H. Univ. Virgen del Rocio, Sevilla, Spain|H. Univ. Virgen Macarena, Sevilla, Spain|H. Virgen Macarena, Sevilla, Spain|H. Univ Joan XXIII, Tarragona, Spain|H. U. de Canarias, Tenerife, Spain|H. Univ. Nuestra Sra. de la Candelaria, Tenerife, Spain|H. Mutua de Terrasa, Terrassa, Spain|Complejo Hospitalario Virgen de la Salud, Toledo, Spain|H. Univ. HM Torrelodones, Torrelodones, Spain|H. Quiron Salud Torrevieja, Torrevieja, Spain|H. Virgen de la Cinta, Tortosa, Spain|H. Reina Sofia de Tudela, Tudela, Spain|H. Arnau de Vilanova-Lliria, Valencia, Spain|H. Clinico Univ. de Valencia, Valencia, Spain|H. de Sagunto, Valencia, Spain|H. Univ. y Polit. La Fe, Valencia, Spain|H. Clin. Univ. de Valladolid, Valladolid, Spain|H. Rio Hortega, Valladolid, Spain|H. Alvaro Cunqueiro, Vigo, Spain|H. de Viladecans, Viladecans, Spain|H. de la Marina Baixa, Villajoyosa, Spain|Hospital de la Plana, Villareal, Spain|H. Univ de Alava, Vitoria, Spain|H. Virgen de la Concha, Zamora, Spain|H. Lozano Blesa, Zaragoza, Spain|H. Miguel Servet, Zaragoza, Spain|H. Ntra. Sra. de Gracia, Zaragoza, Spain|Complejo Asistencial de Avila, Ávila, Spain",https://ClinicalTrials.gov/show/NCT04355871
