role,name,affiliation,address,trial_id,processed_name,first_name
Study Director,Clinical Reporting Anchor and Disclosure (1452),Novo Nordisk A/S,,NCT04032197,clinical reporting anchor and disclosure (1452),clinical
Study Director,Clinical Reporting Anchor and Disclosure (1452),Novo Nordisk A/S,,NCT04109547,clinical reporting anchor and disclosure (1452),clinical
Principal Investigator,"Michelle L Litchman, PhD, FNP-BC",University of Utah College of Nursing,,NCT03799796,michelle l litchman,michelle
Study Director,Clinical Reporting Anchor and Disclosure (1452),Novo Nordisk A/S,,NCT04017832,clinical reporting anchor and disclosure (1452),clinical
Principal Investigator,Alvin Mushlin,Weill Cornell Medical College/Memorial Sloan Kettering Cancer Center,,NCT03921242,alvin mushlin,alvin
Study Director,Cristobal Morales Portillo,Hospital Universitario Virgen Macarena,,NCT04149067,cristobal morales portillo,cristobal
Study Director,Clinical Reporting Anchor and Disclosure (1452),Novo Nordisk A/S,,NCT03960814,clinical reporting anchor and disclosure (1452),clinical
Principal Investigator,"Andreas Pfuetzner, Prof. Dr. Dr.",Pfützner Science & Health Institute GmbH,,NCT04030091,andreas pfuetzner,andreas
Principal Investigator,"Olga A Miroshnichenko, PhD",Saint Petersburg State Diagnostic Center № 85,,NCT04012775,olga a miroshnichenko,olga
Study Chair,"Kimberly G Brodovicz, (203) 448-1937",kimberly.brodovicz@boehringer-ingelheim.com,,NCT03817463,kimberly g brodovicz,kimberly
Study Chair,"Samuel Headley, PhD",Springfield College,,NCT04006938,samuel headley,samuel
Study Director,Clinical Reporting Anchor and Disclosure (1452),Novo Nordisk A/S,,NCT03811288,clinical reporting anchor and disclosure (1452),clinical
Study Director,Clinical Reporting Anchor and Disclosure (1452),Novo Nordisk A/S,,NCT03888157,clinical reporting anchor and disclosure (1452),clinical
Study Director,Clinical Reporting Anchor and Disclosure (1452),Novo Nordisk A/S,,NCT03945656,clinical reporting anchor and disclosure (1452),clinical
Study Director,"Call 1-877-CTLILLY (1-877-285-4559) or 1-317-615-4559 Mon - Fri 9 AM - 5 PM Eastern time (UTC/GMT - 5 hours, EST)",Eli Lilly and Company,,NCT04050553,call 1-877-ctlilly (1-877-285-4559) or 1-317-615-4559 mon - fri 9 am - 5 pm eastern time (utc/gmt - 5 hours,call
Study Director,Clinical Reporting Anchor and Disclosure 1452,Novo Nordisk A/S,,NCT03862690,clinical reporting anchor and disclosure 1452,clinical
Principal Investigator,"Aleksandr Yu Mayorov, MD",Endocrinology Research Centre,,NCT04023344,aleksandr yu mayorov,aleksandr
Study Chair,"Jessica M Franklin, PHD",Brigham and Women's Hospital,,NCT04034524,jessica m franklin,jessica
Principal Investigator,"Antonio V Gaddi, MD, PhD","EuroGenLab, Bologna, Italy",,NCT04038528,antonio v gaddi,antonio
Study Director,Clinical Reporting Anchor and Disclosure (1452),Novo Nordisk A/S,,NCT04083820,clinical reporting anchor and disclosure (1452),clinical
Principal Investigator,"Mónica Marazuela Azpíroz, MD PhD",Fundación de Investigación Biomédica - Hospital Universitario de La Princesa,,NCT04191525,mónica marazuela azpíroz,mónica
Study Director,Clinical Reporting Anchor and Disclosure (1452),Novo Nordisk A/S,,NCT03819153,clinical reporting anchor and disclosure (1452),clinical
Study Director,Clinical Reporting Anchor and Disclosure (1452),Novo Nordisk A/S,,NCT03823339,clinical reporting anchor and disclosure (1452),clinical
Study Director,Clinical Reporting Anchor and Disclosure (1452),Novo Nordisk A/S,,NCT03876015,clinical reporting anchor and disclosure (1452),clinical
Principal Investigator,"Christopher Gardner, PhD",Stanford University,,NCT03810378,christopher gardner,christopher
Study Director,Clinical Reporting Anchor and Disclosure (1452),Novo Nordisk A/S,,NCT03922750,clinical reporting anchor and disclosure (1452),clinical
Study Director,Clinical Reporting Anchor and Disclosure (1452),Novo Nordisk A/S,,NCT04042441,clinical reporting anchor and disclosure (1452),clinical
Study Director,Clinical Reporting Anchor and Disclosure (1452),Novo Nordisk A/S,,NCT03929679,clinical reporting anchor and disclosure (1452),clinical
Principal Investigator,"Courtney Peterson, Ph.D.",University of Alabama at Birmingham,,NCT04155619,courtney peterson,courtney
Principal Investigator,"Hana Kahleova, MD",Physicians Committee for Responsible Medicine,,NCT04088981,hana kahleova,hana
Principal Investigator,"María Trinidad García Vázquez, Dentist, PhD",Gerencia de Atención Primaria,,NCT04051866,maría trinidad garcía vázquez,maría
Principal Investigator,"camille Marciniak, MD","University Hospital, Lille",,NCT04018105,camille marciniak,camille
Study Director,Clinical Reporting Anchor and Disclosure (1452),Novo Nordisk A/S,,NCT03951805,clinical reporting anchor and disclosure (1452),clinical
Principal Investigator,"Pierre Ernst, MD, MSc, FRCPC","Lady Davis Institute for Medical Research, Jewish General Hospital",,NCT04017221,pierre ernst,pierre
Study Director,"Vincent Prévot, PhD","Institut National de la Santé Et de la Recherche Médicale, France",,NCT03974139,vincent prévot,vincent
Principal Investigator,"Vincent Florent, MD, MSc, PhD","Centre Hospitalier d'Arras, INSERM",,NCT03974139,vincent florent,vincent
Principal Investigator,"David Kerr, M.D.",Sansum Diabetes Research Institute,,NCT03940300,david kerr,david
Study Director,"Joao Raposo, MD PhD",Associacao Protectora dos Diabeticos de Portugal,,NCT04141111,joao raposo,joao
Principal Investigator,"Eric Benamo, MD",Centre Hospitalier Avignon,,NCT03847779,eric benamo,eric
Principal Investigator,"Hye Seung Jung, MD",Seoul National University Hospital,,NCT04123587,hye seung jung,hye
Principal Investigator,"Mark Gilchrist, MB ChB, PhD",University of Exeter,,NCT04076007,mark gilchrist,mark
Principal Investigator,"Xiang Zhu, Dorctor","Third Affiliated Hospital, Sun Yat-Sen University",,NCT03970161,xiang zhu,xiang
Study Director,Clinical Reporting Anchor and Disclosure (1452),Novo Nordisk A/S,,NCT04094415,clinical reporting anchor and disclosure (1452),clinical
Study Director,Clinical Reporting Anchor and Disclosure (1452),Novo Nordisk A/S,,NCT04067999,clinical reporting anchor and disclosure (1452),clinical
Principal Investigator,Ebaa AlOzairi,Dasman Diabetes Institute,,NCT04136730,ebaa alozairi,ebaa
Study Director,Clinical Reporting Anchor and Disclosure (1452),Novo Nordisk A/S,,NCT03989232,clinical reporting anchor and disclosure (1452),clinical
Principal Investigator,"Winnie SS Chee, PhD",International Medical University,,NCT03881540,winnie ss chee,winnie
Principal Investigator,"Kristine Færch, PhD",Steno Diabetes Center Copenhagen,,NCT03854656,kristine færch,kristine
Principal Investigator,"Steen B Haugaard, Professor","Dept. of Endocrinology, Copenhagen University Hospital Bispebjerg",,NCT03814694,steen b haugaard,steen
Principal Investigator,"Daniel A Bottino, PhD",State University of Rio de Janeiro,,NCT04112875,daniel a bottino,daniel
Principal Investigator,"Gerusa M Costa, MSc",State University of Rio de Janeiro,,NCT04112875,gerusa m costa,gerusa
Principal Investigator,"David Kerr, M.D.",Sansum Diabetes Research Institute,,NCT03830840,david kerr,david
Study Director,"Edyta Adamska-Patruno, PhD","Clinical Research Centre, Medical University of Bialystok",,NCT03792685,edyta adamska-patruno,edyta
Principal Investigator,"Maria Gorska, Prof.","Dept of Endocrinology, Diabetology and Internal Medicine",,NCT03792685,maria gorska,maria
Principal Investigator,"Adam Kretowski, Prof.","Dept of Endocrinology, Diabetology and Internal Medicine; Clinical Research Centre",,NCT03792685,adam kretowski,adam
Principal Investigator,"Caroline A Presley, MD, MPH",University of Alabama at Birmingham,,NCT03987841,caroline a presley,caroline
Principal Investigator,"Weiping Jia, MD, PhD",Shanghai 6th People's Hospital,,NCT03958838,weiping jia,weiping
Principal Investigator,"Edwin B Fisher, PhD","University of North Carolina, Chapel Hill",,NCT03958838,edwin b fisher,edwin
Principal Investigator,Alfredo Franco-Obregon,"National University, Singapore",,NCT04183543,alfredo franco-obregon,alfredo
Principal Investigator,Asim Shabbir,"National University Hospital, Singapore",,NCT04183543,asim shabbir,asim
Principal Investigator,"David Chung-Wah SIU, Prof",The University of Hong Kong,,NCT04200586,david chung-wah siu,david
Principal Investigator,"Matthew Budoff, MD",Lundquist Institute for Biomedical Innovation at Harbor-UCLA Medical Center,,NCT03985384,matthew budoff,matthew
Principal Investigator,"Cynthia Fritschi, PhD, RN","University of Illinois at Chicago, College of Nursing",,NCT04083248,cynthia fritschi,cynthia
Principal Investigator,"Jennifer L Reed, PhD",Ottawa Heart Institute Research Corporation,,NCT04190212,jennifer l reed,jennifer
Study Director,Clinical Reporting Anchor and Disclosure (1452),Novo Nordisk A/S,,NCT04109508,clinical reporting anchor and disclosure (1452),clinical
Study Director,Clinical Reporting Anchor and Disclosure (1452),Novo Nordisk A/S,,NCT04097600,clinical reporting anchor and disclosure (1452),clinical
Principal Investigator,"Reina C. Villareal, MD","Michael E. DeBakey VA Medical Center, Houston, TX",,NCT03887936,reina c. villareal,reina
Study Chair,"Alexey Medvedchikov, +43180105-7896",Alexey.Medvedchikov@Boehringer-Ingelheim.com,,NCT03807440,alexey medvedchikov,alexey
Principal Investigator,"Nazarii Kobyliak, PhD",Bogomolets National Medical University,,NCT04201938,nazarii kobyliak,nazarii
Study Chair,"Kirsi Pietiläinen, Prof.",Gyllenberg Professor in Clinical Metabolism Obesity Research Unit University of Helsinki,,NCT03823027,kirsi pietiläinen,kirsi
Principal Investigator,"Pierre Ernst, MD, MSc, FRCPC","Lady Davis Institute for Medical Research, Jewish General Hospital",,NCT03939624,pierre ernst,pierre
Study Director,"Niels Jessen, Professor","Medicinsk forskningslaboratorium for Diabetes og Hormonsygdomme og Steno Diabetes Center Aarhus (M-lab), Aarhus universitetshospital",,NCT04166760,niels jessen,niels
Principal Investigator,"Charles Zerez, MD, PhD",Straub Medical Center,,NCT03947879,charles zerez,charles
Study Chair,"Suhendro Suhendro, Doctor",Indonesia University,,NCT03815305,suhendro suhendro,suhendro
Principal Investigator,"Mostafa O El Mokadem, M.D.","Cardiology department,Faculty of Medicine, Beni-Suef University",,NCT04143412,mostafa o el mokadem,mostafa
Principal Investigator,"Harry Prapavessis, PhD","University of Western Ontario, Canada",,NCT03815955,harry prapavessis,harry
Principal Investigator,Anna Puig Ribera,Universitat de Vic,,NCT04092738,anna puig ribera,anna
Study Chair,Carlos Martin Cantera,Jordi Gol i Gurina Foundation - IDIAP Jordi Gol,,NCT04092738,carlos martin cantera,carlos
Study Chair,Francesc Alòs Colomer,Catalan Institute of Health,,NCT04092738,francesc alòs colomer,francesc
Study Chair,Mercè Solà Gonfaus,Catalan Institute of Health,,NCT04092738,mercè solà gonfaus,mercè
Study Chair,Ana Urpí Fernández,Catalan Institute of Health,,NCT04092738,ana urpí fernández,ana
Study Chair,Josep Maria Molina Aragonés,Catalan Institute of Health,,NCT04092738,josep maria molina aragonés,josep
Study Chair,Blanca Funollet Santos,Catalan Institute of Health,,NCT04092738,blanca funollet santos,blanca
Study Chair,Laura Illamola Martin,EAP Dreta de l'Eixample S.L.P,,NCT04092738,laura illamola martin,laura
Study Chair,Ignasi Saigí Ullastre,Consorci Hospitalari de Vic (CHV),,NCT04092738,ignasi saigí ullastre,ignasi
Study Chair,Emi Chirveches-Pérez,Consorci Hospitalari de Vic (CHV),,NCT04092738,emi chirveches-pérez,emi
Study Chair,Montserrat Martín-Horcajo,Universitat de Vic-Universitat Central de Catalunya (UVIC-UCC),,NCT04092738,montserrat martín-horcajo,montserrat
Study Chair,Montserrat Munuera Grau,Catalan Institute of Health,,NCT04092738,montserrat munuera grau,montserrat
Study Chair,Miguel Brito,Madrid Health Service,,NCT04092738,miguel brito,miguel
Study Chair,David Pérez Manchon,Madrid Health Service,,NCT04092738,david pérez manchon,david
Study Chair,María Lorena López Catañon,Madrid Health Service,,NCT04092738,maría lorena lópez catañon,maría
Study Chair,Montserrat Solís Muñoz,Madrid Health Service,,NCT04092738,montserrat solís muñoz,montserrat
Study Chair,Judit Bort-Roig,University of Vic - Central University of Catalonia,,NCT04092738,judit bort-roig,judit
Study Chair,Mireia Félez-Nóbrega,Parc Sanitari Sant Joan de Déu (Sant Boi de Llobregat),,NCT04092738,mireia félez-nóbrega,mireia
Study Chair,Francesc Garcia Cuyàs,Hospital Sant Joan de Déu (Barcelona),,NCT04092738,francesc garcia cuyàs,francesc
Principal Investigator,"James A King, PhD",Loughborough University,,NCT04004273,james a king,james
Principal Investigator,"Guruprasads Aithal, PhD",Nottingham Biomedical Research Centre,,NCT04004273,guruprasads aithal,guruprasads
Principal Investigator,"David Webb, PhD",Leicester Diabetes Research Centre,,NCT04004273,david webb,david
Principal Investigator,"Penny Gowland, PhD",Sir Peter Mansfield Imaging Centre,,NCT04004273,penny gowland,penny
Principal Investigator,"Gihane G Madkour, Ass Prof",Cairo University,,NCT03807596,gihane g madkour,gihane
Principal Investigator,"Shannon Rose, PhD",Arkansas Children's Research Institute,,NCT03960333,shannon rose,shannon
Principal Investigator,"Helle Terkildsen Maindal, MPH, PhD",Steno Diabetes Center Copenhagen,,NCT03997773,helle terkildsen maindal,helle
Principal Investigator,"Melchor Alpizar, MD, PhD","Centro Especializado en Diabetes, Obesidad, Prevención y Enfermedades Cardiovasculares, S.C.",,NCT04053621,melchor alpizar,melchor
Principal Investigator,"Olayinka Shiyanbola, PhD","University of Wisconsin, Madison",,NCT04028076,olayinka shiyanbola,olayinka
Principal Investigator,"Beate-Christin H Kolltveit, Ph.D",Western Norway University of Applied Sciences,,NCT04076384,beate-christin h kolltveit,beate-christin
Study Director,"Hong Qi, MD",Peking University Third Hospital,,NCT03903965,hong qi,hong
Principal Investigator,"Robert Rosenson, MD",Icahn School of Medicine at Mount Sinai,,NCT03829046,robert rosenson,robert
Principal Investigator,"Kim A Connelly, MD",St. Michael's Hospital at University of Toronto,,NCT03829046,kim a connelly,kim
Principal Investigator,"Joshua J Joseph, MD",The Ohio State University Wexner Medical Center,,NCT04152811,joshua j joseph,joshua
Principal Investigator,"Michael J Paglia, MD, PhD",Geisinger Clinic,,NCT03912363,michael j paglia,michael
Principal Investigator,"Mariana G Figueiro, PhD",Rensselaer Polytechnic Institute,,NCT03933696,mariana g figueiro,mariana
Principal Investigator,"Markus Schlaich, MD,FAHA,FESC",Royal Perth Hospital,,NCT03912909,markus schlaich,markus
Principal Investigator,"Christopher Granger, MD",Duke Clinical Research Institute,,NCT03936660,christopher granger,christopher
Principal Investigator,"Eman SA Sawan, Msc",Tanta University - Faculty of Pharmacy,,NCT03925714,eman sa sawan,eman
Principal Investigator,"Sahar Hegazy, Prof",Tanta University - Faculty of Pharmacy,,NCT03925714,sahar hegazy,sahar
Study Director,"Tarek Mostafa, ass. Prof.",Tanta University - Faculty of Pharmacy,,NCT03925714,tarek mostafa,tarek
Study Chair,"Sherin El-Nidany, MD",Tanta University-Faculty of pharmacy,,NCT03925714,sherin el-nidany,sherin
Study Director,Clinical Reporting Anchor and Disclosure (1452),Novo Nordisk A/S,,NCT03797885,clinical reporting anchor and disclosure (1452),clinical
Study Director,Clinical Reporting Anchor and Disclosure (1452),Novo Nordisk A/S,,NCT04143945,clinical reporting anchor and disclosure (1452),clinical
Study Director,Clinical Reporting Anchor and Disclosure (1452),Novo Nordisk A/S,,NCT04007107,clinical reporting anchor and disclosure (1452),clinical
Study Director,"Zhengzhen Wang, Doctor",Beijing Sport Uninversity,,NCT04092959,zhengzhen wang,zhengzhen
Principal Investigator,"Sunit Jariwala, MD",Albert Einstein College of Medicine and Montefiore Medical Center,,NCT03890900,sunit jariwala,sunit
Principal Investigator,"Amy S Shah, MD MS",Cincinnati Childrens Hospital Medical Center,,NCT04128995,amy s shah,amy
Principal Investigator,"Kristen J Nadeau, MD MS",Children's Hospital Colorado,,NCT04128995,kristen j nadeau,kristen
Principal Investigator,"Michael A Helmrath, MD MS","Children's Hospital Medical Center, Cincinnati",,NCT04128995,michael a helmrath,michael
Principal Investigator,"Thomas H Inge, MD PhD",Children's Hospital Colorado,,NCT04128995,thomas h inge,thomas
Principal Investigator,"Ignatios Ikonomidis, Prof","2nd Department of Cardiology, National and Kapodistrian University of Athens",,NCT03878706,ignatios ikonomidis,ignatios
Principal Investigator,"Aimilianos N. Kalogeris, MD","2nd Department of Cardiology, University of Athens",,NCT03878706,aimilianos n. kalogeris,aimilianos
Principal Investigator,"John A. Thymis, MD","2nd Department of Cardiology,University of Athens",,NCT03878706,john a. thymis,john
Principal Investigator,"Vaia Lambadiari, Prof.",National and Kapodistrian University of Athens,,NCT03878706,vaia lambadiari,vaia
Study Chair,"Georgios Dimitriadis, Prof.",National and Kapodistrian University of Athens,,NCT03878706,georgios dimitriadis,georgios
Study Chair,"Efstathios Iliodromitis, Prof.",National and Kapodistrian University of Athens,,NCT03878706,efstathios iliodromitis,efstathios
Study Director,"Gihane Madkour, Prof",Cairo University,,NCT03908606,gihane madkour,gihane
Principal Investigator,"Alexandra Kautzky-Willer, Univ.Prof.Dr.","Department of Internal Medicine III, Clinical Division of Endocrinology and Metabolism, Unit of Gender Medicine, Medical University of Vienna",,NCT04011228,alexandra kautzky-willer,alexandra
Principal Investigator,"Jessica Franklin, PhD",Brigham and Womens,,NCT03936010,jessica franklin,jessica
Study Chair,Shu-Ming Chen,Fooyin University,,NCT03950713,shu-ming chen,shu-ming
Principal Investigator,"Mauro M Maccario, MD","Endocrinology, Diabetology and Metabolism; University of Turin",,NCT03917758,mauro m maccario,mauro
Study Chair,"Ezio E Ghigo, MD","Endocrinology, Diabetology and Metabolism; University of Turin",,NCT03917758,ezio e ghigo,ezio
Principal Investigator,"Soo N Lim, MD, PHD",Seoul National University Bundang Hospital,,NCT03877406,soo n lim,soo
Principal Investigator,"Olivier BOURRON, MD, PhD",Assistance Publique Hoptiaux de Paris,,NCT03920683,olivier bourron,olivier
Principal Investigator,"Gregory A Talavera, MD/MPH",SDSU,,NCT03983499,gregory a talavera,gregory
Study Chair,"Ignatios Ikonomidis, AssProfessor",University of Athens,,NCT04027712,ignatios ikonomidis,ignatios
Principal Investigator,"Gianluca Iacobellis, MD PhD",University of Miami,,NCT04200625,gianluca iacobellis,gianluca
Study Director,"Salah Abdelazeem Argoon, professor",Assiut University,,NCT03891927,salah abdelazeem argoon,salah
Principal Investigator,"Sara Rosenkranz, PhD",Kansas State University,,NCT04118257,sara rosenkranz,sara
Principal Investigator,"Guillermo Umpierrez, MD",Emory University,,NCT03832907,guillermo umpierrez,guillermo
Principal Investigator,"Gregory Tracey, MD","Frontage Clinical Services, Inc.",,NCT03790839,gregory tracey,gregory
Principal Investigator,"Gregory J Tracey, MD","Frontage Clinical Services, Inc.",,NCT03790787,gregory j tracey,gregory
Principal Investigator,"Kate Millar, MBChB",Portsmouth Hospitals NHS Trust,,NCT04033705,kate millar,kate
Principal Investigator,"Lucio Gnessi, MD PhD",Sapienza University of Rome,,NCT04019431,lucio gnessi,lucio
Study Director,"Call 1-877-CTLILLY (1-877-285-4559) or 1-317-615-4559 Mon - Fri 9 AM - 5 PM Eastern time (UTC/GMT - 5 hours, EST)",Eli Lilly and Company,,NCT04184622,call 1-877-ctlilly (1-877-285-4559) or 1-317-615-4559 mon - fri 9 am - 5 pm eastern time (utc/gmt - 5 hours,call
Study Director,Suelen Dallanora,Instituto de Cardiologia,,NCT03904901,suelen dallanora,suelen
Principal Investigator,"David Han, MD",PAREXEL Early Phase Clinical Unit-Los Angeles,,NCT04155645,david han,david
Principal Investigator,"Carl Hulston, PhD",Loughborough University,,NCT03863431,carl hulston,carl
Principal Investigator,"Tracey McLaughlin, MD",Stanford University,,NCT04167761,tracey mclaughlin,tracey
Principal Investigator,"Andrei C Sposito, MD,Phd","University of Campinas, Brazil",,NCT03932721,andrei c sposito,andrei
Principal Investigator,"Alexandra Kautzky-Willer, MD",Medical University Vienna,,NCT03851627,alexandra kautzky-willer,alexandra
Principal Investigator,"Mattias Ekstedt, MD, PhD",LiU,,NCT03864510,mattias ekstedt,mattias
Principal Investigator,"Julia C Greve, Professor",University of São Paulo,,NCT03792646,julia c greve,julia
Principal Investigator,"Alexandra Stamperna, MD","UNIVERSITY OF THESSALY, SCHOOL OF PHYSICAL EDUCATION & SPORTS SCIENCES",,NCT03889977,alexandra stamperna,alexandra
Study Director,"Onno CP van Schayck, Prof.",Maastricht University,,NCT04127383,onno cp van schayck,onno
Principal Investigator,"Ayeesha Kamal, MD",Aga Khan University,,NCT04082091,ayeesha kamal,ayeesha
Study Director,"Kai Zhang, MD","Shenzhen MingSight Relin Pharmaceuticals Co., Ltd.",,NCT04187443,kai zhang,kai
Principal Investigator,"Marc Y Donath, Prof.","University Hospital, Basel, Switzerland",,NCT03827382,marc y donath,marc
Principal Investigator,Sofa D Alfian,University of Groningen,,NCT04023734,sofa d alfian,sofa
Principal Investigator,"Gulin Findikoglu, Assoc Prof","Pamukkale University,Medical Faculty, PMR Department",,NCT04181853,gulin findikoglu,gulin
Study Chair,Theodoros N. Arvanitis,University of Warwick,,NCT03834207,theodoros n. arvanitis,theodoros
Principal Investigator,"Esben Stistrup Lauritzen, MD",Medical Research Laboratory,,NCT03859934,esben stistrup lauritzen,esben
Principal Investigator,"Ulla Kampmann Opstrup, MD, PhD",Aarhus University Hospital,,NCT03859934,ulla kampmann opstrup,ulla
Principal Investigator,"Julie Støy, MD, PhD",Aarhus University Hospital,,NCT03859934,julie støy,julie
Principal Investigator,"Asbjørn M Drewes, Professor",Aalborg University Hospital,,NCT04143269,asbjørn m drewes,asbjørn
Principal Investigator,"Ton J. Rabelink, Prof.",Leiden University Medical Center,,NCT03889236,ton j. rabelink,ton
Study Chair,"Péter Hegyi, MD, PhD, DSc","Insitute for Translational Medicine, Medical School, University of Pécs, HU",,NCT04164602,péter hegyi,péter
Principal Investigator,"László Czakó, MD, PhD, DSc","First Department of Medicine University of Szeged, HU",,NCT04164602,lászló czakó,lászló
Principal Investigator,"Subodh Verma, MD","St. Michael's Hospital, Toronto",,NCT04132531,subodh verma,subodh
Principal Investigator,"David A Hess, PhD","Robart's Research Institute, London, Ontario",,NCT04132531,david a hess,david
Principal Investigator,"Ching Yong Chin, Master",Nanhua University,,NCT04177420,ching yong chin,ching
Principal Investigator,"Yi-Wen Huang, Master",Nanhua University,,NCT04177420,yi-wen huang,yi-wen
Principal Investigator,"Jin-Bang Shang, Master",Nanhua University,,NCT04177420,jin-bang shang,jin-bang
Principal Investigator,"Hae-Ra Han, PhD, RN",Johns Hopkins University,,NCT03925948,hae-ra han,hae-ra
Principal Investigator,"Benjamin J Renquist, PhD",University of Arizona,,NCT04062890,benjamin j renquist,benjamin
Study Chair,"James L Januzzi, MD",Harvard Medical School,,NCT04083339,james l januzzi,james
Study Director,"Ebru Calik-Kutukcu, PhD",Hacettepe University,,NCT03823664,ebru calik-kutukcu,ebru
Study Chair,"Hulya Arikan, Professor",Hacettepe University,,NCT03823664,hulya arikan,hulya
Study Chair,"Cemile Bozdemir-Ozel, MsC",Hacettepe University,,NCT03823664,cemile bozdemir-ozel,cemile
Study Chair,"Selcuk Dagdelen, Professor",Hacettepe University,,NCT03823664,selcuk dagdelen,selcuk
Principal Investigator,"Beyza Nur Karaduz, PT",Hacettepe University,,NCT03823664,beyza nur karaduz,beyza
Principal Investigator,David B Savage,University of Cambridge,,NCT04190849,david b savage,david
Principal Investigator,"Jean-Louis PEPIN, MD, PhD",Grenoble Alpes University Hospital,,NCT03857191,jean-louis pepin,jean-louis
Principal Investigator,"Martin Halle, Prof. Dr. med.",Klinikum rechts der Isar Technische Universität München,,NCT03835923,martin halle,martin
Study Director,"Filiz Demircik, PhD",Sciema UG,,NCT03840161,filiz demircik,filiz
Principal Investigator,"Cristina García Serrano, Nurse",Institut Català de la Salut,,NCT03857802,cristina garcía serrano,cristina
Principal Investigator,"Jesús Pujol Salud, Doctor",Institut Català de la Salut,,NCT03857802,jesús pujol salud,jesús
Principal Investigator,"Lídia Aran Solé, Nurse",Institut Català de la Salut,,NCT03857802,lídia aran solé,lídia
Principal Investigator,"Suzanne E Mitchell, MD",Boston Medical Center,,NCT03889600,suzanne e mitchell,suzanne
Principal Investigator,"Dr Momina Abid, MBBS,M Phil (ongoing)",Ziauddin University,,NCT04120259,momina abid,momina
Principal Investigator,"Dr Zahida Memon, MBBS,M Phil,PhD",Ziauddin University,,NCT04120259,zahida memon,zahida
Principal Investigator,"Licia iacoviello, MD, PhD",IRCCS Neuromed,,NCT03949504,licia iacoviello,licia
Principal Investigator,"John Sievenpiper, MD,PhD,FRCPC",University of Toronto,,NCT04094194,john sievenpiper,john
Principal Investigator,"Nana F Hempler, PhD",Steno Diabetes Center Copenhagen,,NCT03950219,nana f hempler,nana
Principal Investigator,"Sanjay Kinra, MD, PhD",London School of Hygiene and Tropical Medicine,,NCT03938233,sanjay kinra,sanjay
Principal Investigator,"William Martinez, MD, MS",Vanderbilt University Medical Center,,NCT03947333,william martinez,william
Principal Investigator,"Amit Majithia, MD",Onduo,,NCT03865381,amit majithia,amit
Principal Investigator,"Eric A Finkelstein, PhD, MHA",Duke-NUS Graduate Medical School,,NCT03800680,eric a finkelstein,eric
Principal Investigator,"Nallely Mora, MD, MPH",Loyola University Chicago,,NCT04052815,nallely mora,nallely
Principal Investigator,"Manju R Mamtani, MD",Treasurer,,NCT03918525,manju r mamtani,manju
Study Director,"Adam Bataineh, MD MSc","Span Health, East Suffolk and North Essex NHS Foundation Trust",,NCT04198935,adam bataineh,adam
Principal Investigator,"Sumbal Babar, MBBS",East Tennessee State University,,NCT04198935,sumbal babar,sumbal
Principal Investigator,"Scott Sittig, PhD",University of South Alabama,,NCT04132089,scott sittig,scott
Principal Investigator,"Raquel C Greer, MD, MHS",Johns Hopkins University,,NCT04034511,raquel c greer,raquel
Principal Investigator,"Sue Dahl-Popolizio, DBH, OTR/L",Arizona State University,,NCT03821662,sue dahl-popolizio,sue
Principal Investigator,"Dayna Johnson, PhD",Emory University,,NCT04160078,dayna johnson,dayna
Principal Investigator,"Biraj M Karmacharya, PhD",Kathmandu University School of Medical Sciences,,NCT04131257,biraj m karmacharya,biraj
Principal Investigator,"Sabine Hazan, MD",ProgenaBiome,,NCT04213651,sabine hazan,sabine
Principal Investigator,"Kensaku Kawamoto, MD, PhD, MHS",University of Utah,,NCT03826290,kensaku kawamoto,kensaku
Principal Investigator,"Linda Siminerio, RN, PhD, CDE",Professor,,NCT03999268,linda siminerio,linda
Principal Investigator,Given Chipili,"Mukuba University, Kitwe, Zambia",,NCT04016012,given chipili,given
Principal Investigator,Katarina T Borer,Professor Emerita,,NCT03930758,katarina t borer,katarina
Principal Investigator,"Tricia Tan, MB ChB",Imperial College London,,NCT03842475,tricia tan,tricia
Principal Investigator,"Thomas E Dorner, MD, MPH",Medical University of Vienna,,NCT04125784,thomas e dorner,thomas
Principal Investigator,"Alexander N Orekhov, DSc, Prof",Institute for Atherosclerosis Research,,NCT03877523,alexander n orekhov,alexander
Principal Investigator,"Tanja Dujic, PhD",University of Sarajevo,,NCT04198948,tanja dujic,tanja
Principal Investigator,"Aida Kulo Cesic, PhD",University of Sarajevo,,NCT04198948,aida kulo cesic,aida
Principal Investigator,"Ebaa AlOzairi, MD, PhD",Dasman Diabetes Institute,,NCT04135287,ebaa alozairi,ebaa
Principal Investigator,"Albert Tejada, MD, PI",Synexus,,NCT04094649,albert tejada,albert
Principal Investigator,Mei Hui Liu,"National University, Singapore",,NCT03989908,mei hui liu,mei
Principal Investigator,Mei Hui Liu,"National University, Singapore",,NCT03985566,mei hui liu,mei
Principal Investigator,Mats Rudling,Karolinska Institutet,,NCT03921203,mats rudling,mats
Principal Investigator,"Rehab H Werida, Lecturer",Damanhour University,,NCT03907423,rehab h werida,rehab
Principal Investigator,"Daphne SL Gardner, MD","Singapore General Hospital, SingHealth",,NCT03837262,daphne sl gardner,daphne
Principal Investigator,Sophini Logeswaran,Royal Holloway University,,NCT04028427,sophini logeswaran,sophini
Study Director,"Naji Abumrad, MD",Vanderbilt University Medical Center,,NCT03991299,naji abumrad,naji
